Ticker,Date,Close,SharesOutstanding,MarketCap
ABCB.N,2011-12-30,8.9883,68911000,619392741.3000001
ABCB.N,2011-11-30,8.7435,68911000,602523328.5
ABCB.N,2011-10-31,8.7697,68911000,604328796.7
ABCB.N,2011-09-30,7.6156,68911000,524798611.59999996
ABCB.N,2011-08-31,8.044,68911000,554320084.0
ABCB.N,2011-07-29,8.8484,68911000,609752092.4
ABCB.N,2011-06-30,7.7554,68911000,534432369.4
ABCB.N,2011-05-31,8.1489,68911000,561548847.9
ABCB.N,2011-04-29,8.691,68911000,598905501.0
ABCB.N,2011-03-31,8.8834,68911000,612163977.4
ABCB.N,2011-02-28,8.8221,68911000,607939733.1
ABCB.N,2011-01-31,8.3325,68911000,574200907.5
ABCB.N,2010-12-31,9.2156,68911000,635056211.6
ABCB.N,2010-11-30,8.4287,68911000,580830145.6999999
ABCB.N,2010-10-29,8.1052,68911000,558537437.2
ABCB.N,2010-09-30,8.1751,68911000,563354316.1
ABCB.N,2010-08-31,6.8461,68911000,471771597.09999996
ABCB.N,2010-07-30,8.6036,68911000,592882679.6
ABCB.N,2010-06-30,8.4462,68911000,582036088.1999999
ABCB.N,2010-05-28,9.7603,68911000,672592033.3000001
ABCB.N,2010-04-30,9.6391,68911000,664240020.0999999
ABCB.N,2010-03-31,7.8204,68911000,538911584.4
ABCB.N,2010-02-26,8.1023,68911000,558337595.3
ABCB.N,2010-01-29,7.9658,68911000,548931243.8
ABCB.N,2009-12-31,6.1065,68911000,420805021.5
ABCB.N,2009-11-30,5.5517,68911000,382573198.70000005
ABCB.N,2009-10-30,4.947,68911000,340902717.0
ABCB.N,2009-09-30,6.0052,68911000,413824337.20000005
ABCB.N,2009-08-31,5.3349,68911000,367633293.90000004
ABCB.N,2009-07-31,5.3597,68911000,369342286.7
ABCB.N,2009-06-30,5.2274,68911000,360225361.40000004
ABCB.N,2009-05-29,5.1446,68911000,354519530.59999996
ABCB.N,2009-04-30,5.3744,68911000,370355278.4
ABCB.N,2009-03-31,3.8646,68911000,266313450.6
ABCB.N,2009-02-27,4.044,68911000,278676084.0
ABCB.N,2009-01-30,6.2328,68911000,429508480.8
ABCB.N,2008-12-31,9.6421,68911000,664446753.0999999
ABCB.N,2008-11-28,7.694,68911000,530201234.0
ABCB.N,2008-10-31,8.9412,68911000,616147033.2
ABCB.N,2008-09-30,12.0269,68911000,828785705.9
ABCB.N,2008-08-29,9.7002,68911000,668450482.2
ABCB.N,2008-07-31,8.6592,68911000,596714131.2
ABCB.N,2008-06-30,7.021,68911000,483824131.0
ABCB.N,2008-05-30,11.0468,68911000,761246034.8
ABCB.N,2008-04-30,11.9222,68911000,821570724.2
ABCB.N,2008-03-31,12.7818,68911000,880806619.8000001
ABCB.N,2008-02-29,11.2191,68911000,773119400.0999999
ABCB.N,2008-01-31,12.4499,68911000,857935058.9
ABCB.N,2007-12-31,13.2941,68911000,916109725.1
ABCB.N,2007-11-30,13.1691,68911000,907495850.1
ABCB.N,2007-10-31,13.1926,68911000,909115258.6
ABCB.N,2007-09-28,14.1472,68911000,974897699.1999999
ABCB.N,2007-08-31,15.3472,68911000,1057590899.2
ABCB.N,2007-07-31,13.8637,68911000,955361430.6999999
ABCB.N,2007-06-29,17.452,68911000,1202634772.0000002
ABCB.N,2007-05-31,17.9656,68911000,1238027461.6
ABCB.N,2007-04-30,17.7108,68911000,1220468938.8
ABCB.N,2007-03-30,18.8998,68911000,1302404117.8
ABCB.N,2007-02-28,18.7988,68911000,1295444106.8
ABCB.N,2007-01-31,19.7967,68911000,1364210393.7
ABCB.N,2006-12-29,21.6313,68911000,1490634514.3
ABCB.N,2006-11-30,21.3181,68911000,1469051589.1000001
ABCB.N,2006-10-31,21.3181,68911000,1469051589.1000001
ABCB.N,2006-09-29,20.7834,68911000,1432204877.4
ABCB.N,2006-08-31,19.9727,68911000,1376338729.7
ABCB.N,2006-07-31,19.3799,68911000,1335488288.8999999
ABCB.N,2006-06-30,17.5863,68911000,1211889519.3000002
ABCB.N,2006-05-31,16.0803,68911000,1108109553.3000002
ABCB.N,2006-04-28,16.8277,68911000,1159613634.7
ABCB.N,2006-03-31,17.56,68911000,1210077160.0
ABCB.N,2006-02-28,17.2594,68911000,1189362513.3999999
ABCB.N,2006-01-31,15.4134,68911000,1062152807.4
ABCB.N,2005-12-30,14.8881,68911000,1025953859.1
ABCB.N,2005-11-30,14.9953,68911000,1033341118.3000001
ABCB.N,2005-10-31,14.4214,68911000,993793095.4
ABCB.N,2005-09-30,14.3022,68911000,985578904.1999999
ABCB.N,2005-08-31,13.7214,68911000,945555395.4
ABCB.N,2005-07-29,14.7939,68911000,1019462442.9000001
ABCB.N,2005-06-30,13.3737,68911000,921595040.6999999
ABCB.N,2005-05-31,13.0283,68911000,897793181.3
ABCB.N,2005-04-29,12.7714,68911000,880089945.4
ABCB.N,2005-03-31,12.397,68911000,854289667.0
ABCB.N,2005-02-28,13.0419,68911000,898730370.9
ABCB.N,2005-01-31,12.3383,68911000,850244591.3000001
ABCB.N,2004-12-31,12.684,68911000,874067124.0
ABCB.N,2004-11-30,12.5243,68911000,863062037.3000001
ABCB.N,2004-10-29,12.3374,68911000,850182571.4000001
ABCB.N,2004-09-30,12.1566,68911000,837723462.5999999
ABCB.N,2004-08-31,10.863,68911000,748580193.0
ABCB.N,2004-07-30,10.4979,68911000,723420786.9
ABCB.N,2004-06-30,12.1737,68911000,838901840.7
ABCB.N,2004-05-28,11.6913,68911000,805659174.3
ABCB.N,2004-04-30,11.3287,68911000,780672045.6999999
ABCB.N,2004-03-31,11.2752,68911000,776985307.2
ABCB.N,2004-02-27,11.2271,68911000,773670688.1
ABCB.N,2004-01-30,10.9204,68911000,752535684.4000001
ABCB.N,2003-12-31,9.4985,68911000,654551133.5
ABCB.N,2003-11-28,9.8413,68911000,678173824.3000001
ABCB.N,2003-10-31,9.8471,68911000,678573508.0999999
ABCB.N,2003-09-30,9.1275,68911000,628985152.5
ABCB.N,2003-08-29,9.807,68911000,675810177.0
ABCB.N,2003-07-31,9.1748,68911000,632244642.8
ABCB.N,2003-06-30,8.2237,68911000,566703390.6999999
ABCB.N,2003-05-30,8.0969,68911000,557965475.9
ABCB.N,2003-04-30,8.0911,68911000,557565792.1
ABCB.N,2003-03-31,7.8726,68911000,542508738.6
ABCB.N,2003-02-28,7.9649,68911000,548869223.9
ABCB.N,2003-01-31,7.9535,68911000,548083638.5
ABCB.N,2002-12-31,7.3834,68911000,508797477.4
ABCB.N,2002-11-29,7.4892,68911000,516088261.20000005
ABCB.N,2002-10-31,7.2348,68911000,498557302.8
ABCB.N,2002-09-30,7.2461,68911000,499335997.1
ABCB.N,2002-08-30,7.5779,68911000,522200666.9
ABCB.N,2002-07-31,8.1212,68911000,559640013.2
ABCB.N,2002-06-28,8.2726,68911000,570073138.6
ABCB.N,2002-05-31,8.1948,68911000,564711862.8000001
ABCB.N,2002-04-30,8.6115,68911000,593427076.5
ABCB.N,2002-03-28,8.1114,68911000,558964685.4
ABCB.N,2002-02-28,7.226,68911000,497950886.0
ABCB.N,2002-01-31,7.4353,68911000,512373958.3
ABCB.N,2001-12-31,7.3527,68911000,506681909.7
ABCB.N,2001-11-30,7.2329,68911000,498426371.9
ABCB.N,2001-10-31,6.96,68911000,479620560.0
ABCB.N,2001-09-28,7.3694,68911000,507832723.4
ABCB.N,2001-08-31,7.2479,68911000,499460036.9
ABCB.N,2001-07-31,6.6962,68911000,461441838.2
ABCB.N,2001-06-29,6.0309,68911000,415595349.9
ABCB.N,2001-05-31,6.143,68911000,423320273.0
ABCB.N,2001-04-30,5.9931,68911000,412990514.1
ABCB.N,2001-03-30,6.1537,68911000,424057620.7
ABCB.N,2001-02-28,6.0259,68911000,415250794.9
ABCB.N,2001-01-31,5.6923,68911000,392262085.3
ABCB.N,2000-12-29,4.9642,68911000,342087986.2
ABCB.N,2000-11-30,4.7046,68911000,324198690.6
ABCB.N,2000-10-31,4.9007,68911000,337712137.7
ABCB.N,2000-09-29,5.4574,68911000,376074891.4
ABCB.N,2000-08-31,5.168,68911000,356132048.0
ABCB.N,2000-07-31,4.6837,68911000,322758450.7
ABCB.N,2000-06-30,4.9742,68911000,342777096.2
ABCB.N,2000-05-31,5.0417,68911000,347428588.7
ABCB.N,2000-04-28,5.0417,68911000,347428588.7
ABCB.N,2000-03-31,5.1362,68911000,353940678.2
ABCB.N,2000-02-29,4.9918,68911000,343989929.79999995
ABCB.N,2000-01-31,5.1207,68911000,352872557.7
ABCB.N,1999-12-31,5.3735,68911000,370293258.5
ACNB.OQ,2025-07-03,44.68,10473700,467964916.0
ACNB.OQ,2025-06-30,42.84,10473700,448693308.00000006
ACNB.OQ,2025-05-30,41.57,10473700,435391709.0
ACNB.OQ,2025-04-30,41.57,10473700,435391709.0
ACNB.OQ,2025-03-31,40.8261,10473700,427600323.57
ACNB.OQ,2025-02-28,40.6376,10473700,425626031.12
ACNB.OQ,2025-01-31,40.4506,10473700,423667449.22
ACNB.OQ,2024-12-31,39.2007,10473700,410576371.59
ACNB.OQ,2024-11-29,46.1196,10473700,483042854.52
ACNB.OQ,2024-10-31,41.056,10473700,430008227.2
ACNB.OQ,2024-09-30,42.6885,10473700,447106542.45
ACNB.OQ,2024-08-30,41.0756,10473700,430213511.72
ACNB.OQ,2024-07-31,40.2413,10473700,421475303.81
ACNB.OQ,2024-06-28,35.1869,10473700,368537034.53000003
ACNB.OQ,2024-05-31,30.6272,10473700,320780104.64
ACNB.OQ,2024-04-30,31.2515,10473700,327318835.55
ACNB.OQ,2024-03-28,36.1111,10473700,378216828.07
ACNB.OQ,2024-02-29,33.8446,10473700,354478187.02
ACNB.OQ,2024-01-31,37.1681,10473700,389287528.97
ACNB.OQ,2023-12-29,42.6247,10473700,446438320.39
ACNB.OQ,2023-11-30,37.2157,10473700,389786077.09
ACNB.OQ,2023-10-31,32.5188,10473700,340592155.56
ACNB.OQ,2023-09-29,29.8727,10473700,312877697.99
ACNB.OQ,2023-08-31,30.0806,10473700,315055180.22
ACNB.OQ,2023-07-31,32.5069,10473700,340467518.53000003
ACNB.OQ,2023-06-30,31.0736,10473700,325455564.32
ACNB.OQ,2023-05-31,27.5887,10473700,288955767.19
ACNB.OQ,2023-04-28,28.1455,10473700,294787523.34999996
ACNB.OQ,2023-03-31,30.2056,10473700,316364392.72
ACNB.OQ,2023-02-28,34.3723,10473700,360005158.51000005
ACNB.OQ,2023-01-31,36.2419,10473700,379586788.03000003
ACNB.OQ,2022-12-30,36.6656,10473700,384024494.71999997
ACNB.OQ,2022-11-30,36.1959,10473700,379104997.83000004
ACNB.OQ,2022-10-31,33.4615,10473700,350465712.55
ACNB.OQ,2022-09-30,27.4715,10473700,287728249.55
ACNB.OQ,2022-08-31,32.5196,10473700,340600534.52
ACNB.OQ,2022-07-29,29.8595,10473700,312739445.15000004
ACNB.OQ,2022-06-30,26.9544,10473700,282312299.28
ACNB.OQ,2022-05-31,31.3303,10473700,328144163.11
ACNB.OQ,2022-04-29,30.8437,10473700,323047660.69
ACNB.OQ,2022-03-31,31.4925,10473700,329842997.25
ACNB.OQ,2022-02-28,28.9965,10473700,303700642.05
ACNB.OQ,2022-01-31,28.9518,10473700,303232467.65999997
ACNB.OQ,2021-12-31,27.9596,10473700,292840462.52
ACNB.OQ,2021-11-30,25.9574,10473700,271870020.38
ACNB.OQ,2021-10-29,24.5842,10473700,257487535.54
ACNB.OQ,2021-09-30,24.8057,10473700,259807460.09
ACNB.OQ,2021-08-31,25.5233,10473700,267323387.20999998
ACNB.OQ,2021-07-30,24.5304,10473700,256924050.48
ACNB.OQ,2021-06-30,24.5128,10473700,256739713.35999998
ACNB.OQ,2021-05-28,25.2945,10473700,264927004.65
ACNB.OQ,2021-04-30,23.9449,10473700,250791699.13
ACNB.OQ,2021-03-31,25.5122,10473700,267207129.14
ACNB.OQ,2021-02-26,24.0407,10473700,251795079.59
ACNB.OQ,2021-01-29,21.6159,10473700,226398451.83
ACNB.OQ,2020-12-31,21.5727,10473700,225945987.99
ACNB.OQ,2020-11-30,21.4951,10473700,225133228.87
ACNB.OQ,2020-10-30,17.83,10473700,186746070.99999997
ACNB.OQ,2020-09-30,17.7702,10473700,186119743.73999998
ACNB.OQ,2020-08-31,17.9581,10473700,188087751.97000003
ACNB.OQ,2020-07-31,17.4042,10473700,182286369.54
ACNB.OQ,2020-06-30,22.1185,10473700,231662533.45000002
ACNB.OQ,2020-05-29,20.9864,10473700,219805257.68
ACNB.OQ,2020-04-30,23.387,10473700,244948421.9
ACNB.OQ,2020-03-31,25.0934,10473700,262820743.57999998
ACNB.OQ,2020-02-28,25.4949,10473700,267025934.13000003
ACNB.OQ,2020-01-31,26.6021,10473700,278622414.77
ACNB.OQ,2019-12-31,31.3913,10473700,328783058.81
ACNB.OQ,2019-11-29,29.2332,10473700,306179766.84
ACNB.OQ,2019-10-31,29.1688,10473700,305505260.56
ACNB.OQ,2019-09-30,28.2704,10473700,296095688.47999996
ACNB.OQ,2019-08-30,27.7594,10473700,290743627.78
ACNB.OQ,2019-07-31,30.5146,10473700,319600766.02000004
ACNB.OQ,2019-06-28,32.3717,10473700,339051474.28999996
ACNB.OQ,2019-05-31,29.2057,10473700,305891740.09
ACNB.OQ,2019-04-30,30.7709,10473700,322285175.33
ACNB.OQ,2019-03-29,30.064,10473700,314881316.8
ACNB.OQ,2019-02-28,32.0141,10473700,335306079.17
ACNB.OQ,2019-01-31,29.4048,10473700,307977053.76
ACNB.OQ,2018-12-31,31.7071,10473700,332090653.27
ACNB.OQ,2018-11-30,29.1544,10473700,305354439.28
ACNB.OQ,2018-10-31,32.1921,10473700,337170397.77000004
ACNB.OQ,2018-09-28,29.864,10473700,312786576.8
ACNB.OQ,2018-08-31,28.7401,10473700,301015185.37
ACNB.OQ,2018-07-31,27.3597,10473700,286557289.89
ACNB.OQ,2018-06-29,27.1602,10473700,284467786.74
ACNB.OQ,2018-05-31,25.1262,10473700,263164280.94
ACNB.OQ,2018-04-30,23.7563,10473700,248816359.31
ACNB.OQ,2018-03-29,23.1624,10473700,242596028.88000003
ACNB.OQ,2018-02-28,22.1725,10473700,232228113.25
ACNB.OQ,2018-01-31,23.7843,10473700,249109622.91000003
ACNB.OQ,2017-12-29,23.234,10473700,243345945.8
ACNB.OQ,2017-11-30,22.8015,10473700,238816070.55
ACNB.OQ,2017-10-31,21.7864,10473700,228184217.68
ACNB.OQ,2017-09-29,21.6302,10473700,226548225.73999998
ACNB.OQ,2017-08-31,20.4199,10473700,213871906.63
ACNB.OQ,2017-07-31,22.0463,10473700,230906332.30999997
ACNB.OQ,2017-06-30,23.6349,10473700,247544852.13
ACNB.OQ,2017-05-31,21.8913,10473700,229282908.81
ACNB.OQ,2017-04-28,23.8144,10473700,249424881.28
ACNB.OQ,2017-03-31,22.1985,10473700,232500429.45
ACNB.OQ,2017-02-28,22.3139,10473700,233709094.43
ACNB.OQ,2017-01-31,22.9266,10473700,240126330.42000002
ACNB.OQ,2016-12-30,23.8819,10473700,250131856.03000003
ACNB.OQ,2016-11-30,23.7673,10473700,248931570.01
ACNB.OQ,2016-10-31,20.4276,10473700,213952554.12
ACNB.OQ,2016-09-30,20.1846,10473700,211407445.02
ACNB.OQ,2016-08-31,20.6555,10473700,216339510.35
ACNB.OQ,2016-07-29,19.4839,10473700,204068523.42999998
ACNB.OQ,2016-06-30,18.9261,10473700,198226293.57000002
ACNB.OQ,2016-05-31,18.1573,10473700,190174113.01
ACNB.OQ,2016-04-29,16.5013,10473700,172829665.81
ACNB.OQ,2016-03-31,16.7331,10473700,175257469.47
ACNB.OQ,2016-02-29,16.1574,10473700,169227760.38
ACNB.OQ,2016-01-29,15.9546,10473700,167103694.01999998
ACNB.OQ,2015-12-31,15.7841,10473700,165317928.17000002
ACNB.OQ,2015-11-30,16.0139,10473700,167724784.43
ACNB.OQ,2015-10-30,15.8923,10473700,166451182.51000002
ACNB.OQ,2015-09-30,15.3488,10473700,160758726.56
ACNB.OQ,2015-08-31,14.6879,10473700,153836658.23000002
ACNB.OQ,2015-07-31,14.9195,10473700,156262367.15
ACNB.OQ,2015-06-30,15.1303,10473700,158470223.11
ACNB.OQ,2015-05-29,14.665,10473700,153596810.5
ACNB.OQ,2015-04-30,15.0411,10473700,157535969.07
ACNB.OQ,2015-03-31,14.4547,10473700,151394191.39000002
ACNB.OQ,2015-02-27,14.7952,10473700,154960486.23999998
ACNB.OQ,2015-01-30,14.2726,10473700,149486930.62
ACNB.OQ,2014-12-31,15.5059,10473700,162404144.83
ACNB.OQ,2014-11-28,14.4366,10473700,151204617.42000002
ACNB.OQ,2014-10-31,13.7681,10473700,144202948.97
ACNB.OQ,2014-09-30,13.4539,10473700,140912112.43
ACNB.OQ,2014-08-29,13.5846,10473700,142281025.02
ACNB.OQ,2014-07-31,13.0664,10473700,136853553.68
ACNB.OQ,2014-06-30,13.4859,10473700,141247270.83
ACNB.OQ,2014-05-30,13.6571,10473700,143040368.27
ACNB.OQ,2014-04-30,13.5697,10473700,142124966.89
ACNB.OQ,2014-03-31,12.9812,10473700,135961194.44
ACNB.OQ,2014-02-28,12.8877,10473700,134981903.49
ACNB.OQ,2014-01-31,13.6731,10473700,143207947.47
ACNB.OQ,2013-12-31,12.3777,10473700,129640316.49000001
ACNB.OQ,2013-11-29,12.0899,10473700,126625985.63
ACNB.OQ,2013-10-31,11.6494,10473700,122012320.78
ACNB.OQ,2013-09-30,11.4257,10473700,119669354.09
ACNB.OQ,2013-08-30,11.6629,10473700,122153715.73
ACNB.OQ,2013-07-31,11.3967,10473700,119365616.78999999
ACNB.OQ,2013-06-28,11.2089,10473700,117398655.92999999
ACNB.OQ,2013-05-31,11.39,10473700,119295443.0
ACNB.OQ,2013-04-30,10.9451,10473700,114635693.87
ACNB.OQ,2013-03-28,11.044,10473700,115671542.80000001
ACNB.OQ,2013-02-28,10.9843,10473700,115046262.91
