instrument,Year,distance_to_default,probability_of_default
FHN.N,2018,34.951898770396085,2.716839237757339e-252
FHN.N,2019,33.4309299092772,3.528830818154442e-240
FHN.N,2020,14.510803795761614,5.175029373056743e-48
FHN.N,2021,33.26496488609408,1.809866009234608e-234
FHN.N,2022,23.89185251498593,1.861147301805341e-126
FHN.N,2023,13.018121429674025,9.230271631205867e-39
FISI.OQ,2017,34.218579387613424,6.399512013819695e-257
FISI.OQ,2018,32.98208020515354,7.912475604990309e-229
FISI.OQ,2019,38.35414270898941,0.0
FISI.OQ,2020,17.387729900432745,5.725295156803815e-68
FISI.OQ,2021,37.4909420543197,4.2492032497369973e-299
FISI.OQ,2022,43.58530046580821,0.0
FISI.OQ,2023,16.40113208473537,4.008856330152201e-47
FITB.OQ,2016,21.32458799328637,3.357113196789345e-101
FITB.OQ,2017,42.80317217327981,0.0
FITB.OQ,2018,31.01708990398875,7.960064527428062e-205
FITB.OQ,2019,27.666300873094613,8.884630374707746e-169
FITB.OQ,2020,12.307482825141726,3.959467812945238e-32
FITB.OQ,2021,32.54178407924779,1.368178764991945e-232
FITB.OQ,2022,22.42642268998456,1.08716251261255e-111
FLG.N,2016,39.07493248897004,0.0
FLG.N,2017,40.353050888873014,3.945218019548796e-292
FLG.N,2018,35.09103822826219,6.81835393924236e-263
FLG.N,2019,18.68231363031785,3.4482101292222004e-78
FLG.N,2020,20.23810638287932,1.1060003767732115e-79
FLG.N,2021,26.10432693818853,1.6279470460796637e-150
FLG.N,2022,20.96081568228467,2.597393768523127e-96
FLG.N,2023,16.36870828970752,1.8171941014926667e-56
FLIC.OQ,2017,38.07770811410542,0.0
FLIC.OQ,2018,37.83723649983308,3.5815400515491148e-217
FLIC.OQ,2019,33.901156979458776,4.228272681072026e-247
FMBH.OQ,2017,44.41014159872047,0.0
FMBH.OQ,2018,31.89838042703452,1.8670857608454028e-215
FMBH.OQ,2019,50.21723071259869,0.0
FMBH.OQ,2020,24.170165349459197,4.10649417185124e-125
FMBH.OQ,2021,27.25414579077997,7.420436624095494e-164
FMBH.OQ,2022,33.57799694452573,1.7574854384178786e-247
FMNB.OQ,2017,40.11075801399552,0.0
FMNB.OQ,2018,36.275733757862724,1.8278556708316676e-259
FMNB.OQ,2019,42.149307769198444,0.0
FMNB.OQ,2020,30.655043528004043,1.7916648751515328e-206
FMNB.OQ,2021,37.34192855635183,1.7627658670420322e-298
FMNB.OQ,2022,40.829989629852875,0.0
FMNB.OQ,2023,28.623096224996694,7.68615134723411e-169
FNB.N,2018,31.489735040955157,6.002870106762632e-218
FNB.N,2019,24.99155167382758,3.776675816678215e-138
FNB.N,2020,20.3090148763646,7.47028485338718e-90
FNB.N,2021,36.55129614473737,8.50288082844519e-293
FNB.N,2022,28.04639558541213,2.2100220340574118e-173
FNB.N,2023,25.87339092964021,6.637748353552807e-148
FNLC.OQ,2018,50.87371783829359,0.0
FNLC.OQ,2019,48.23636498573925,0.0
FNLC.OQ,2020,29.585126052872848,1.1608431048702192e-192
FNLC.OQ,2021,37.93825133097025,0.0
FNLC.OQ,2022,41.199564706385615,0.0
FNLC.OQ,2023,39.345763694662594,0.0
FNWB.OQ,2018,45.884368465905865,0.0
FNWB.OQ,2019,69.08016116849942,0.0
FNWB.OQ,2020,14.106087050085058,1.7418963063782142e-45
FNWB.OQ,2021,28.78881202631916,1.4806921628680403e-182
FNWB.OQ,2022,26.89410084243546,1.2872091286162178e-159
FNWB.OQ,2023,20.44744469303732,1.8684487921936207e-92
FRBA.OQ,2018,53.87953803596892,0.0
FRBA.OQ,2019,62.070487435747935,0.0
FRBA.OQ,2020,18.72771163504797,1.4714843739342242e-78
FRBA.OQ,2021,41.06471719720001,0.0
FRBKQ.PK,2017,53.35215384839409,0.0
FRBKQ.PK,2018,33.049992957383694,7.779808930606981e-240
FRBKQ.PK,2019,47.00602550855944,0.0
FRCB.PK,2016,33.9577113700946,4.692793077229508e-253
FRCB.PK,2017,37.7778005292187,1.273626362492697e-261
FRCB.PK,2018,30.65093917465608,1.2838066048936015e-206
FRCB.PK,2019,28.2706427089928,3.9683366308945065e-176
FRCB.PK,2020,16.417761685751596,7.136787803974734e-61
FRME.OQ,2016,31.532407231616528,1.8377477031536094e-214
FRME.OQ,2017,52.57962595366074,0.0
FRME.OQ,2018,29.96281800198914,3.71517802730362e-197
FRME.OQ,2019,31.606718428708295,1.699498189894793e-218
FRME.OQ,2020,19.00323663942413,8.017230773488245e-81
FRME.OQ,2021,35.892496055815656,1.9999419381172647e-282
FRME.OQ,2022,25.42080583753812,7.425615362560417e-143
FRME.OQ,2023,21.469971054442563,1.4860170255619853e-102
FRST.OQ,2017,49.96903513761806,0.0
FRST.OQ,2018,32.03826627975291,1.5992766048801335e-225
FRST.OQ,2019,35.85016039022355,9.142492832339875e-282
FRST.OQ,2020,18.367969693757086,2.0050867107671755e-63
FRST.OQ,2021,44.16905562282732,0.0
FRST.OQ,2022,62.237931507508215,0.0
FRST.OQ,2023,21.276293927447814,9.412360103588691e-101
FSBW.OQ,2018,27.41786202899309,8.398786490384657e-166
FSBW.OQ,2019,37.93953492927507,9.614527310442599e-308
FSBW.OQ,2022,31.962275344236268,8.611195217381864e-216
FSBW.OQ,2023,26.07551465683992,3.4560661888712405e-150
FULT.OQ,2016,43.41891269960655,0.0
FULT.OQ,2017,44.89131496608999,0.0
FULT.OQ,2018,40.382824780053376,0.0
FULT.OQ,2019,37.11624992244982,7.682737600357907e-302
FULT.OQ,2020,22.279456285416742,2.923162084889369e-110
