Bank,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23,8/31/23,9/30/23,10/31/23,11/30/23,12/31/23
ABCB.N,-0.148867314,-0.067058417,0.095961467,0.061528059,0.013694268,-0.066918002,0.116498316,0.050060314,0.003733487,0.038626609,0.23553719,-0.02787068,0.03440367,0.070953437,-0.045548654,0.021691974,-0.079617834,0.111880046,-0.049792531,-0.038209607,0.089670829,-0.002083333,0.035490605,-0.028225806,0.110995851,-0.007469655,-0.004703669,-0.02268431,0.077369439,-0.042190305,-0.126522962,0.065450644,-0.079556898,-0.061487965,-0.001398927,-0.260565025,0.198294916,0.0743083,-0.157468727,0.061426492,-0.032089962,0.110512893,0.014799694,-0.115162183,0.143506678,0.064860835,0.018669778,-0.025429553,-0.055242125,-0.149539686,-0.304856641,0.070286195,-0.04718836,-0.026413537,-0.021831284,0.062621885,-0.07096248,0.286215979,0.160750853,0.119376654,0.027318098,0.218102787,0.102225021,0.030089507,0.01571455,-0.078449217,-0.039897294,0.012960296,0.053614947,0.009830378,-0.071005917,0.020752003,-0.007447665,0.003853174,-0.113535354,-0.049680948,0.093285372,-0.118666374,0.176953708,-0.012899133,-0.042202228,0.152091255,0.026596777,-0.108547655,0.000424268,0.015055131,-0.235847086,-0.084199016,-0.057910448,0.083967047,0.275942707,-0.066437572,-0.05791411,-0.028392811,0.14155496,0.245890089
ACNB.OQ,-0.006460545,0.003715745,0.035631652,-0.013851653,0.09152696,0.04234122,0.029470331,0.052224371,-0.022794118,0.012039127,0.156133829,0.004823151,-0.04,-0.033333333,-0.005172414,0.072790295,-0.08723748,0.079646018,-0.067213115,-0.080843585,0.059273423,0.007220217,0.039426523,0.018965517,0.023688663,-0.074380165,0.044642857,0.025641026,0.05,0.080952381,0.007342144,0.043731778,0.039106145,0.077956989,-0.1,0.087558881,-0.072611465,0.082417582,-0.060913706,0.023513514,-0.057301294,0.108403361,-0.057366692,-0.097050938,0.018408551,0.031778426,-0.004803617,0.073821692,-0.152564781,-0.048985959,-0.015748031,-0.068,-0.111587983,0.05394525,-0.213139801,0.02038835,-0.010466223,0.003365385,0.1935793,0.003613007,0.002,0.102195609,0.061209707,-0.061433447,0.048006332,-0.030902778,0.000716589,0.03150734,-0.028115238,-0.008928571,0.046486486,0.077134986,0.035485934,-0.006483483,0.08607831,-0.020600858,0.008179959,-0.139669661,0.107780397,0.08117969,-0.155230596,0.21804261,0.074063952,0.012977099,-0.011554886,-0.058703939,-0.121220302,-0.068202765,-0.029014177,0.126315789,0.046126017,-0.082708934,-0.006911719,0.088579563,0.135716362,0.145342886
AROW.OQ,0.012881821,-0.049055218,0.015284665,0.059841933,0.031960247,0.042326218,0.042918462,0.026274104,0.043025681,-0.037465729,0.197784822,0.070013216,-0.12839505,-0.011331476,-0.028653269,0.010324467,-0.075912403,0,0.030015793,-0.00920246,0.09537128,0.027656474,0.042492917,-0.077445644,-0.033873337,-0.016768294,0.052713174,0.042709875,0.056497184,-0.026737988,0.063186835,0.01679585,-0.031512288,-0.050270267,-0.010529324,-0.079091146,-0.005309194,0.112087921,-0.071428583,0.023107349,-0.043982189,0.079577249,-0.042326509,-0.03307277,0.069393435,0.051811921,0.021070615,0.054099262,-0.072486783,-0.096691363,-0.119987377,0.022604938,0.026315795,0.01641025,-0.081735605,0.049450525,-0.097986241,0.090872887,0.087321884,0.00504031,-0.017051133,0.083673469,0.045511603,0.061242862,0.049504952,-0.030997316,0.002781665,0.022191376,-0.039598562,0.043364361,-0.037656903,0.021159411,0.004257752,-0.029112486,-0.05618632,-0.03454658,0.058466444,-0.039843038,0.054699793,-0.042921022,-0.075534296,0.208188755,0.010051697,-0.036110321,-0.029203562,-0.073837714,-0.182742807,-0.133279781,-0.15516443,0.104166631,-0.000993024,-0.124751504,-0.004509013,0.252056404,0.156733928,0.13346856
ASB.N,-0.064,-0.01994302,0.043023256,0.016722408,0.024671053,-0.082397004,0.084548105,0.066666667,-0.012600806,0.036242981,0.125615764,0.080962801,0.024291498,0.017786561,-0.052427184,0.020491803,-0.042168675,0.056603774,-0.049603175,-0.08559499,0.107305936,0.043298969,0.007905138,-0.003921569,-0.025590551,-0.002020202,0.006072874,0.064386318,0.043478261,-0.010869565,-0.010989011,0.009259259,-0.04587156,-0.108461538,-0.000431406,-0.145878291,0.093986862,0.075288684,-0.08290378,0.062763466,-0.126928162,0.067137809,0.025070956,-0.112136594,0.052494802,-0.00691358,0.066136251,0.027985075,-0.095735027,-0.150526844,-0.244536326,0.105551212,-0.009193777,-0.023554604,-0.061403509,0.046728972,-0.061011905,0.084786054,0.119065011,0.112924282,0.052199413,0.123188406,0.059057072,0.025773196,0.050251256,-0.109177903,-0.033203125,0.041414141,0.038797284,0.040149393,-0.017055655,0.031506849,0.057990261,0.020502092,-0.066830668,-0.123462214,0.037593985,-0.117874396,0.100766703,-0.002985075,0.001996008,0.212649402,0.01026694,-0.061382114,-0.029449978,0.033020973,-0.223326134,-0.008342603,-0.169377454,0.095881161,0.167590881,-0.085488127,-0.012694749,-0.052600818,0.094386181,0.205749718
ATLO.OQ,0.028406747,-0.062850286,0.057667635,0.041599372,-0.024428074,0.065977761,0.01230424,0.002578257,0.016164609,-0.020245855,0.108856086,0.098169715,-0.021212112,-0.003095978,-0.049689459,0.009803932,-0.040453083,0.032040471,-0.032679739,-0.084459444,0.101476005,-0.001675044,0.00838927,-0.073211321,0.012567338,-0.058510661,0.035781581,0.014259312,0.09403255,0.019834711,0.019448947,-0.038155803,-0.099173554,0.008807339,-0.001091306,-0.074289876,-0.011014949,0.107000796,-0.015091628,0.03064575,-0.069026549,0.030418251,0.007749077,-0.030757964,0.080846241,-0.03180706,0.017689531,-0.004611564,-0.049180328,-0.03035982,-0.209509084,0.036674817,-0.051886792,-0.017910448,-0.062816616,0.078378378,-0.153383459,0.142687981,0.114507772,0.116689912,-0.06286428,0.015548645,0.118985127,-0.011727912,0.000791139,-0.031225296,-0.0375357,-0.007630352,-0.006407518,0.062768702,-0.008899676,-0.000408163,-0.006533279,-0.015207563,0.037562604,-0.058728882,-0.026495726,-0.026338894,0.000901713,-0.015315315,0.014638609,-0.00270514,0.035262206,0.031004367,0.020330368,0.00539643,-0.141205615,-0.074038462,-0.048805815,-0.015829694,0.068219634,-0.068016615,-0.075766017,0.019891501,0.092198582,0.154761905
AUBN.OQ,-0.082376772,-0.043414275,0.086538462,-0.026548673,0.083272727,-0.043638805,-0.012987013,0.013869132,-0.037179937,0.010928962,0.027027027,0.098596491,0.049185564,-0.005783866,0.012247397,0.019056261,0.043633126,0.063424346,-0.010163145,-0.034044853,-0.020979021,-0.012857143,0.023444284,0.112556561,-0.044229792,-0.040425532,0.060421286,0.053319394,0.062034739,0.15911215,-0.022576094,-0.04310167,-0.174137931,0.051148225,-0.054369414,-0.168810711,0.028427037,0.035626536,0.169335706,-0.092822724,-0.039138943,-0.025312773,0.154626866,0.046535677,0.161067194,-0.091489362,0.006791569,0.232844848,0.075471698,-0.021929825,-0.296681614,0.101249681,0.246873553,0.060364042,-0.203012787,-0.103736264,-0.110838646,0.024820739,0.126480086,-0.004061156,-0.051810986,-0.010877814,-0.018670077,-0.074798019,0.076056338,-0.071727749,-0.046249295,0.0156712,-0.010189229,-0.005294118,0.005322295,-0.067647059,0.064353312,-0.055423829,0.035770317,-0.07482581,-0.025867714,-0.091092437,-0.00147929,0.012222222,-0.157702159,0.020851434,-0.040851064,0.028172138,0.031283711,0.008786611,-0.06014102,-0.026919682,-0.002267574,-0.025454545,0.035447761,-0.008558559,-0.018627896,-0.027777778,0.034761905,-0.020708698
BAC.N,-0.15983363,-0.1145686,0.079872204,0.076923077,0.015796703,-0.102772143,0.091936699,0.113871636,-0.030359356,0.054313099,0.28,0.046401515,0.024434389,0.090106007,-0.044165316,-0.010597711,-0.039845758,0.082552432,-0.005770816,-0.009535655,0.060694851,0.080899763,0.028477547,0.047923323,0.08401084,0.003125,-0.065732087,-0.002334111,-0.029411765,-0.029269972,0.095423909,0.001619171,-0.047526673,-0.066530889,0.032727273,-0.132394366,0.155438312,0.021426063,-0.051237964,0.108372599,-0.130150425,0.090225564,0.057931034,-0.103324641,0.060341694,0.071991772,0.065558043,0.057022809,-0.067859171,-0.131891563,-0.255087719,0.1328309,0.002910603,-0.015339967,0.047578947,0.034565916,-0.064102564,-0.01618929,0.188185654,0.076349432,-0.021774992,0.170657673,0.114664362,0.047557508,0.045891932,-0.027364945,-0.069609508,0.088373306,0.016766467,0.125559482,-0.069275848,0.000449741,0.037086986,-0.042045947,-0.067420814,-0.134400776,0.042600897,-0.163172043,0.086090588,-0.00591541,-0.101457899,0.193377483,0.050221976,-0.124966975,0.071256039,-0.033258174,-0.166180758,0.023776224,-0.050887978,0.03238575,0.115371209,-0.1040625,-0.044994768,-0.03798393,0.157555049,0.104296491
BANC.N,0.032831737,0.015231788,0.141552511,0.162857143,-0.014250614,-0.097706879,0.225414365,0.006311993,-0.217741935,-0.238258877,0.135338346,0.149006623,-0.089337176,0.231012658,0.064267352,0.048309179,-0.064516129,0.0591133,-0.044186047,-0.097323601,0.118598383,0.014457831,0.071258907,-0.084257206,-0.046004843,0.012690355,-0.032581454,-0.005181347,0.010416667,0.007731959,0.023017903,0.0075,-0.062034739,-0.156084656,0.078369906,-0.226162791,0.09541698,0.187928669,-0.200923788,0.048410405,-0.088215024,0.055933485,0.118826056,-0.067818298,-0.029512697,-0.026166902,0.11546841,0.118489583,-0.071012806,-0.039473684,-0.478147423,0.3025,0.050863724,-0.010958904,-0.010156971,0.025186567,-0.079162875,0.185770751,0.108333333,0.106015038,0.145479266,0.10148368,-0.025862069,-0.009955752,-0.021787709,0.001713307,-0.023945268,0.049649533,0.028937117,0.09951325,-0.03639941,0.001531394,-0.01529052,0.017080745,-0.01475827,-0.068181818,0.066518847,-0.084199584,-0.006242906,-0.03597944,-0.053909953,0.044458359,0.017386091,-0.06128462,0.093534212,0.007462687,-0.286039886,-0.094173982,-0.05814978,0.083255379,0.227115717,-0.118226601,-0.011971269,-0.09450727,0.031222123,0.161764706
BANF.OQ,-0.045718185,0.010010726,0.009380531,0.093634929,0.005611672,-0.038265306,0.087035809,0.046210157,0.056997085,-0.011170873,0.142956764,0.135448444,0.013970983,0.010598834,-0.05715784,0.068409344,-0.016657991,0.022763367,0.105072464,-0.055737705,0.125992063,-0.037004405,0.039341263,-0.099471831,0.089931574,-0.044843049,-0.002816901,0.076271186,0.045494313,-0.009205021,0.048986486,0.027375201,-0.060344828,-0.042869058,-0.027187173,-0.106055177,0.075751503,0.050298063,-0.075026605,0.081495686,-0.07393617,0.06567107,0.048149479,-0.078333905,0.030686256,0.044568748,0.020728969,0.05669318,-0.074311339,-0.112456747,-0.349512671,0.154030566,-0.01012724,0.064270724,0.073699778,0.01010101,-0.071818182,0.088393732,0.220022497,0.082426701,-0.018228279,0.10845046,0.106606137,-0.016692601,-0.007768666,-0.094823836,-0.111324684,0.019466474,0.062942008,0.081337325,-0.021227503,0.108910891,0.062216553,0.042428286,0.065019839,-0.017545968,0.109847095,0.05488813,0.122035315,0.004376571,-0.170498795,0.070973511,0.063869756,-0.134981362,-0.023247902,0.047834669,-0.079224377,-0.038628159,0.058580548,0.087856214,0.085869565,-0.043243243,-0.092592593,-0.064798801,0.068055727,0.123513794
BANR.OQ,-0.095071952,-0.043132528,0.05867538,0.017602304,0.039971944,-0.043830079,-0.01880584,0.0608529,-0.012195109,0.032007304,0.154851578,0.07059276,0.005554547,0.035637929,-0.042670344,-0.007907976,-0.027355081,0.052523758,0.040393537,-0.045871564,0.111756175,-0.064621404,0.004710396,-0.042889401,-0.014150931,0.017298478,0.003798843,0.034420619,0.044425089,0.003002513,0.055717915,0.021597585,-0.033576881,-0.069969441,0.037703226,-0.108666662,0.019820497,0.13916391,-0.12811847,-0.021229461,-0.04828367,0.073127237,0.094367507,-0.090280123,0.041921709,-0.038988772,0.012041495,0.035877715,-0.0724719,-0.114645975,-0.27607362,0.163135593,-0.022638564,0.01171459,-0.067631579,0.019475021,-0.106866002,0.142901426,0.120965555,0.127268328,-0.050654647,0.170698621,0.029934338,0.065816614,0.029732583,-0.073808303,-0.021582734,0.078431373,-0.03479021,0.046187285,-0.008310249,0.059182961,0.02373496,-0.008050233,-0.049991884,-0.082521784,0.082122905,-0.03269661,0.102828678,-0.01984191,-0.02764977,0.265233582,-0.055250836,-0.105069385,0.025791139,-0.028536172,-0.136710067,-0.081846607,-0.133213141,0.00924428,0.09022212,-0.085276202,-0.026865672,-0.004011326,0.069414831,0.186530793
BCBP.OQ,0.006730769,-0.06112703,0.018311292,0.010989011,0.035573123,-0.022900763,0.032226563,0.03500473,0.02833638,0.048888889,0.025423729,0.074380165,0.042307692,0.084870849,0.132653061,-0.051051051,-0.006329114,-0.025477707,-0.019607843,-0.053333333,-0.017605634,0.007168459,0.039145907,-0.006849315,0.044827586,0.00990099,0.022875817,-0.009584665,0.006451613,-0.038461538,-0.006666667,-0.003355705,-0.067340067,-0.101805054,-0.058681672,-0.1058924,0.121298949,0.117546848,0.021341463,-0.013432836,-0.074130106,0.131535948,-0.073646209,-0.036632892,0.038834951,0.004672897,0.049612403,0.018463811,-0.048585932,-0.135670732,-0.060846561,-0.049765258,-0.052371542,-0.032325339,-0.132543103,0.011801242,-0.017802333,0.13625,0.118811881,0.088495575,0.037037037,0.152439024,0.0430839,-0.002173913,0.061002179,-0.079397673,0.118215613,-0.011303191,-0.007397445,0.024390244,-0.028439153,0.050374404,0.101749838,0.071764706,0.001646542,0.032328767,0.07059448,-0.155676748,0.13094539,-0.065420561,-0.065,0.167557932,-0.040712468,-0.045623342,0,-0.03557532,-0.243227666,-0.101294745,-0.100847458,0.106503299,0.094548552,-0.114396887,-0.021089631,-0.077199282,0.126459144,0.109671848
BFIN.OQ,-0.028503563,-0.018744906,-0.018272425,0.045685279,0.028317152,-0.056648308,0.017514595,0.01147541,0.02917342,-0.01023622,0.121718377,0.05106383,-0.091093117,0.10393467,-0.023537323,0.017906336,-0.0067659,0.016348774,0.004021448,0.070761015,-0.009351621,-0.003146633,0.041035354,-0.069739236,0.035202086,0.009445844,0.05926388,-0.002944641,0.051978736,-0.008983717,-0.051558074,-0.047192354,-0.000626959,-0.114178168,0.057365439,0.001339585,0.003344482,0.042666667,-0.049232737,0.009414929,-0.0739507,0.00647482,-0.041458184,-0.130499627,0.02058319,0.082352941,0.059782609,-0.041758242,-0.046636086,-0.090617482,-0.223104056,-0.061293984,0.097944377,-0.074889868,-0.132142857,-0.004115226,-0.005509642,0.01800554,0.097959184,0.087980173,-0.034168565,0.114386792,0.092063492,0.009689922,0.060460653,0.035294118,-0.001748252,0.015761821,-0.010344828,-0.007839721,-0.067603161,0.004708098,0.010309278,0.012059369,-0.050412466,-0.014478764,-0.048971596,-0.032955716,0.014909478,0.044071354,-0.049246231,0.030655391,0.011282051,0.067951318,-0.041785375,0.019821606,-0.149659864,-0.054285714,-0.105740181,0.105405405,0.096577017,-0.016722408,-0.022675737,-0.025522042,0.063095238,0.14893617
BHB.A,0.008134816,-0.0463977,0.003928693,0.044551467,-0.029106642,0.041852206,0.04501425,0.003271536,-0.002173939,-0.010076261,0.212379678,0.073973209,-0.084512994,-0.016616655,0.164514784,-0.069226119,-0.062357908,0.067544163,-0.095068138,-0.058443887,0.194211729,-0.036033163,-0.057227919,-0.052280702,0.037763791,-0.033178737,0.022878229,0.054112554,0.031485284,0.004976775,-0.043578739,0.016568864,-0.024787776,-0.109679666,0.006257333,-0.128254955,0.066874721,0.078980359,0.001936483,0.015848473,-0.100837139,0.125264494,-0.045129748,-0.130760142,0.129587676,0.004813478,0.023552894,-0.00975039,-0.133517133,-0.071818182,-0.153770813,0.063657407,0.072905332,0.135395538,-0.112103618,0.019114688,0.014313919,-0.006326034,0.128795299,-0.019956616,-0.047808765,0.30125523,0.051089675,-0.025832767,0.062107467,-0.05978975,0.000698812,-0.043296089,0.023722628,0.058823529,-0.038047138,0.01260063,0.055651573,-0.058611657,-0.004521739,-0.087700908,0.043661432,-0.051009174,0.120262954,-0.022091819,-0.063889869,0.131598793,0.008663779,0.058473736,-0.030274657,-0.038622465,-0.11449615,-0.062381853,-0.047177419,0.042742277,0.10836039,-0.090443061,-0.048711755,0.058823529,0.037969624,0.130535233
BHLB.N,-0.045688767,-0.070554356,0.041440744,0.009297136,0.012527634,-0.020378457,-0.020430906,0.057641259,-0.006453926,0.066402021,0.148900169,0.085419735,-0.039348711,-0.001412429,0.01980198,0.040221914,-0.044,-0.019525802,0.056899004,-0.090174966,0.146449704,-0.011612903,0.006527415,-0.050583658,0.036885246,-0.031620553,0.032653061,0,0.035573123,0.03307888,0,0.040640394,-0.036686391,-0.18009828,0.023374288,-0.210248902,0.010381906,0.149357798,-0.130268199,0.100954479,-0.026675559,0.075368277,0.044918764,-0.105792683,-0.001363791,0.059405941,0.016757976,0.042155309,-0.143856448,-0.13285968,-0.391233101,0.146702557,-0.365023474,0.018484288,-0.096188748,-0.078313253,0.10130719,0.288822948,0.258633922,0.043902439,-0.031542056,0.215922799,0.107142857,-0.005824373,0.250563317,-0.012252252,-0.013498723,-0.05214497,0.052672649,0.006300964,-0.016206262,0.064395358,0.04080197,0.051030754,-0.068488746,-0.146013117,0.055375909,-0.051321333,0.137262818,0.00141995,-0.032258065,0.071428571,0.065982906,-0.041051956,0.038461538,-0.064090177,-0.137646249,-0.151237031,-0.038551951,0.013691932,0.100337675,-0.083735204,-0.040669856,-0.021945137,0.067312596,0.186335404
BKU.N,-0.065446478,-0.046884273,0.072229141,0.00174216,-0.04057971,-0.071903323,-0.022786458,0.070952698,-0.060653188,-0.035099338,0.215854496,0.06378775,0.013531441,0.037434555,-0.058541509,-0.054140981,-0.060357042,0.016586248,0.021061999,-0.033120279,0.068810096,-0.020241777,0.068292683,0.093741606,0.007858546,-0.019980507,-0.005967181,-0.009254627,0.064630144,-0.031301873,-0.04871481,-0.001801338,-0.087393658,-0.064971751,0.043504532,-0.133178923,0.129258517,0.079266489,-0.084680734,0.095209581,-0.112083106,0.038793103,0.019857736,-0.077012496,0.058564232,0.020226056,0.022157434,0.042783799,-0.097374179,-0.1,-0.37037037,0.059358289,-0.067137809,0.095779221,-0.005432099,0.160873883,-0.062874251,0.152441807,0.129108911,0.219922834,-0.00373778,0.15988456,0.093555611,0.060523322,0.025316456,-0.106716886,-0.072850785,0.061899949,-0.004996431,-0.030129125,-0.022682446,0.067356206,-0.013235642,0.058682635,-0.005429864,-0.146041856,0.1097496,-0.146183389,0.092212539,-0.046332046,-0.077732794,0.052092479,0.021418637,-0.074891068,0.108036503,-0.058979809,-0.362507058,-0.001328609,-0.16097561,0.139006342,0.384686775,-0.120308311,-0.135238095,-0.039207048,0.265016048,0.175425879
BMRC.OQ,0.010861423,-0.085587255,-0.002836305,-0.004063389,0.036923705,-0.048396616,0.025015505,-0.017345704,0.020730706,0.020510758,0.250246305,0.09929078,-0.03655914,0.019345238,-0.060583942,-0.018648019,-0.050673001,0.026688907,0.082859464,-0.018004501,0.046600458,-0.010948905,0.039852399,-0.034776437,0.010294118,-0.037117904,0.042328042,0.052211748,0.068228808,0.043225806,0.09894867,-0.007878447,-0.048213273,0.012991657,0.004588775,-0.0339658,0.016973812,0.06103958,-0.085617978,0.040796264,-0.043447462,0.012589484,0.06582155,-0.071134492,0.02166954,0.05736322,0.028721222,-0.001772657,-0.021975583,-0.134589197,-0.213217939,0.098666667,0.020934466,-0.009509658,-0.057605761,0.013371538,-0.09016651,0.040745856,0.151293962,-0.01037464,0.081537566,-0.003769521,0.058378378,-0.095505618,-0.048277809,-0.053693266,0.087774295,0.043227666,0.04281768,0.009536424,-0.091052217,0.074769053,0.001611604,-0.052829177,-0.007078143,-0.108639863,0.052463212,-0.034042553,0.029578351,-0.055623472,-0.030744337,0.205342237,-0.005817175,-0.083867373,-0.073296837,-0.048244175,-0.245172414,-0.194609411,-0.082813386,0.092764378,0.187323147,-0.102955195,-0.02869288,-0.080962801,0.144642857,0.145085803
BOH.N,-0.047217806,0.059569498,0.075275591,0.001903925,0.050285046,-0.042449548,0.001744186,0.045269878,0.008051083,0.034838887,0.109381238,0.063811923,-0.031345135,-0.016878128,-0.024863841,-0.010684798,-0.046023564,0.067412839,0.008436784,-0.066212501,0.066939716,-0.020993282,0.040068619,0.009660697,-0.023687281,-0.019839847,0.013291062,0.013357401,0.008550053,-0.017779348,-0.035123472,0.032799105,-0.050763864,-0.005956153,0.016700663,-0.155862069,0.14869281,0.0633648,-0.040861,0.044503614,-0.081573197,0.095823421,0.028223375,-0.030146628,0.039308176,0.016059583,0.032069637,0.056042615,-0.058427911,-0.169419643,-0.257726418,0.234250543,-0.056468172,-0.045390953,-0.077837486,-0.028076991,-0.082122093,0.200316706,0.234828496,0.023237179,0.020490733,0.119068935,0.022742857,0.015644206,-0.012652657,-0.061511032,-0.006055569,0.0011946,-0.019568071,0.028355848,-0.055857988,0.04988719,0.027578797,0.00127803,-0.026224182,-0.114156339,0.069141781,-0.06391545,0.076747312,-0.026089127,-0.02435273,-0.002233316,0.062146149,-0.038552126,-0.013795771,-0.021309975,-0.304301363,-0.070084485,-0.191616766,0.053128991,0.385641523,-0.059338351,-0.075362858,-0.006037432,0.175744078,0.247804374
BOKF.OQ,-0.163572504,-0.022795441,0.117659096,0.101794215,0.059155866,-0.016316285,0.040350877,0.058868619,-0.001447807,0.029723068,0.130949028,0.033864542,-0.009633911,0.002675097,-0.050812515,0.076913249,-0.044607901,0.044703837,0.011173184,-0.053955566,0.106858847,-0.029299506,0.029258702,0.037303371,0.047335355,-0.023166822,0.048067761,0.017072432,0.002681764,-0.068746904,0.035315392,0.053631974,-0.051389566,-0.118729441,-0.016680275,-0.130130486,0.133369699,0.088196366,-0.098297214,0.068546904,-0.140119348,0.007340184,0.10863805,-0.090105163,0.03953244,-0.025268478,0.080233312,0.048716103,-0.097254005,-0.082382763,-0.412154696,0.216870301,-0.016412435,0.107970161,-0.013111269,0.007899461,-0.08247239,0.140361095,0.139768471,0.022852875,0.078563084,0.165177363,0.037880548,-0.015450067,0.035251308,-0.048769772,-0.029907621,0.048089513,0.017035775,0.129759911,0.02016408,0.022090883,-0.02786994,0.001462701,-0.085199611,-0.117296434,0.039069094,-0.1228966,0.164726118,0.009542202,-0.000112524,0.240040513,-0.049732281,-0.008786171,-0.031698622,0.04159204,-0.193637753,-0.006397346,-0.030404197,-0.006640433,0.102748205,-0.06701841,-0.037660931,-0.180795199,0.09539072,0.193395569
BRKL.OQ,-0.029565217,-0.058243728,0.047573739,0.033605813,0.021968366,-0.051590714,0.032638259,0.048287972,0.020938023,0.050041017,0.1640625,0.100671141,-0.039634146,0.006349206,-0.012618297,-0.07028754,-0.051546392,0.057971014,0.017123288,-0.033670034,0.080139373,-0.006451613,0.045454545,-0.02484472,0.01910828,-0.009375,0.022082019,0.024691358,0.096385542,0.021978022,-0.021505376,-0.002747253,-0.079889807,-0.071856287,-0.001290323,-0.107235142,0.075976845,0.07464694,-0.098873592,0.045138889,-0.046511628,0.071777003,-0.035760728,-0.053270398,0.049145299,0.065852003,0.022292994,0.025545171,-0.07654921,-0.0875,-0.186733958,-0.094858156,-0.089128306,0.083870968,-0.048115079,0.000521105,-0.099479167,0.108155003,0.186847599,0.058927001,0.045681063,0.130262113,0.054111033,0.073333333,0.047204969,-0.113285884,-0.038795987,0.041753653,0.019372077,0.051769332,-0.038629283,0.049254699,0.056207536,0.002339181,-0.077012835,-0.08596713,-0.020055325,-0.060691602,0.03906837,-0.098336949,-0.065757819,0.180257511,0.034181818,-0.004922644,-0.075618375,-0.009174312,-0.189814815,-0.091428571,-0.13836478,0.063260341,0.221967963,-0.103932584,-0.048066876,-0.1064764,0.170761671,0.144805876
BSRR.OQ,0.031161473,0.031318681,-0.033031433,-0.029752066,-0.019307212,-0.03358425,0.07130018,0.019574944,0.029072957,-0.047974414,0.279395297,0.163676149,0.006393381,0.070254111,-0.042248603,-0.086037186,-0.041483845,0.021639617,0.116089613,-0.076277372,0.072698538,-0.025414365,0.056689342,-0.050071531,0.030873494,-0.049671293,0.023827825,0.045795796,0.013639627,0,0.046033994,0.004400812,-0.02595214,-0.057785467,0.042967315,-0.153873239,0.106949646,0.013157895,-0.098330241,0.088888889,-0.062736206,0.093548387,-0.038716814,-0.054852321,0.077922078,0.02560241,-0.016152717,0.086567164,-0.080357143,-0.110530246,-0.261964736,0.154721274,-0.071921182,0.002123142,-0.068855932,0.016496018,-0.060436486,0.181655747,0.108870968,0.087272727,-0.085702341,0.090534979,0.123689727,0.010074627,0.024011821,-0.081890332,-0.051866405,0.053460423,-0.044846577,0.02800659,0.008814103,0.078236696,-0.022836096,0.011684885,-0.069299553,-0.129303443,-0.004597701,0.00369515,0.033133916,-0.077060134,-0.046814672,0.116455696,-0.018594104,-0.018484288,-0.008474576,-0.040360874,-0.147946561,-0.048199768,-0.024405125,0.061288305,0.241013553,-0.056030389,-0.046277666,-0.071729958,0.064772727,0.203308431
BUSE.OQ,-0.106640814,0.028214867,0.080738786,-0.001953125,0.085616438,-0.036052276,0.053295933,0.036395917,-0.032119914,0.022566372,0.186066638,0.122947829,-0.049707602,0.057094017,-0.04915912,0.018707483,-0.052086811,0.032758013,-0.002728513,-0.013337893,0.087001733,-0.007653061,0.02281491,-0.059377945,0.034736139,-0.042930923,0.002360877,-0.002355316,0.08296796,-0.012145749,0,0.010403531,-0.031201248,-0.100805153,0.027578797,-0.144649704,0.008964955,0.088045234,-0.094283593,0.059016393,-0.04373065,0.068798057,0.023475956,-0.093599704,0.031836735,0.043117089,0.008722033,0.033834586,-0.072727273,-0.134509804,-0.224739465,0.076563413,-0.027687296,0.0413177,-0.08310992,0.041812865,-0.10805501,0.13215859,0.112284603,0.076961519,-0.040835267,0.107402032,0.120576671,-0.026120858,0.072457966,-0.079507279,-0.04298459,0.004237288,0.039240506,0.034916768,0.008238525,0.055252918,0.028023599,-0.015423242,-0.076867031,-0.113259669,0.043613707,-0.025586354,0.078774617,-0.06693712,-0.044347826,0.201546861,-0.012873911,-0.051783659,-0.034385113,0.011311269,-0.157415079,-0.10619469,0.02860286,0.07486631,0.07761194,-0.067405355,-0.048514851,0.033298647,0.09264854,0.143778802
