Bank,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22,4/30/22,5/31/22,6/30/22,7/31/22,8/31/22,9/30/22,10/31/22,11/30/22,12/31/22,1/31/23,2/28/23,3/31/23,4/30/23,5/31/23,6/30/23,7/31/23,8/31/23,9/30/23,10/31/23,11/30/23,12/31/23
EGBN.OQ,-0.063998415,-0.029635902,0.047120419,0.05625,0.015581854,-0.065643814,0.071502806,0.004073715,-0.04694745,-0.003648895,0.195320448,0.037446809,0.004922067,0.016326531,-0.040963855,0.003350084,-0.047579299,0.109553024,-0.01342812,-0.004003203,0.077974277,-0.005965697,-0.007501875,-0.124716553,0.088082902,-0.030952381,-0.01965602,-0.019214703,0.031516184,0.012386457,-0.118270799,-0.003700278,-0.060352832,-0.02826087,0.172259508,-0.154927134,0.126668035,0.078534985,-0.151883764,0.100796813,-0.039449873,0.019781462,-0.255311288,0.010667328,0.095238095,0.011653967,-0.015950377,0.094777127,-0.10137775,-0.143707094,-0.192677712,0.161204899,-0.077537058,0.012051916,-0.081526718,-0.043218085,-0.06914524,0.11683464,0.229278075,0.122892877,0.028813559,0.150623676,0.088361628,0.003758692,0.069837109,-0.018550928,-0.018723252,0.04851899,-0.003466205,-0.015826087,-0.004241032,0.035314996,0.027939664,-0.00083375,-0.048564753,-0.11682161,-0.015690169,-0.043381759,0.034170006,-0.010197838,-0.076447558,0.010263275,0.041519435,-0.065521628,0.077603812,-0.077489998,-0.236019174,-0.250074694,-0.205976096,0.061716006,0.309073724,-0.131407942,-0.108478803,-0.091841492,0.218685832,0.269587195
EVBN.A,-0.029937792,-0.018036072,-0.004081633,0,-0.006147541,0.016082474,0.034496753,0.084739113,-0.01084991,0.007634369,0.220299868,-0.061849539,0.153724247,0.083791209,-0.02661597,-0.010416667,0.034210526,0.01653944,0.020025031,0.013496933,0.046004843,0.008101852,0.022962113,-0.059483726,0.020286396,0.008187135,0.049883991,0.001104972,0.027593819,-0.009667025,0.01626898,0.014941302,-0.012618297,-0.062832801,-0.079545455,-0.197283951,0.076591818,0.018571429,0,0.030575035,-0.04491018,0.07523511,-0.017757752,-0.079600648,0.096452653,0.015775401,0.071071335,-0.014499877,-0.026433915,0.005891393,-0.380952381,0.14232826,-0.119913576,-0.048281506,-0.052020636,0.034013605,-0.024122807,0.025168539,0.182814555,0.020756116,0.079157589,0.090174966,0.045987654,0.090587194,0.023268398,-0.019037546,0.05309973,0.002047607,-0.021711367,0.04308094,-0.012515645,0.021546261,0.056575682,-0.057773603,-0.052841476,0.003157895,-0.01521511,-0.094565796,0.068852604,0.052289687,-0.041328799,-0.007366985,0.070093458,-0.039558181,0.057502006,-0.014415781,-0.138696433,-0.08088783,-0.230794165,0.0505689,0.192137986,-0.047106326,-0.053672316,-0.07761194,0.107605178,0.151570489
EWBC.OQ,-0.219923003,-0.075570635,0.083750417,0.154248768,0.029607895,-0.114507772,0.001170275,0.085330216,-0.011577814,0.076273495,0.211845103,0.061612364,0.012000787,0.052099533,-0.046378418,0.051540399,0.008476138,0.070345332,-0.027313076,-0.028255528,0.079646018,0.00100368,0.028409091,-0.011537212,0.083511425,-0.005461994,-0.045919146,0.065238248,0.042930051,-0.061600461,-0.007055215,-0.020852641,-0.047641584,-0.131356634,0.023836766,-0.189234494,0.155984379,0.085254372,-0.121589452,0.073170732,-0.17016317,0.094803371,0.026512722,-0.143303478,0.076829565,-0.03093249,0.067567568,0.062854649,-0.058726899,-0.154886562,-0.33557047,0.362470862,-0.003421728,0.036909871,-0.043598234,0.061165609,-0.109842306,0.114233354,0.171052632,0.187031835,0.182015382,0.203870537,0.022727273,0.031842818,-0.017990808,-0.041321209,-0.007532431,0.030780042,0.057267521,0.025019345,-0.031202818,0.021818182,0.09735638,0.014130183,-0.09753312,-0.097696786,0.03141655,-0.118846886,0.107716049,0.005433268,-0.06969655,0.065981531,-0.019002375,-0.061387267,0.191502276,-0.029419256,-0.271749114,-0.068648649,-0.074289031,0.103239289,0.178442887,-0.110432406,-0.047524395,0.017264276,0.173442745,0.143515575
FBIZ.OQ,-0.081967213,-0.080574913,0.086215064,0.103794156,-0.022915844,-0.050950263,0.01022582,-0.039223956,0.031606673,-0.19787234,0.164456233,0.080637813,0.021500843,0.04085844,0.029341792,0.023497689,-0.140007527,0.010065646,-0.078856153,0.002351834,0.067573909,-0.022857143,0.051282051,-0.053487377,0.106238698,-0.017163874,0.046153846,0.032988871,-0.004232397,0.004636785,-0.086153846,-0.067340067,0.046028881,-0.097066437,0.02484472,-0.09044289,0.057919016,0.06879845,-0.092475068,0.15034965,-0.006513244,0.027097902,0.014042553,-0.053713806,0.067849224,0.009966777,0.027138158,0.054043235,-0.043676415,-0.046862589,-0.354166667,0.108387097,-0.036670547,-0.006042296,-0.096048632,0.042367182,-0.078064516,0.200139958,0.101457726,-0.02541027,0.046170559,0.152647975,0.113963964,0.06995552,0.03590325,-0.012404232,0.018840044,0.0275562,0.013055752,0.017067224,-0.020205479,0.019573576,0.154610902,-0.021674584,-0.004248862,0.056690034,-0.007787713,-0.093313953,0.072459122,-0.005082212,-0.029146635,0.180748994,0.004456094,-0.046189979,-0.020519836,-0.010614525,-0.138622247,-0.059652573,-0.066922273,0.101606276,0.1525941,-0.072374228,-0.048208056,0.022992336,0.139413681,0.146369354
FBNC.OQ,0.000533618,-0.013866667,0.019469984,0.082228117,-0.032843137,-0.10897111,0.064846416,0.071047009,-0.012967581,-0.001010611,0.264542236,0.0856,0.078481945,0.026648446,-0.025291181,0.025606009,-0.075898802,0.126080692,0.001279591,-0.011501597,0.112152553,0.066550421,0.032697548,-0.068337731,0.030869442,-0.048626374,0.02945423,0.070126227,0.090694626,-0.016822879,0.01246639,0.007242878,-0.029002876,-0.089360652,0.084846842,-0.183908046,0.125842009,0.065814523,-0.113039041,0.090621404,-0.065945661,0.028523016,0.014277869,-0.046561992,0.019307212,0.051532033,0.035761589,0.020716113,-0.110999749,-0.095264938,-0.280996885,0.152079723,-0.044001504,-0.013375295,-0.176236045,-0.010164569,0.023471883,0.150979455,0.302615193,0.078075207,0.006798699,0.182325308,0.080208592,-0.025287356,0.046462264,-0.077980618,-0.02224395,0.044,0.02993295,0.125784701,-0.082197439,0.02880288,-0.039588801,0.02209064,-0.0692959,-0.103184103,0.000266951,-0.068588204,0.085386819,-0.038806758,0.004669047,0.218425369,0.091092663,-0.119062307,-0.069794585,0.041154329,-0.143890094,-0.133445946,-0.022092268,-0.011627907,0.111932773,-0.103990326,-0.050607287,0.03127221,0.079944866,0.180918953
FCAP.OQ,-0.067000385,0.055303343,0.075479077,0.054181818,0.088306313,0.046275753,-0.033323235,-0.043873394,0.041297935,0.007239534,0.025,0.004573171,-0.001517451,-0.007598784,0.022970904,-0.017964072,-0.030487805,-0.013522013,-0.014663691,0.038498868,0.09376947,0.025348903,-0.015,0.036379019,0.023945578,-0.008238108,0.058413719,-0.003544304,-0.066310976,0.130612245,-0.083754513,0.050696086,-0.04175,0.146621445,-0.142207053,0.053580902,0.147532729,0.096972356,0.03,-0.006213592,-0.047479484,0.036717949,0.122872972,-0.002643172,0.021731449,0.015044095,0.15758092,0.074319352,-0.094383562,-0.069732264,-0.02601626,-0.167779633,0.232698094,0.130512612,-0.229739456,0.141282003,-0.082200753,0.076003568,0.098656939,-0.086024751,-0.207562748,0.00125026,0.013735692,-0.074522685,-0.010647737,-0.027802691,-0.011300738,-0.010963378,-0.038207547,-0.012260912,-0.007199603,-0.00100025,-0.005006258,-0.008805031,-0.019035533,-0.042949547,-0.077858881,-0.205804749,0.136581764,-0.136083144,-0.033458647,-0.046674446,-0.000407997,0.016326531,0.046184739,0.021497121,-0.036076663,-0.056140351,0.021065675,0.250809061,0.212807245,-0.122666667,-0.182370821,-0.107806691,0.122083333,0.013367991
FCBC.OQ,-0.004294171,-0.024258728,0.096132591,0.048891126,0.050456528,0.026532445,0.021836037,0.045355431,0.034626606,-0.086693555,0.245033096,0.068794361,-0.034505641,-0.071477665,-0.075869732,0.059671583,-0.036281166,0.072549028,-0.004753195,-0.054371791,0.130924612,0.026107892,0.004352188,-0.042333329,-0.036547175,-0.019147392,0.117670004,0.039530973,0.110215943,-0.07518143,0.021029492,0.031970511,0.00923442,0.019185354,0.00695048,-0.094621791,0.089580667,0.045189523,-0.075592756,0.048883526,-0.057537399,0.030525031,-0.020438373,-0.038101027,0.017604544,-0.016682103,-0.042098658,0.01738274,-0.055125736,-0.107471847,-0.109327223,0.011588021,-0.093339006,0.050538155,-0.128730551,-0.016359889,-0.061850338,0.051523579,0.110115926,0.024205026,-0.005560706,0.195712922,0.168745145,-0.025675219,0.066392862,-0.042041063,-0.021775537,0.069863001,0.015364922,0.022068076,0.008636669,0.022018324,-0.066128046,-0.060237101,-0.038186158,-0.05600852,0.081487031,0.02118056,0.090785471,-0.017144658,0.015857913,0.162660018,-0.007787316,-0.082543994,-0.041002946,-0.039680088,-0.197629744,-0.065469058,0.138829562,0.115153807,0.131180618,-0.080285472,-0.047849956,0.108658721,0.000306276,0.135946128
FCCO.OQ,-0.101206434,-0.011931394,0.088301887,0.007628294,-0.002752925,-0.034506556,0.054324518,0.023050847,0.043737575,-0.044444444,0.11627907,0.074404762,0.102493075,0.01758794,0.086419753,-0.063636364,0.048543689,-0.027777778,-0.002380952,0.007159905,-0.030805687,0.092909535,0.078299776,-0.062240664,-0.033185841,-0.032036613,0.082742317,0.006550218,0.017353579,0.070362473,-0.013944223,0.016161616,-0.03777336,-0.097107438,0.074599542,-0.172487223,0.05506948,-0.02195122,-0.048877805,-0.014682748,-0.053751996,0.041057368,0.032414911,-0.065934066,0.091316527,-0.016940452,0.072062663,0.052605943,-0.049976863,-0.050170482,-0.193846154,-0.013994911,-0.04516129,0.023648649,-0.115511551,-0.053731343,0.074921136,0.042553191,0.214637579,-0.015643105,0,0.048852266,0.11952862,-0.077694236,0.092391304,0.004975124,0.012376238,-0.00391198,-0.020618557,0.008521303,0.049204771,-0.01657982,0.018304432,-0.033112583,0.037181996,-0.06509434,-0.061553986,0.030645161,-0.047991654,-0.01369863,-0.027777778,0.078285714,0.090620032,0.063654033,-0.060758337,-0.021157588,-0.00621118,0.0615,-0.213377296,0.039520958,0.137672811,-0.125063291,-0.000578704,0.024898668,-0.003389831,0.220521542
FCF.N,-0.037486218,-0.016036655,0.031431898,0.036117381,0.022875817,-0.020234292,0.048913043,0.058031088,-0.011753183,0.006937562,0.242125984,0.123613312,-0.004231312,-0.013456091,-0.048097631,-0.026395173,-0.04879938,0.03257329,0.027602524,-0.032233308,0.120539255,0.030431706,0.037087912,-0.051655629,0.01047486,-0.03455425,0.011453114,0.071479122,0.036327609,-0.011472275,0.087685364,-0.007113219,-0.03641791,-0.163568773,0.032592593,-0.133428981,0.125827815,0.033823529,-0.103840683,0.08015873,-0.076414401,0.071599045,0.022271715,-0.101670298,0.073565077,0.060993976,0.008516678,0.021111893,-0.068228808,-0.127218935,-0.225423729,0.041575492,-0.140756303,0.012224939,-0.049516908,0.041931385,-0.056097561,0.11369509,0.121809745,0.131334023,0.072212066,0.143222506,0.071588367,0.008350731,0.045548654,-0.071287129,-0.063965885,0.02657555,0.008136095,0.122523844,-0.017647059,0.070525615,0.02921069,-0.024758454,-0.06130031,-0.110817942,0.039317507,-0.042112777,0.104321908,-0.090418354,-0.047477745,0.11682243,0.026499303,-0.050951087,0.052970651,0.088375255,-0.223610244,0.004022526,0.013621795,0,0.141501976,-0.094875346,-0.065799541,-0.002457002,0.097701149,0.154824233
FCNCA.OQ,-0.046907077,-0.04848411,0.072352966,0.015653005,0.015921569,-0.000579016,0.003360241,0.096735699,0.031518725,-0.009833611,0.224639175,-0.003844319,0.033070423,-0.028494301,-0.058716214,0.037838805,-0.047865311,0.124622812,-0.012557016,-0.074751372,0.098029426,0.083206291,0.053061728,-0.055077493,0.05560794,-0.043040831,0.015082289,0.046099119,0.016192834,-0.081927656,0.008727994,0.167617128,-0.047851624,-0.056712656,0.006656822,-0.12205742,0.080838085,0.071283096,-0.067295799,0.100810413,-0.062799777,0.071816234,0.037199902,-0.048006509,0.060616284,0.043197964,0.056675882,0.023874567,-0.010127581,-0.139535325,-0.265690146,0.147595157,0.007853403,0.052,0.051478939,-0.076830958,-0.189164441,0.451471234,0.142403285,0.086418585,0.03782193,0.238091243,0.132648498,0.03791713,-0.007908146,-0.032372763,-0.060222879,0.147088514,-0.060744124,-0.034714233,-0.01218823,0.032164979,-0.061168418,0.012027006,-0.155812036,-0.039393029,0.095436204,-0.066561965,0.157392395,0.073055981,-0.01789497,0.030961965,-0.00688464,-0.071160865,0.025476027,-0.056475671,0.326182948,0.035022094,0.238308942,0.029065106,0.11519732,-0.049535387,0.014481035,0.000463735,0.063118328,-0.033326748
FFBC.OQ,-0.11455451,0.048125,0.084078712,0.072607261,0.013846154,-0.016186141,0.09562982,0.0229939,0.001834862,-0.015567766,0.246511628,0.061567164,-0.031634446,0.007259528,-0.010810811,0.007285974,-0.09403255,0.105788423,-0.075812274,-0.064453125,0.091858038,0.043977055,0.038461538,-0.070546737,0.081593928,-0.045614035,0.079044118,0.05451448,0.016155089,-0.025437202,-0.009787928,0.034596376,-0.054140127,-0.118855219,0.066870462,-0.150429799,0.110033727,0.053171288,-0.132347638,0.04322527,-0.110756972,0.085125448,0.052436003,-0.081208317,0.045046968,-0.042288049,0.037542662,0.046052632,-0.055031447,-0.143094842,-0.276213592,0.031522468,-0.135890767,0.045146727,0.001799856,-0.014013654,-0.125,0.191170346,0.122377622,0.092211838,0.045065602,0.224344978,0.069995542,0.02125,0.039167687,-0.072241853,-0.047820567,0.044888889,-0.004253509,0.015805211,-0.032800673,0.06,0.034044299,-0.024990083,-0.062245728,-0.112798265,0.02591687,-0.075309819,0.151546392,-0.034019696,-0.023169601,0.236717268,0.013808976,-0.083238744,0.045398267,-0.027240426,-0.116477273,-0.049150207,-0.084057971,0.078059072,0.12964775,-0.100043309,-0.056785371,-0.056122449,0.092432432,0.175160811
FFIC.OQ,0.01663586,-0.061363636,0.046973366,-0.077243293,0.045614035,-0.046979866,0.1222334,0.039444195,0.022854679,-0.096964587,0.222222222,0.122612681,-0.074515141,0.027205882,-0.038296349,0.097134351,-0.057666214,0.014758819,0.012061015,-0.04171048,0.087051939,0.008748318,-0.05670447,-0.02758133,0.024,-0.051846591,0.009737828,-0.038946588,0.030104207,-0.022105658,-0.03908046,0.033492823,-0.058641975,-0.070081967,0.029969149,-0.078733419,0.030190432,0.046438233,-0.055148643,0.030551756,-0.069469027,0.055634807,-0.082882883,-0.052554028,0.047433904,0.071022024,-0.020332717,0.019103774,-0.080305485,-0.086311022,-0.264114569,-0.06511976,-0.092073659,0.015873016,-0.038194444,0.094765343,-0.132728772,0.215779468,0.110242377,0.171830986,0.098557692,0.13512035,0.02313253,0.096090438,0.004297379,-0.083012409,0.028931405,0.039909297,-0.014391627,0.062831858,-0.016652789,0.028789162,-0.028395062,-0.005082592,-0.04853129,-0.03803132,0.074418605,-0.07965368,0.015522107,-0.043538675,-0.061985472,0.017036655,0.058883249,-0.070949185,-0.009803922,0.014069828,-0.234840699,-0.192075218,-0.031587697,0.054935622,0.283970708,-0.105196451,-0.070113314,-0.060167555,0.145056726,0.16631281
FFIN.OQ,-0.134239311,0.011102603,0.120030292,0.094658553,0.034898085,-0.021486124,0.042086002,0.071700322,-0.004915347,-0.006586169,0.189226519,0.049941928,-0.056415929,0.031652989,-0.088636364,-0.003740648,-0.042553191,0.155555556,-0.021493213,-0.073988439,0.128589263,0.009955752,0.039430449,-0.050579557,0.031076582,-0.009687836,0.006521739,0.070194384,0.061553986,-0.032319392,0.111984283,0.067137809,-0.021523179,-0.001861252,0.110696728,-0.119505495,0.059109031,0.061374795,-0.109020817,0.06472828,-0.0789987,0.086833745,0.063657032,-0.065038168,0.088504246,-0.00150015,0.038762019,0.015331212,-0.045014245,-0.142601432,-0.066109951,0.037630402,0.100179533,-0.057114883,0.035652475,0.011864973,-0.078117258,0.068075958,0.121100302,0.082435667,0.047131997,0.178986272,0.046350202,0.050288894,0.025876121,-0.024230387,-0.005902707,-0.024979525,-0.035069299,0.103808487,-0.015772871,0.018429487,-0.075727773,0.019791445,-0.079298831,-0.093834995,0.031515758,-0.047769156,0.125031831,-0.037799909,-0.015996236,-0.079847,-0.040010392,-0.069012179,0.035465116,0.029758563,-0.130316249,-0.082758621,-0.114832536,0.1,0.143910144,-0.118748082,-0.125348189,-0.042595541,0.091476091,0.154285714
FGBI.OQ,-0.168765723,-0.060606058,0,0.036128996,0.004981386,-0.008674175,-0.010624954,0.010107357,0.016260171,0.076923096,0.137714269,0.202913131,-0.041753652,0.084531581,-0.027721957,0.043388386,-0.00990095,0.089599963,-0.001835499,-0.036778225,0.02863687,-0.009651081,0.049100465,-0.017506377,0.05200003,-0.0467681,0.036697261,-0.001923802,0.04124905,-0.036653091,0.01460412,-0.053409069,0.028011179,-0.110548857,-0.029321657,0.046438242,-0.063765632,-0.038656235,-0.018669213,0.046341457,-0.039627013,0.012135886,0.047961664,-0.131350097,0.166490989,-0.051490519,0.023809569,0.113813813,-0.17317409,-0.051111128,-0.155152218,-0.063756086,-0.119170947,0.027731089,-0.035977102,0.08821038,-0.056118511,0.201486371,0.156013779,0.05648035,-0.099606074,0.035000003,0.081521749,-0.030150745,0.134715027,-0.011669207,-0.023100618,-0.002627456,0.057428862,0.031888433,0.056977284,0.0241205,0.011776251,0.026188167,0.131379962,-0.039264829,0.269565217,-0.167465753,0.020979021,-0.102336825,-0.017953321,0.054387569,0.083224967,-0.06162465,-0.065671642,-0.063897764,-0.235982448,-0.132737715,-0.028697572,-0.147727273,0.148444444,-0.140866873,-0.009009009,-0.045454545,-0.094285714,0.169295478
FHN.N,-0.123278237,-0.055773763,0.08985025,0.07480916,0.034090909,-0.053571429,0.056603774,0.056318681,-0.009752926,0.011818779,0.238157041,0.048742138,-0.00049975,-0.003,-0.07221665,-0.008108108,-0.076839237,0.028335301,0.000574053,-0.012621916,0.11272516,-0.019843342,0.033031433,0.030943785,-0.006503252,-0.040785498,-0.011548556,-0.028146575,0.013114754,-0.037756203,0.002802691,0.029625489,-0.062975027,-0.064889919,0.021685254,-0.20194057,0.11550152,0.064713896,-0.105566219,0.079399142,-0.111332008,0.113348248,0.098459478,-0.034756098,0.023373342,-0.014197531,0.006887915,0.029850746,-0.033816425,-0.166875,-0.395348837,0.126550868,0.029735683,0.065240642,-0.069277108,0.030204962,-0.012565445,0.103923648,0.173871278,0.044189853,0.088557994,0.166306695,0.04382716,0.081608516,0.042646255,-0.093864709,-0.105902778,0.060841424,-0.006101281,0.041743401,-0.049499116,0.012399256,0.04776485,0.372296902,0.000425894,-0.047254151,0.020107239,-0.042487954,0.022872827,0.011627907,0.012378426,0.070305677,0.013871889,-0.014084507,0.009387755,0.001617469,-0.282196205,-0.012935883,-0.412535613,0.093113482,0.209405501,-0.079236977,-0.121912351,-0.024500907,0.189767442,0.107114934
FISI.OQ,-0.019642857,-0.033879781,0.096153846,-0.036807706,-0.001428571,-0.067596567,0.031837361,-0.000743494,0.008556548,-0.009590557,0.141527002,0.115823817,-0.036549708,0.037936267,-0.036549708,0.016691958,-0.085074627,-0.027732463,-0.013422819,-0.074829932,0.058823529,0.138888889,0.007621951,-0.059001513,0.001607717,-0.014446228,-0.035830619,0.050675676,0.024115756,0.032967033,-0.036474164,0.018927445,-0.027863777,-0.090764331,0.053590193,-0.145611702,0.043579767,0.123788218,-0.098208361,0.011773363,-0.017090909,0.078431373,0.05626072,-0.056187074,0.03854095,0.041418158,0.036589246,-0.014732965,-0.040186916,-0.126582278,-0.325901152,0.066703418,-0.085788114,0.052006783,-0.206340677,0.166553825,-0.106210099,0.151298701,0.128595601,0.124437781,0.017333333,0.196155526,0.106281958,0.054143282,0.006263702,-0.066293184,-0.018666667,0.078804348,-0.034949622,0.041435563,-0.035087719,0.032467532,0.013836478,-0.009305211,-0.056668754,-0.076003983,0.011135057,-0.075666075,0.018831668,-0.018106375,-0.075297733,-0.009970918,0.062526227,-0.037914692,0.014367816,0.010117361,-0.227564103,-0.093360996,-0.101258581,0.001909612,0.218551461,-0.087591241,-0.038285714,-0.058823529,0.095959596,0.226958525
FITB.OQ,-0.213930348,-0.034177215,0.093709043,0.09706411,0.03058438,-0.067832538,0.079022172,0.062170706,0.014880952,0.063538612,0.195772059,0.036510377,-0.032258065,0.051340996,-0.074344023,-0.038188976,-0.028243962,0.093513058,0.028505393,-0.021348315,0.070799847,0.032880629,0.055709343,-0.005571944,0.090969018,-0.001510574,-0.039334342,0.044724409,-0.078082605,-0.06147809,0.031010453,-0.005407232,-0.051308189,-0.033309456,0.034827714,-0.157536699,0.139821504,0.028337062,-0.085569253,0.142743854,-0.080499653,0.052830189,0.064157706,-0.109127652,0.035160681,0.062089116,0.038170564,0.018217953,-0.074495771,-0.142355009,-0.391393443,0.258585859,0.037453184,-0.005673027,0.030082988,0.040281974,0.031945789,0.089118199,0.091300603,0.088003157,0.049328981,0.199101279,0.079561833,0.082510013,0.039467193,-0.092785952,-0.050745488,0.070818407,0.092125579,0.025683318,-0.031702274,0.033214709,0.024799082,0.071924714,-0.100334448,-0.128020446,0.050626166,-0.147856962,0.01547619,0.00087925,-0.064128843,0.116708385,0.018772765,-0.097634763,0.106065224,0.000275558,-0.266115702,-0.016516517,-0.073664122,0.079934075,0.110263258,-0.087628866,-0.045951036,-0.063955784,0.221003796,0.191364421
FLG.N,-0.051470588,-0.022609819,0.050892267,-0.054716981,0.047238856,-0.047649301,-0.036024016,0.04567474,-0.058239576,0.009135629,0.11281337,-0.004380476,-0.045254557,0.005924951,-0.085732984,-0.048675734,-0.027840482,0.01625387,0,-0.082254379,0.069709544,-0.025601241,0.062101911,-0.023988006,0.087557604,-0.038135593,-0.043318649,-0.088257866,-0.024410774,-0.047454702,-0.024456522,0,-0.037140204,-0.076181292,0.10960334,-0.11476952,0.234856536,0.076592083,-0.075139888,0.005185825,-0.146173689,0.005035247,0.155310621,0.000867303,0.087521664,-0.071713147,0.023175966,0.008389262,-0.079866889,-0.022603978,-0.131359852,0.156549521,-0.074585635,0.014925373,0.032352941,-0.140550807,-0.086187845,0.004836759,0.166064982,0.08875129,-0.008530806,0.167304015,0.033579034,-0.05229794,0.00083612,-0.079365079,0.068965517,0.062818336,0.027955272,-0.034188034,-0.036202735,0.019198664,-0.045045045,-0.010291595,-0.071057192,-0.138059701,0.08008658,-0.085170341,0.163198248,-0.078154426,-0.128702758,0.09144197,0.004296455,-0.080213904,0.161627907,-0.111111111,0.018018018,0.182522124,-0.038353601,0.093385214,0.233985765,-0.114635905,-0.076547231,-0.164021164,-0.007383966,0.087141339
FLIC.OQ,-0.032333334,-0.040992091,0.023706939,0.074035066,-0.01698792,-0.047191751,0.058597808,0.08072492,0.010670711,-0.036199077,0.201877314,0.115234375,-0.050788091,0.014760148,-0.016363636,0.005545287,-0.001838235,0.053406998,-0.022727273,-0.04293381,0.138317757,0.036124795,-0.04437401,-0.054726368,-0.014035088,-0.03024911,0.00733945,-0.034608379,-0.037735849,-0.025490196,-0.122736419,0,-0.002293578,-0.070804598,0.069767442,-0.077243293,0.038596491,0.127413127,-0.061215753,0.061103511,-0.082509669,-0.059484778,0.101593625,-0.016274864,0.045496324,0.03032967,0.033703072,0.035080479,-0.120414673,-0.061196736,-0.162240464,-0.089913545,-0.032932236,0.070072037,-0.0875153,0.030516432,-0.036121054,0.041863606,0.089436163,0.061867936,-0.062745098,0.110579797,0.143702906,0.001882353,0.056834194,-0.056444444,0.01507301,-0.016241299,-0.028301887,-0.022815534,0.040735221,0.030548926,0.014821677,-0.006389776,-0.106109325,-0.137718397,0.133492253,-0.078338591,0.038220194,0.011538462,-0.063552417,0.019721578,0.106370876,-0.074550129,-0.018888889,-0.036240091,-0.206815511,-0.133333333,-0.127350427,0.177277179,0.159733777,-0.06312769,-0.118683002,-0.066898349,0.059590317,0.16344464
FMBH.OQ,0.009615365,-0.076190481,-0.005773178,0.031936939,0.029340855,-0.023818819,0.00759997,-0.002309483,0.091710069,-0.028246536,0.149490387,0.116584559,-0.073235289,0.049825458,0.022974604,-0.03634753,0.01502606,0.0344411,0.068633161,-0.052200055,0.107266444,0.005208344,0.043264246,-0.042960018,-0.001037874,-0.113246755,0.067662558,0.016429989,0.019319728,0.04911906,0.025699746,0.019350037,-0.018495984,-0.075626085,-0.006706009,-0.137996219,0.020676692,0.071516268,-0.045545689,0.035114046,-0.031023485,0.044883303,-0.024054983,-0.058392019,0.07884076,0.008087811,0.002292264,0.007718696,-0.070921986,-0.139847328,-0.157259496,0.124684078,-0.046816479,0.03064833,-0.069386199,0.066775912,-0.041858679,0.112625251,0.082492795,0.120133111,0.006238859,0.074402126,0.20719978,-0.00887776,0.008268259,-0.077220957,0.004443347,0.005160973,0.00391198,0.049196298,-0.024373259,0.018082322,-0.038326712,-0.026245443,-0.039430996,-0.063652897,0.044672586,-0.052589641,0.05326605,-0.059089699,-0.095615276,0.120112606,-0.032393186,-0.074170274,0.001558603,-0.035480859,-0.121652146,-0.031594416,-0.089908953,0.006252605,0.268019884,-0.086246325,-0.050411155,0.028614458,0.134333821,0.118425298
FMNB.OQ,-0.043023256,0.032806804,0.048235294,0.043771044,0.017204301,-0.069767442,0.085227273,0.043979058,0.081243731,-0.025974026,0.128571429,0.198312236,-0.112676056,0.095238095,0.039855072,-0.003484321,-0.052447552,0.070110701,-0.051724138,-0.003636364,0.098540146,-0.03654485,0.044827586,-0.02640264,-0.010169492,-0.075342466,0.025925926,0.064981949,0.071186441,0.009493671,0.001567398,-0.007824726,-0.034700315,-0.14379085,0.070229008,-0.091298146,0.018053375,0.134926754,-0.063179348,0.04350979,-0.065323141,0.10260223,-0.014834794,-0.075975359,0.072592593,0.03038674,0.028150134,0.063885267,-0.030637255,-0.049936789,-0.226214238,0.065348237,-0.05165456,0.009361702,-0.088532884,0.078630897,-0.063464837,0.066849817,0.07639485,0.058213716,0.003767898,0.039039039,0.206647399,-0.007185629,0.049457177,-0.10862069,-0.010315925,0.016286645,0.007051282,0.134309357,-0.012906846,0.054576464,-0.059299191,-0.01260745,-0.009866512,-0.101992966,0.013707572,-0.034127495,-0.053333333,0.006338028,-0.083974808,0.049656226,0.1069869,-0.071663379,0.018413598,-0.009040334,-0.112982456,-0.075158228,0.007698888,0.05008489,0.111560226,-0.076363636,-0.08976378,-0.023356401,0.090345438,0.173842405
