Date,ABCB.N,ACNB.OQ,AROW.OQ,ASB.N,ATLO.OQ,AUBN.OQ,BAC.N,BANC.N,BANF.OQ,BANR.OQ,BCBP.OQ,BFIN.OQ,BHB.A,BHLB.N,BKU.N,BMRC.OQ,BOH.N,BOKF.OQ,BRKL.OQ,BSRR.OQ,BUSE.OQ,BWFG.OQ,CAC.OQ,CADE.N,CATY.OQ,CBAN.N,CBFV.OQ,CBSH.OQ,CBU.N,CCBG.OQ,CCNE.OQ,CFFI.OQ,CFG.N,CFR.N,CHCO.OQ,CHMG.OQ,CIVB.OQ,CMA.N,CNOB.OQ,COLB.OQ,CPF.N,CTBI.OQ,CUBI.N,CVBF.OQ,CZNC.OQ,DCOM.OQ,DFS.N^E25,EBMT.OQ,EBTC.OQ^G25,EFSC.OQ,EGBN.OQ,EVBN.K^E25,EWBC.OQ,FBIZ.OQ,FBNC.OQ,FCAP.OQ,FCBC.OQ,FCCO.OQ,FCF.N,FCNCA.OQ,FFBC.OQ,FFIC.OQ,FFIN.OQ,FGBI.OQ,FHN.N,FISI.OQ,FITB.OQ,FLG.N,FLIC.O^F25,FMBH.O,FMNB.OQ,FNB.N,FNLC.OQ,FNWB.OQ,FRBA.OQ,FRBKQ.PK,FRCB.PK,FRME.OQ,FRST.OQ,FSBW.OQ,FULT.OQ,FUNC.OQ,GABC.OQ,GBCI.N,GSBC.OQ,HAFC.OQ,HBAN.OQ,HBCP.OQ,HBNC.OQ,HFWA.OQ,HIFS.OQ,HMST.OQ,HOMB.N,HOPE.OQ,HTBK.OQ,HTH.N,HWBK.OQ,HWC.OQ,IBCP.OQ,IBOC.OQ,INBK.OQ,INDB.OQ,ISTR.OQ,JPM.N,KEY.N,LARK.OQ,LCNB.OQ,LKFN.OQ,MBWM.OQ,MFIN.OQ,MOFG.OQ,MPB.OQ,MTB.N,NBHC.N,NBTB.OQ,NFBK.OQ,NKSH.OQ,NRIM.OQ,NWBI.OQ,NWFL.OQ,OCFC.OQ,ONB.OQ,OPOF.OQ,ORRF.OQ,OSBC.OQ,OVBC.OQ,OVLY.OQ,OZK.OQ,PB.N,PEBK.OQ,PEBO.OQ,PFBC.OQ,PFIS.OQ,PFS.N,PGC.OQ,PKBK.OQ,PLBC.OQ,PNC.N,PNFP.OQ,PPBI.OQ,PRK.A,PVBC.OQ,PWOD.OQ,QCRH.OQ,RBCAA.OQ,RF.N,SBCF.OQ,SBFG.OQ,SBNY.PK,SBSI.N,SFNC.OQ,SFST.OQ,SHBI.O,SNV.N,SRCE.OQ,STBA.OQ,SYBT.OQ,TBBK.OQ,TCBI.OQ,TCBK.OQ,TFC.N,TFIN.OQ,THFF.OQ,TMP.A,TOWN.OQ,TRMK.OQ,TRST.OQ,UBFO.OQ,UBSI.OQ,UCB.N,UMBF.OQ,UNB.OQ,UNTY.OQ,USB.N,UVSP.OQ,VBTX.OQ,VLY.OQ,WABC.OQ,WAL.N,WASH.OQ,WBS.N,WFC.N,WNEB.OQ,WSBC.OQ,WSBF.OQ,WSFS.OQ,WTBA.OQ,WTFC.OQ,ZION.OQ
3/31/22,43.88,34.95,30.558973,22.76,24.86,33.01,41.22,19.36,83.21,58.53,18.25,10.36,28.62,28.97,43.96,35.07,83.92,93.95,15.82,24.98,25.34,33.83,47.04,29.26,44.75,18.67,23.55,61.842143,70.15,26.36,26.32,50.11,45.33,138.41,78.7,46.69,24.1,90.43,32.01,32.27,27.9,41.2,52.14,23.21,24.38,34.57,110.19,22.33,40.12,47.31,57.01,38,79.02,32.81,41.77,38.65,26.884356,21.2,15.16,665.6,23.05,22.35,44.12,23.94,23.49,30.13,43.04,32.16,19.46,38.49,17.06,12.45,30.08,22.09,14.22,5.16,162.1,41.6,13.98,30.894259,16.565952,22.53,37.99,50.28,59.01,24.61,14.62,40.79,18.67,25.06,342.39348,47.38,22.6,16.08,11.25,29.4,23.372759,52.15,22,42.21,43.01,81.69,19.09,136.32,22.38,22.744847,17.56,73,35.42,8.5,33.1,26.81,169.5,40.28,36.13,14.36,36.305361,43.57,13.51,28.59,20.1,16.38,24.5,22.93,14.51,29.857737,18.45,42.7,69.38,28.247378,31.31,74.09,50.48,23.4,34.75,23.61,38.1,184.45,92.08,35.35,130.601003,16.22,24.43,56.59,44.94,22.26,35.02,19.91,293.49,40.756619,26.22,50.84,20.48,49,46.25,29.58,52.9,28.33,57.31,40.03,56.7,94.02,43.091083,78.27,29.94,30.39,31.93,8.3,34.88,34.8,97.16,30.75,27.98,53.15,26.76,38.17,13.02,60.5,82.82,52.5,56.12,48.46,8.94,34.36,19.34,46.62,27.21,92.93,65.56
4/30/22,41.7,34.23,29.503265,19.95,23.4,30.54,35.68,18.04,81.75,53.7,18.84,10.21,26.11,24.74,37.54,31.26,74.34,82.93,14.46,21.75,22.47,34,44.75,25.04,40.09,17.14,23.39,59.060585,64.4,25.61,24.85,51.8,39.4,132.29,77.38,47.48,20.82,81.9,27.86,28.08,24.18,39.81,42.07,23.02,23.41,31.44,112.46,20.3,33.95,44.17,50.35,38.12,71.3,34.67,37.46,36.99,25.378603,19.82,13.48,639.38,20.45,21.5,39.98,23,22.38,27.84,37.53,27.72,16.78,36.04,15.32,11.52,28.15,20.97,14.26,4.19,149.22,39.19,13.65,29.289751,15.120667,22.41,35.1,45.76,56.74,23.15,13.15,38.33,17.48,24.22,322.310786,40.59,21.62,14.3,11.23,25.49,24.167876,46.77,19.74,39.79,38.49,77.16,19.7,119.36,19.31,22.071054,16.08,72.82,31.4,7.83,29.88,25.83,166.64,36.51,35.2,13.09,33.581727,40.07,12.68,28.02,18.73,15.16,25.99,23.58,13.77,30.144451,17.48,38.42,65.38,26.859615,27.42,67.12,49.64,22.13,30.99,24.06,35.2,166.1,77.55,31.36,117.151227,15.92,23.4,54.29,41.68,20.72,32.5,19,242.25,39.119566,23.87,45.7,20.13,41.54,43.27,28.26,52.28,22.69,51.36,37.55,48.35,69.44,42.433964,73,27.57,27.88,31.15,8.03,33.26,30.14,90.18,30.5,28.85,48.56,25.2,32.85,11.98,58.92,76.11,46.94,49.99,43.63,8.59,32.24,16.06,40.07,25,87.32,56.51
5/31/22,45.59,34.51,31.228216,20.7,22.78,29.75,37.2,19.24,90.73,58.11,20.17,9.71,27.25,26.11,41.66,32.9,79.48,86.17,14.17,21.65,23.45,35.74,44.26,26.73,41.11,16.9,22.63,59.760294,66,27.3,25.13,50.4,41.38,124.98,82.09,43.55,21.35,83.21,27.56,30.15,24.14,42.05,41.3,24.78,24.34,31.44,113.49,19.7,33.77,46.31,49.56,37.54,73.54,34.4,37.47,34.11,27.44663,18.6,14.01,700.4,20.98,23.1,41.24,29.2,22.83,28.15,39.43,29.94,19.02,37.65,15.53,12.15,30.27,17.23,14.3,4.06,155.03,41.16,13.5,30.25,15.798456,21.26,38.03,48.41,59.35,23.34,13.88,34.39,17.97,26.1,322.04142,40.31,22.59,14.58,11.47,30.01,24.472979,49.84,19.81,41.93,38.65,83.3,22.1,132.23,19.96,22.045139,15.83,72.16,33.05,7.74,30.43,27.47,179.97,40.75,36.98,13.29,31.385248,41.56,12.89,26.29,20.17,15.9,24.93,24.58,15.27,30.315255,16.98,41.47,72.5,25.737593,28.58,68.51,52.83,22.99,33.7,24.7,29.1,175.41,81.42,32.56,122.976482,15.02,23.36,55.42,45.95,22.09,34.24,18.2,216.27,40.257517,25.71,45.1,20.23,42.65,47.02,29.41,59,20.83,56.53,45.34,49.74,72.74,44.783662,76.21,29.48,29.09,32.21,7.87,37.56,31.43,92.35,28.61,29,53.07,26.5,34.46,12.71,60.21,81.37,50.2,49.09,45.77,8.5,34.06,17.29,42.78,25.45,87.39,57.04
6/30/22,40.18,29.69,29.983989,18.26,22.18,27.04,31.13,17.62,95.71,56.21,17.03,9.39,25.86,24.77,35.57,31.78,74.4,75.58,13.31,21.73,22.85,31.05,44.05,23.48,39.15,15.09,22.86,56.710947,63.28,27.89,24.19,45.97,35.69,116.45,79.88,47,21.26,73.38,24.45,28.65,21.45,40.44,33.9,24.81,24.17,29.65,94.58,19.91,32.19,41.5,47.41,33.99,64.8,31.19,34.9,27.09,28.027965,19.17,13.42,653.78,19.4,21.26,39.27,24.31,21.86,26.02,33.6,27.39,17.53,35.67,15,10.86,30.13,15.6,13.98,3.81,144.2,35.62,13.63,28.71,14.403009,18.76,34.18,47.42,58.56,22.44,12.03,34.13,17.42,25.16,283.103141,34.67,20.77,13.84,10.69,26.66,24.509604,44.33,19.28,40.08,36.82,79.43,21.9,112.61,17.23,21.889648,14.95,66.42,31.95,6.4,29.72,26.97,159.39,38.27,37.59,13.03,30.653088,40.26,12.8,24.26,19.13,14.79,25.28,24.17,13.38,29.987361,17.2,37.53,68.27,26.731665,26.6,68.02,55.84,22.26,29.7,20.96,28.54,157.77,72.31,29.24,120.531068,15.7,23.09,53.99,48.25,18.75,33.04,17.26,179.21,37.352747,21.26,43.59,18.5,36.05,45.4,27.43,59.82,19.52,52.64,45.64,47.43,62.56,44.305758,72.1,27.15,29.19,30.84,7.62,35.07,30.19,86.1,26.15,26.48,46.02,25.44,29.26,10.41,55.66,70.6,48.37,42.15,39.17,7.46,31.71,17.05,40.09,24.34,80.15,50.9
7/31/22,47.29,32.89,31.624107,20.1,22.2,27,33.81,17.51,107.39,61.99,19.26,9.53,28.97,28.17,38.85,32.72,80.11,88.03,13.83,22.45,24.65,32.78,45.7,26.1,41.7,14.52,23.67,60.028084,67.33,32.39,25.8,44.52,37.97,130.4,86.79,45.27,21.66,77.77,26.44,30.17,23.68,43.33,38.19,26.67,24.43,34.08,101,19.3,31.8,47.03,49.03,36.3303,71.78,33.45,37.88,30.79,30.572497,18.25,14.82,756.68,22.34,21.59,44.18,24.82,22.36,26.51,34.12,31.86,18.2,37.57,14.2,11.96,30.205,16.7,15.06,3.62,162.71,41.53,13.55,30.05,16.635724,18.02,37.84,50.09,61.94,25.27,13.29,37.67,19.07,26.02,289.328477,37.29,23.6,15.04,11.78,28.85,24.480757,48.81,20.98,43.86,35.45,83.8,21.95,115.36,18.3,21.449091,15.5,77.8,35.44,6.805,31.21,28.68,177.45,41.62,40.54,14.72,30.897141,41.65,14.38,25.99,20.56,17.41,24.39,25.92,14.05,28.139233,18.09,40.1,74.09,26.524977,30.92,72.7,53.24,24.36,32.66,21.95,31.1,165.94,79.1,33.64,128.791795,15.14,22.21,59.29,44.84,21.18,35.78,17.11,185.57,39.868218,23.75,44.75,19.6,40.38,48.22,30.94,69.15,24.6,58.62,47.8,50.47,72.65,46.516067,77.15,29.87,32.47,33.56,7.355,38.74,34.03,90.5,25.12,28.02,47.2,24.94,30.94,11.69,60.01,76.38,54.88,46.45,43.87,8.8,34.12,18.65,47.72,26.01,86.04,54.55
8/31/22,46.68,35.56,30.266768,20.04,21.86,27.33,33.61,16.88,107.86,60.76,18,9.95,28.33,28.21,37.05,30.9,78.02,88.87,12.47,20.72,23,31.52,45.23,25.48,41.94,14.12,21.8,59.406121,65.38,31.93,26.32,48.75,36.68,129.96,85.01,45.07,21.15,80.3,25.03,29.95,21.79,42.25,34.69,26.24,24,31.26,100.49,19.3,32.18,45.72,48.53,38.23,72.17,33.28,36.41,26.6,30.048342,18,13.48,811.96,21.58,20.65,42.51,22.28,22.62,26.03,34.15,29.37,18.41,35.35,14.29,11.92,29,16,14.99,3.18,151.83,39.82,13.11,29.71,16.17722,17.5,37.56,50.68,58.78,24.72,13.4,39.04,18.92,25.99,296.202285,34.81,23.53,14.47,11.29,26.4,22.990374,48.23,20.52,41.73,36.67,78.23,21.6,113.73,17.69,22.053777,15.96,75.34,33.08,7.96,30.5,29.09,181.78,40.13,38.78,14.74,32.849567,40.55,14.07,25.5,19.44,16.69,23.53,25.73,13.72,29.073233,18.09,40.53,70.88,25.589959,29.89,67.84,48.68,23.23,33.67,22.18,29.78,158,80.71,32.76,131.048335,14.49,23.7,55.85,42.5,21.67,32.32,17.38,174.36,37.61228,23.59,43.11,19.05,40.16,47.19,29.64,66.26,23.72,59.03,47.19,46.84,61.91,46.297028,71.64,28.49,31.54,33.34,7.1,37.1,33.53,89.47,25.5,28.03,45.61,24.8,30.11,11.62,55.95,76.72,50.63,47.05,43.71,8.33,34.21,17.29,48.35,24.61,84.34,55.03
9/30/22,44.71,30.04,27.980589,20.08,22.18,23.02,30.2,15.97,89.47,59.08,16.83,9.46,26.52,27.3,34.17,29.95,76.12,88.86,11.65,19.75,21.98,29.11,42.6,25.41,38.46,13.03,21.76,57.151504,60.08,31.11,23.57,53.5,34.36,132.22,88.69,41.87,20.76,71.1,23.06,28.89,20.69,40.55,29.48,25.32,24.18,29.28,90.92,19,29.91,44.04,44.82,36.65,67.14,32.31,36.58,25.71,30.524846,17.5,12.84,797.43,21.08,19.37,41.83,21.88,22.9,24.07,31.96,25.59,17.24,31.97,13.09,11.6,27.55,16.1,13.67,2.83,130.55,38.68,12.13,27.26,15.748618,16.55,35.71,49.13,57.07,23.68,13.18,38.99,17.96,26.47,250.519892,28.81,22.51,12.64,11.34,24.85,21.019221,45.81,19.1,42.5,33.86,74.53,19.9,104.5,16.02,22.088331,15.86,72.81,29.71,7.02,27.29,28.73,176.32,36.99,37.95,14.31,32.956951,41.56,13.51,26.58,18.64,16.47,27.73,23.92,13.05,27.642425,17.87,39.56,66.68,24.408884,28.93,65.23,46.84,19.5,33.65,20.96,28.37,149.42,81.1,30.96,123.741916,14.31,22.91,50.94,38.3,20.07,30.23,16.85,151,35.29645,21.79,41.66,17.32,37.51,46.3,29.31,68.01,21.98,59.03,44.65,43.54,54.35,44.992746,72.62,26.83,30.63,31.42,6.52,35.75,33.1,84.29,22.62,25.11,40.32,23.48,26.59,10.8,52.29,65.74,46.48,45.2,40.22,8.13,33.37,16.16,46.46,20.81,81.55,50.86
10/31/22,51.51,36.59,33.805833,24.35,22.12,23.5,36.04,16.68,95.82,74.75,19.65,9.75,30.01,29.25,35.95,36.1,75.95,110.19,13.75,22.05,26.41,30.64,43.52,27.65,45.6,13.8,21.38,61.194265,62.43,35.42,25.42,56.56,40.9,155.05,100.85,42.56,23.7,70.5,25.05,33.47,20.52,47.29,33.69,28.72,23.78,34.53,104.46,18.64,31.28,53.47,45.28,36.38,71.57,38.15,44.57,24.51,35.490018,18.87,14.34,822.12,26.07,19.7,38.49,23.07,24.51,23.83,35.69,27.93,17.58,35.81,13.74,14.45,30.56,15.11,15.72,2.83,120.1,44.9,12.89,28.99,18.170716,18.97,39.29,57.28,61.98,26.78,15.18,42.75,14.91,33.69,246.668963,25.96,25.49,13.57,14.3,28.95,22.052874,55.87,23.13,49.6,25.69,87.01,21.54,125.88,17.87,22.502973,17.61,82.65,34.95,7.42,33.6,34.18,168.37,43.82,47.39,16.04,35.778206,48.73,15.06,28.4,22.58,19.56,26.25,26.47,16,25.834042,19.72,42.98,71.57,27.706052,30.27,76.87,54.99,22.42,39.57,21.56,33.1,161.83,82.99,36.41,146.625423,12.36,24.12,50.71,46.35,21.95,30.9,16.75,158.53,34.178463,23.87,44.68,19.94,39.85,58.16,37.81,78.19,27.58,60,57.91,44.79,51.5,48.278341,82.84,32.94,36.57,37.32,6.92,42.35,38.5,83.22,24.66,28.66,42.45,28.14,31.58,11.87,62.73,67.17,48.5,54.26,45.99,8.75,40.44,16.98,46.56,22.47,93.62,51.94
11/30/22,52.88,39.3,34.145639,24.6,22.9,22.54,37.85,16.97,101.94,70.62,18.85,9.86,30.27,31.18,36.72,35.89,80.67,104.71,14.22,21.64,26.07,29.59,43.78,28.84,46.47,13.71,22.48,64.718723,65.14,35.2,25.55,56.01,42.38,145.07,101.92,47.5,22.86,71.74,26.24,34.06,21.19,47.91,32.27,28.68,24.54,35.67,108.36,17.8,34.98,52.34,47.16,38.93,70.21,38.32,48.63,24.5,35.213646,20.58,14.72,816.46,26.43,20.86,36.95,24.99,24.85,25.32,36.36,28.05,19.45,34.65,15.21,14.1,31.44,14.63,15.34,2.55,127.61,44.21,12.35,34.2,18.59,20.56,39.86,57.9,62.65,27.05,15.48,42.98,16.26,32.9,292.790322,27.3,25.45,13.62,14.21,29.8,20.307683,54.84,24.54,52.68,25.96,90.52,22.14,138.18,18.81,22.295652,18.24,78.96,34.81,7.45,34.89,33,170.02,46.51,46.16,15.95,38.365171,55.61,15.29,31.98,23.36,19.11,21.22,26.91,17.46,25.834042,19.51,46.15,75.57,29.251291,30,75.59,56.94,22.53,41.22,21.75,35.5,168.26,83.89,36.95,150.940023,6.94,25.86,52.61,44.07,23.21,34.38,16.5,139.5,36.314998,23.21,49.5,19.91,42.13,57.1,37.42,74.02,29.97,59.99,54.5,46.81,59.76,47.860174,83.54,32.3,36.58,38.84,7.05,42.89,38.97,85.52,24.7,28.51,45.39,28.21,32.66,12.66,61.75,68.54,49.76,54.34,47.95,9.94,40.45,16.75,48.51,24.04,91.43,51.82
12/31/22,47.14,39.81,32.912629,23.09,23.61,23.175,33.12,15.93,88.18,63.2,17.99,10.53,32.04,29.9,33.97,32.88,77.56,103.79,14.15,21.24,24.72,29.43,41.69,24.66,40.79,12.69,21.43,61.741503,62.95,32.5,23.79,58.27,39.37,133.7,93.09,45.87,22.01,66.85,24.21,30.13,20.28,45.93,28.34,25.75,22.86,31.83,97.83,16.16,35.3,48.96,44.07,37.39,65.9,36.55,42.84,24.9,32.306971,21.89,13.97,758.36,24.23,19.38,34.4,23.45,24.5,24.36,32.81,25.8,18,32.08,14.12,13.05,29.94,15.36,13.76,2.15,121.89,41.11,11.85,33.44,16.83,19.65,37.3,49.42,59.49,24.75,14.1,40.03,15.08,30.64,275.96,27.58,22.79,12.81,13,30.01,20.932682,48.39,23.92,45.76,24.28,84.43,21.53,134.1,17.42,20.526079,18,72.97,33.48,7.14,31.75,29.97,145.06,42.07,43.42,15.73,39.341384,54.57,13.98,33.44,21.25,17.98,26.96,23.16,16.04,26.251361,22.65,40.06,72.68,32.046502,28.25,74.62,51.84,21.36,37.22,20.74,37.05,157.94,73.4,31.56,140.387287,7.28,26.62,49.64,40.92,21.56,31.19,16.76,115.22,35.965239,21.58,45.75,17.43,37.55,53.09,34.18,64.98,28.38,60.31,50.99,43.03,48.87,45.878861,77.58,30.84,34.91,37.59,7.31,40.49,33.8,83.52,23.41,27.33,43.61,26.13,28.08,11.31,59.01,59.56,47.18,47.34,41.29,9.46,36.98,17.24,45.34,25.55,84.52,49.16
1/31/23,47.16,39.35,31.951463,22.41,24.09,23.9,35.48,17.42,86.13,64.83,17.99,10.09,31.07,31.05,37.64,30.47,76.49,100.5,13.08,21.06,23.87,29.57,42.23,25.58,43.96,12.89,21.79,60.371888,57.71,32.47,24.12,60.99,43.32,130.28,94.79,52.04,21.7,73.31,23.77,30.91,22.6,43.08,30.37,24.22,23.66,29.82,116.73,16.73,35.54,53.32,47.49,39.54,78.52,35.8,39.85,26.05,30.98229,20.56,14.71,777.68,25.33,19.19,35.62,21.91,24.73,24.71,36.29,29.97,17.66,32.13,14.38,14.27,29.66,15.15,13.53,2.2,140.88,42.64,11.84,35.95,16.73,19.44,38.52,45.59,58.44,23.29,15.17,38.4,15.64,28.53,292.34,27.57,23.87,12.89,12.12,32.7,23.153835,51.48,22.17,46.87,26.29,79.69,20.85,139.96,19.19,20.2449,18.25,70.71,34.33,8.54,31.15,31.47,156,42.23,39.31,14.95,40.56,53.53,14.14,34.35,23.92,17.5,23.76,24.75,16.99,25.903595,25.32,45.67,75.86,32.676409,29.67,71.13,50.98,23.46,37.09,20.705,40.99,165.43,78.73,32.34,124.927231,9.02,26.79,52.56,44.98,23.54,32.11,16.34,128.95,37.853939,22.31,42.09,17.48,41.95,49.19,36.38,59.96,33.93,66.07,50.55,49.39,55.73,44.92,75.33,30.47,29.12,35.91,7.9,40.2,32.54,90.19,26.31,26.47,49.8,27.15,28.15,11.88,55.56,75.37,42.77,52.65,46.87,9.75,37.17,16.1,48.31,21.9,91.47,53.16
2/28/23,47.87,37.04,29.59224,23.15,24.22,24.11,34.3,17.55,90.25,62.98,17.35,10.29,29.87,29.06,35.42,29,74.86,104.68,12.96,20.21,24.14,30.18,41.15,26.56,42.92,12.57,24.65,60.000006,61.05,35.67,23.84,57.9,41.76,131.82,98.2,50.28,21.33,70.1,24.25,29.73,22.43,42.75,30.8,23.93,22.5,30.64,112,17,35.39,54.46,43.81,38.97,76.21,35.42,41.49,26.61,29.75291,20.125,16.01,733.76,24.64,19.46,36.68,20.51,24.77,24.96,36.3,26.64,17.02,30.99,14.25,14.27,29.28,14.31,13.63,2,123.01,40.92,11.71,35.93,17.2,19.52,39.3,47.38,58.19,23.62,15.32,39.55,15.22,27.87,284.7,25.23,24.1,12.81,12.11,33.17,24.326911,49.12,22.05,48.53,27.01,79.68,19.7,143.35,18.29,20.979594,18.27,71.62,34.59,8.45,30.04,30.6,155.29,40.49,40.59,14.71,41.83,52.51,13.82,33.92,23.72,17.67,28,23,16.58,25.843978,27.35,46.03,73.49,33.309005,31.11,70.4,49.55,23.35,37.15,20.41,42,157.92,74.09,32.42,127.440737,9.17,26.9,53.49,44.5,23.32,30.51,16.75,115.05,38.163725,22.23,40.25,17.06,41.81,49.82,37.26,58.53,34.59,66.23,50.51,46.95,60.85,43.95,74.79,30.33,29.4,37.46,7.7,40.77,33.11,90.66,25.1,26.41,47.73,28.2,26.66,11.58,55.12,74.24,42,53.12,46.77,10.08,36.15,16.1,49.91,21.06,92.13,50.62
3/31/23,36.58,32.55,24.184471,17.98,20.8,22.66,28.6,12.53,83.1,54.37,13.13,8.75,26.45,25.06,22.58,21.89,52.08,84.41,10.5,17.22,20.34,24.86,36.19,20.76,34.52,10.2,21.71,52.925175,52.49,29.31,19.2,51.71,30.37,105.34,90.88,41.5,16.88,43.42,17.68,21.42,17.9,37.95,18.52,16.68,21.38,22.72,98.84,14.11,31.46,44.59,33.47,33.565,55.5,30.51,35.52,25.65,23.87285,20,12.43,973.1,21.77,14.89,31.9,15.67,17.78,19.28,26.64,27.12,13.5,27.22,12.64,11.6,25.89,11.5,10.1,1.36,13.99,32.95,9.63,30.01,13.82,16.86,33.37,42.01,50.68,18.57,11.2,33.03,11.06,21.4,233.44,17.99,21.71,9.82,8.33,29.67,22.475951,36.4,17.77,42.82,16.65,65.62,13.96,130.31,12.52,18.739231,16.34,62.64,30.58,7.67,24.42,25.61,119.57,33.46,33.71,11.78,31.46,47.18,12.03,29.42,18.48,14.42,23.81,19.86,14.06,23.260574,23.66,34.2,61.52,31.410718,25.75,54.81,43.35,19.18,29.62,17.78,34.06,127.1,55.16,24.02,118.264445,6.84,23.1,43.91,42.43,18.56,23.7,14.13,0.183,33.177158,17.49,30.7,14.28,30.83,43.15,31.45,55.14,27.85,48.96,41.59,34.1,58.06,37.48,66.21,26.65,24.7,31.94,6.38,35.2,28.12,57.72,22.11,22.81,36.05,23.74,18.26,9.24,44.3,35.54,34.66,39.42,37.38,8.21,30.7,15.13,37.61,18.27,72.95,29.93
4/30/23,33.5,30.33,20.96117,17.83,19.26,22.05,29.28,11.35,79.89,49.92,11.8,8.275,24.8,21.27,22.55,17.63,48.43,83.87,9.54,16.39,18.18,23.26,31.95,20.22,31.87,9.88,21.525,50.657601,49.96,30.46,18.76,53.25,30.94,110.25,91.19,40.15,15.87,43.37,15.78,21.36,15.88,36.01,21.84,14.97,19.1,20.6,103.47,14.02,28.84,42.76,25.1,30.85,51.69,28.69,30.78,24.21,22.309917,21.23,12.48,1007.18,20.7,12.03,29.26,13.59,17.55,17.48,26.2,32.07,11.7,26.36,11.69,11.48,24.7,12.34,9.71,1.23,3.51,29.18,8.85,29.91,11.93,14.97,29.07,33.23,50.88,16.16,11.2,31.33,10.53,17.61,194.56,9.76,21.77,9.1,8.5,31.02,21.269221,36.52,17.82,42.67,14.71,56,13.42,138.24,11.26,18.367349,15.3,50.67,28.06,5.94,20.7,22.62,125.8,31.8,32.24,10.42,30.21,34.55,11.69,26.88,16,13.41,21.6,19.17,12.29,22.853191,25.79,35.72,62.62,27.762448,26.06,48.08,40.35,17.48,26.56,17.19,38.31,130.25,54.23,22.24,108.040859,6.83,23.29,41.4,39.3,18.26,22.19,14.2,0.0931,31.70817,16.71,27.58,13.28,30.8,41.68,27.53,48.6,31.91,50.25,35.81,32.58,51.96,34.55,58.62,23.69,23.89,29.84,6.02,33.13,24.9,63.61,22.03,23.15,34.28,20.12,17.21,9.38,40.51,37.12,28.11,37.3,39.75,6.77,26.62,13.85,35.17,17.23,68.37,27.86
5/31/23,31.56,29.45,17.708742,14.81,18.32,22,27.79,10.69,84.57,43.27,10.61,7.4,23.63,20.45,18.92,16.17,39.15,81.32,8.22,15.99,18.7,22.85,29.51,17.96,29.24,9.3,19.33,43.492068,49.44,30.07,16.61,50.75,25.78,100.2,86.19,35.4,14.98,36.1,13.58,20.03,14.61,33.7,23.02,12.01,19.18,16.2,102.74,12.52,26.58,40.62,19.93,23.73,47.85,26.77,30.1,24.72,25.407193,16.7,12.65,1247.2,18.96,11.65,25.9,13.2,10.31,15.71,24.27,30.84,10.21,23.99,11.78,10.99,23.7,11.22,10.26,1.32,0.2664,26.45,7.37,28.4,11.16,13.02,27.6,28.82,48.63,14.4,10.31,30.79,8.89,16.35,192.82,5.24,21.47,8.02,7.28,29.52,17.307684,36.53,16.35,42.72,12.28,44.14,11,135.71,9.34,18.639458,13.59,50.23,26.03,6.34,18.88,22.18,119.16,29.93,33.55,10.23,27.17,37.91,10.51,24.12,14.2,12.42,15.97,18.1,11.84,24,23.09,34.58,57.18,17.025262,25.67,46.12,39.58,15.88,26.39,16.06,32.93,115.83,48.65,18.83,98.495521,7.61,24.03,38.42,42.14,17.27,20.68,12.52,0.1202,26.481768,16.27,22.97,11.26,27.09,41.13,26.82,41.9,30.86,47.3,32.56,30.47,51.92,32.44,52.3,23.24,20.88,27.63,6.25,29.42,22.61,56.64,21.81,22.75,29.9,17.73,17.27,7.38,37.83,33.9,25.46,35.55,39.81,5.66,24.14,13.52,33.44,16.8,63.57,27.29
6/30/23,34.21,33.17,19.553402,16.23,18.03,21.44,28.69,11.58,92,43.67,11.74,8.18,24.64,20.73,21.55,17.67,41.23,80.78,8.74,16.97,20.1,24.38,30.97,19.64,32.19,9.42,20.32,44.17234,46.88,30.64,17.65,53.7,26.08,107.53,89.99,38.41,17.4,42.36,16.59,20.28,15.71,35.57,30.26,13.28,19.3,17.63,116.85,13.23,28.94,39.1,21.16,24.93,52.79,29.49,29.75,30.92,28.332928,17.36,12.65,1283.45,20.44,12.29,28.49,11.25,11.27,15.74,26.21,33.72,12.02,24.14,12.37,11.44,24.34,11.38,10.38,0.9,0.55,28.23,8.42,30.07,11.92,14.26,27.18,31.17,50.73,14.93,10.78,33.21,10.41,16.17,213.18,5.92,22.8,8.42,8.28,31.46,17.95,38.38,16.96,44.2,14.85,44.51,12.11,145.44,9.24,19.773245,14.76,48.52,27.62,7.91,21.37,22.08,123.76,29.04,31.85,10.98,29.19,39.33,10.6,29.53,15.62,13.94,17.34,19.15,13.06,24.5,25.19,40.16,56.48,18.02384,26.55,54.99,43.79,16.34,27.08,16.99,35.69,125.95,56.65,20.68,102.056321,8.28,25.03,41.03,42.5,17.82,22.1,12.66,0.21,26.142002,17.25,24.75,11.56,30.25,41.93,27.19,45.37,32.65,51.5,33.2,30.35,60.72,32.47,55.7,23.24,21.12,28.61,6.66,29.67,24.99,60.9,22.955,23.59,33.04,18.08,17.93,7.75,38.3,36.47,26.81,37.75,42.68,5.84,25.61,14.49,37.72,18.41,72.62,26.86
