instrument,year,beta_mkt,beta_smb,beta_hml,n_obs
CUBI.N,2021,0.022295085406462543,0.01716565843929148,0.010845643563622236,12
CUBI.N,2022,0.0102627028687171,0.03882856083393765,0.019016491512297017,12
CUBI.N,2023,0.0053561128598538545,0.024057523256110255,0.022092378030489822,12
CVBF.OQ,2016,0.014720023401857782,0.00941968877670233,0.01556197357144563,12
CVBF.OQ,2017,0.03499341076201902,0.025741067499103078,-0.0008053342221142311,12
CVBF.OQ,2018,0.011645331456667301,0.010030613700056486,0.01697305617109707,12
CVBF.OQ,2019,0.0048346030884394145,0.014634880750716225,0.003990138431401066,12
CVBF.OQ,2020,0.004752299902338021,0.008469986983954111,-0.0007401268358572807,12
CVBF.OQ,2021,0.007776398121191998,0.003703419350509301,0.010497608407254987,12
CVBF.OQ,2022,0.002717109875889044,0.025588300665914103,0.01529272673650622,12
CVBF.OQ,2023,0.010087538601203507,0.011229503610833084,0.02522587869595966,12
CZNC.OQ,2016,0.0008459948503120367,0.014776067730612637,0.00694469693720224,12
CZNC.OQ,2017,0.019594637423655418,0.02173913508012365,-0.005843492430357516,12
CZNC.OQ,2018,0.0063054878846952565,0.0119934667003444,0.007359643293915417,12
CZNC.OQ,2019,-0.001717046944103007,0.006497202872682607,0.01480390055670077,12
CZNC.OQ,2020,0.0026453478495827446,0.03202181954433994,-0.003866675483777627,12
CZNC.OQ,2021,0.008031113424478948,-0.004261759620763406,0.007193520529503392,12
CZNC.OQ,2022,-0.0007275317348318208,0.008441747466709611,0.005042466085026278,12
CZNC.OQ,2023,0.006953358312384203,0.012091337214839975,-0.0024606368705472025,12
DCOM.OQ,2016,0.010194068273329046,0.007935723602176486,0.017438164550410275,12
DCOM.OQ,2017,0.022841036086497096,0.020113005583175234,-0.0053296789694099525,12
DCOM.OQ,2018,0.010062331363263715,0.01865518460574963,0.007285275785326863,12
DCOM.OQ,2019,0.008690411387837113,0.028651385069932048,0.009364912075461137,12
DCOM.OQ,2020,0.0056147534684426,0.033129002414328944,0.002532669524449988,12
DCOM.OQ,2021,0.016141741186717216,0.004165733218657687,0.008625075952537151,12
DCOM.OQ,2022,0.009396637777013628,0.01411998100844253,0.009784861626519141,12
DCOM.OQ,2023,0.006310821152232918,0.01950163866704623,0.023391329803386932,12
DFS.N,2016,0.017836791646742553,0.005042226198576302,0.015010681071783522,12
DFS.N,2017,0.012793735090447277,0.00227402106278704,0.01445899250622775,12
DFS.N,2018,0.01581198586387886,0.0030264380304543693,-0.0007662579467371897,12
DFS.N,2019,0.015613947391733385,-0.003465713720566873,0.004544900617730981,12
DFS.N,2020,0.012861489719799323,0.020581873788647745,0.01770448745793821,12
DFS.N,2021,0.00908947764093363,-0.00737775773505576,0.0027104907579456965,12
DFS.N,2022,0.005322034622221562,0.028850730496557286,0.02082565052102701,12
DFS.N,2023,0.012236928923140256,0.019116266261875424,-0.005374994878630437,12
EBMT.OQ,2016,0.007373150014038792,0.007814495345449098,0.021694573323635218,12
EBMT.OQ,2017,0.022414529438704877,0.008610916206611717,-0.006967990684645726,12
EBMT.OQ,2018,0.006465045521316767,0.011938795458352643,0.006394276951493464,12
EBMT.OQ,2019,0.005269936876769179,0.009967905596132568,0.004034651867363526,12
EBMT.OQ,2020,0.006745768578335819,0.009057138047489813,0.009166305330366673,12
EBMT.OQ,2021,0.0029826212359069216,-0.0020877561498419328,0.010514333605026257,12
EBMT.OQ,2022,-0.001926363455614206,0.009174017964527575,0.0046095436144089705,12
EBMT.OQ,2023,0.0035594896551725107,0.01786639151485421,0.006323581544335037,12
EBTC.OQ,2016,0.005270629473540867,0.013056166956629065,0.010872705123165259,12
EBTC.OQ,2017,0.011581500883683631,0.039158486238883405,-0.0008979623431548192,12
EBTC.OQ,2018,0.004691090139078187,0.02519317933342012,0.01567388927259207,12
EBTC.OQ,2019,0.012334283715890126,0.0007795386521382624,0.007345968387225484,12
EBTC.OQ,2020,0.0014341993324632316,0.015721646667963697,0.004893177105404915,12
EBTC.OQ,2021,0.004390489196288229,-0.005752282827043116,0.009096517079702326,12
EBTC.OQ,2022,0.004250099360547231,-0.001428855549155672,0.0021716804665029973,12
EBTC.OQ,2023,0.004644126870812917,0.01703222196228777,0.0031497604828815626,12
EFSC.OQ,2016,-0.0011070360504987623,0.006484687014327795,0.013911701980714127,12
EFSC.OQ,2017,0.03320425009333959,0.01615328643705748,-0.0047079070973402425,12
EFSC.OQ,2018,0.018245488862835682,0.014816478186083162,0.009874226530477159,12
EFSC.OQ,2019,0.007806904515060777,0.02403054452999123,0.005142598844694162,12
EFSC.OQ,2020,0.009803982977181104,0.014816597911180505,0.011902143733323054,12
EFSC.OQ,2021,0.012138044043366252,0.003771015907049004,0.013668457243208268,12
EFSC.OQ,2022,0.007139831754774984,0.024917959344062122,0.018110452741775977,12
EFSC.OQ,2023,0.0035543334940781914,0.01861763708597888,0.00153523849100861,12
EGBN.OQ,2016,0.010560301589271445,0.006436040513485003,0.014019358834942158,12
EGBN.OQ,2017,0.022119970981221145,0.02460984109699993,-0.011325691486148084,12
EGBN.OQ,2018,0.013185154799732372,0.008594660632157549,0.013216375706987958,12
EGBN.OQ,2019,-0.0024464967675701358,0.042001997935025716,0.010000894519590525,12
EGBN.OQ,2020,0.008550797618662977,0.024173148520959507,0.008191418343485673,12
EGBN.OQ,2021,0.0067629863052857155,0.004526207359253756,0.009067728675135202,12
EGBN.OQ,2022,0.0024485676838906173,0.008335053388652532,0.007368069428340538,12
EGBN.OQ,2023,0.018100900045779043,0.020683082516631535,0.018107799227278377,12
EVBN.A,2016,-0.003831616914149373,0.01973550613204096,0.012631818779174738,12
EVBN.A,2017,0.044034475114664344,0.015246197673323622,-0.027525206999846608,12
EVBN.A,2018,0.01197878865912952,0.014133014315440963,0.011688668807321265,12
EVBN.A,2019,0.007404428299868478,0.007126036432308142,0.005405803889999896,12
EVBN.A,2020,0.009526351368762601,0.003998705233518169,0.022000498249387518,12
EVBN.A,2021,0.008913849903278686,0.003365991080775945,0.0037302175906230536,12
EVBN.A,2022,0.001092526732077653,0.003380158653190163,0.007382144898928596,12
EVBN.A,2023,0.011373153547974364,0.009394530605464663,0.012223566655116713,12
EWBC.OQ,2016,0.02230316805318514,-0.0017108551389658794,0.022384035772270015,12
EWBC.OQ,2017,0.027747831912349544,0.018676498291776006,-0.012245922990896566,12
EWBC.OQ,2018,0.017398460651724266,0.01020438563442599,0.01281055519143536,12
EWBC.OQ,2019,0.015559354006705535,0.021146731809188243,0.011786586984790605,12
EWBC.OQ,2020,0.017030855658309786,0.02017179587467844,0.008185038239968996,12
EWBC.OQ,2021,0.008320218447196409,0.01809110114412959,0.007879633365342207,12
EWBC.OQ,2022,0.003881769652976178,0.01986094450830843,0.016229856801310612,12
EWBC.OQ,2023,0.010258413885038817,0.021348828807465955,0.008182783489925769,12
FBIZ.OQ,2016,0.008561040408282287,0.02121309942292398,0.007692700572547447,12
FBIZ.OQ,2017,0.03662746120878681,0.031182655088305557,-0.022466484445658498,12
FBIZ.OQ,2018,0.009326065610380735,0.006982372488923582,0.004206220372355175,12
FBIZ.OQ,2019,0.001460746822119355,0.015066244952259797,0.010916257570733917,12
FBIZ.OQ,2020,0.005637583957607422,0.007047221057401224,0.025756620979349117,12
FBIZ.OQ,2021,0.009087917919399686,0.003009125312411951,0.00809080519547771,12
FBIZ.OQ,2022,0.0029343482656435742,0.012036737807591985,0.016826561536642602,12
FBIZ.OQ,2023,0.008837606639327613,0.008817168418861342,0.008211404864285746,12
FBNC.OQ,2016,0.0009317740892688055,0.016106219306581706,0.02299481433413138,12
FBNC.OQ,2017,0.028162893209594822,0.02316187765702579,-0.006390999044049824,12
FBNC.OQ,2018,0.016561130104262925,0.018394707731876833,0.020519211996240978,12
FBNC.OQ,2019,0.006010553875134066,0.021292930362455435,0.004572191717897141,12
FBNC.OQ,2020,0.006884397856312192,0.0306459060061747,0.012109125395812305,12
FBNC.OQ,2021,0.015216998744631626,0.003973180498828802,0.01310743064187385,12
FBNC.OQ,2022,0.007920572877681758,0.020414882963160547,0.012861578113801866,12
FBNC.OQ,2023,-0.00037962816837464226,0.017423542364989546,0.004464626694742738,12
FCAP.OQ,2016,0.00821782598625741,-0.002275140417002421,-0.004380871178202403,12
FCAP.OQ,2017,0.0028443129930252036,0.011538586318712855,-0.005318711521721835,12
FCAP.OQ,2018,-0.007204048120646867,0.000979211358591344,-0.006388951762449448,12
FCAP.OQ,2019,0.007627462043062107,0.01440526031137171,-0.003719093082303984,12
FCAP.OQ,2020,0.0025037776342468035,0.03453841207558272,-0.011805786074104391,12
FCAP.OQ,2021,-0.0006051503282940092,-0.014625367268877964,0.0019895074793048117,12
FCAP.OQ,2022,0.0038442124904354905,0.004295147927640946,0.006159138280147615,12
FCAP.OQ,2023,0.018845075187245944,0.010451016172805222,-0.005661995028348488,12
FCBC.OQ,2016,0.003920409886259794,0.019351608173066234,0.010591849960979768,12
FCBC.OQ,2017,0.010862407492961131,0.02169224220859446,0.0018065353137531603,12
FCBC.OQ,2018,0.005952066177216414,0.021227186573737237,0.019695811119424825,12
FCBC.OQ,2019,0.004673769698545613,0.014498423337142963,0.004109540112856103,12
FCBC.OQ,2020,0.004198511174097085,0.01720071047004529,0.005080353627924699,12
FCBC.OQ,2021,0.00859540152635325,0.0009666973746443137,0.013303560704437988,12
FCBC.OQ,2022,0.0036988428764530472,0.022883737921450754,0.010460121525835243,12
FCBC.OQ,2023,-0.0036217214529851455,0.021379932808319683,-0.0009796396361312857,12
FCCO.OQ,2016,0.012044663690734238,0.0076153332294127685,0.004540407033947156,12
FCCO.OQ,2017,0.03136950069219874,0.008850973636588199,-0.030261372064796715,12
FCCO.OQ,2018,0.011599569439111604,0.02031789490224712,0.015201312826329113,12
FCCO.OQ,2019,0.00371217597292405,0.010406200639634242,0.009186123577047355,12
FCCO.OQ,2020,0.0030449741082773218,0.016919094558550334,0.01174987380326835,12
FCCO.OQ,2021,-0.0004467817318460493,-0.0012476804419449296,0.005775085310055193,12
FCCO.OQ,2022,-0.00010212407059801342,-0.003329905778108072,0.0018232661626197662,12
FCCO.OQ,2023,0.006478942906187789,0.000940108680791224,0.011681677987908496,12
FCF.N,2016,0.005006176010565215,0.012068395481672302,0.01726343144088002,12
FCF.N,2017,0.02654580759658568,0.01645798545394865,-0.001124966709805754,12
FCF.N,2018,0.015466759866422587,0.014051142492539918,0.012258176201742035,12
FCF.N,2019,0.00815977309025275,0.017254837331295205,0.010306560711172903,12
FCF.N,2020,0.005886497891105976,0.010709262620519784,0.017106003487904912,12
FCF.N,2021,0.014792918109724103,0.007723213197814944,0.01142754698214533,12
FCF.N,2022,0.005582269685370541,0.013128883108960116,0.010954146158810915,12
FCF.N,2023,-0.0003174565358668585,0.022952035896151763,0.0035290899361408376,12
FCNCA.OQ,2016,0.004034561964327609,0.014767587353102123,0.013602918293653196,12
FCNCA.OQ,2017,0.024989937288138947,0.020016600719292392,-0.0005731687341743608,12
FCNCA.OQ,2018,0.013386542147697557,0.007320635749675311,0.002637444760158609,12
FCNCA.OQ,2019,0.007727769294967899,0.011011435743889584,0.006050616143968994,12
FCNCA.OQ,2020,0.003328409177484988,0.00754864642331717,0.034088851743371125,12
FCNCA.OQ,2021,0.01723960943198137,0.009647039953493499,0.011073908875483355,12
FCNCA.OQ,2022,0.0020291483405998423,0.03412469255668534,0.014350804640888958,12
FCNCA.OQ,2023,0.008441821746437162,-0.002896634210781907,-0.0259365487120434,12
FFBC.OQ,2016,0.011707815856273418,0.015140005001949198,0.011336330471736189,12
FFBC.OQ,2017,0.02761297022123088,0.027468022184562145,-0.006520185135193653,12
FFBC.OQ,2018,0.015447180072911439,0.01513726906514017,0.014571570389347659,12
FFBC.OQ,2019,0.009616840738795129,0.01782531037077978,0.008927182380074762,12
FFBC.OQ,2020,0.005185988345213099,0.005512026563526909,0.025837152408611733,12
FFBC.OQ,2021,0.013430397104293758,0.008048278073373603,0.013141598527824008,12
FFBC.OQ,2022,0.00867910765613124,0.022669000882098864,0.015493077643936762,12
FFBC.OQ,2023,0.009417100102980448,0.014164765750082398,0.004444561756006212,12
FFIC.OQ,2016,0.004585852529879774,0.018390395772819465,0.008780912715536148,12
FFIC.OQ,2017,0.016603918835921726,0.019534004441650786,-0.0073006388480204056,12
FFIC.OQ,2018,0.008107089350910254,0.008696057536700238,0.00024567819280521194,12
FFIC.OQ,2019,0.004170448058257049,0.015358604805211614,0.0037935028895633997,12
FFIC.OQ,2020,0.0026677108391414545,0.01427707950267918,0.0224220731793106,12
FFIC.OQ,2021,0.011939046635887924,0.005767502566391481,0.006838853986760601,12
FFIC.OQ,2022,0.0024473743763720386,0.010032637720651261,0.010077329654584343,12
FFIC.OQ,2023,0.005935811556265956,0.023087699678032723,0.009674078036558141,12
FFIN.OQ,2016,0.016537080469171427,0.006115580726719058,0.011036000326051659,12
FFIN.OQ,2017,0.02675638030821654,0.020739888036466463,0.006025274258539002,12
FFIN.OQ,2018,0.014950466632161045,0.009366045283042536,0.020897952602935744,12
FFIN.OQ,2019,0.006967756004051635,0.011581648788736618,0.010418913893881679,12
FFIN.OQ,2020,0.00903134881936054,0.011112203349742684,0.0015364842629638992,12
FFIN.OQ,2021,0.0156176889250638,0.006488709147787137,0.007569461188201693,12
FFIN.OQ,2022,0.0005885010042435373,0.021594168643091296,0.00644971171885548,12
FFIN.OQ,2023,0.010426447223726744,0.015045667193558083,0.004933029639123284,12
FGBI.OQ,2016,0.012863086721954473,-0.0014395138060025216,0.01527271791199742,12
FGBI.OQ,2017,0.02711559655229084,0.014347742667405105,-0.010284163539996657,12
FGBI.OQ,2018,0.0035317020252231598,0.004334600420228846,-0.008103636469356718,12
FGBI.OQ,2019,0.0004233580208427329,-0.002462237663449093,0.021305869595544657,12
FGBI.OQ,2020,3.570737833496866e-05,0.012669842225147278,0.022198420608931246,12
FGBI.OQ,2021,-0.004759620019878629,-0.010839670733828072,0.006795020162131942,12
FGBI.OQ,2022,0.007009455363588359,-0.002143360890983494,0.011913156479517566,12
FGBI.OQ,2023,-0.010242001666348083,0.027153015736114283,0.0043516949924955126,12
FHN.N,2016,0.015888196420970873,0.00714745991466415,0.016488923967033643,12
FHN.N,2017,0.01789707158035994,0.012706473932988776,0.00375974594400519,12
FHN.N,2018,0.013973617937290683,0.01151448279288908,0.014050930784323777,12
FHN.N,2019,0.012667806051926625,0.007451322749184258,0.005300495392816582,12
FHN.N,2020,0.01177714417237466,0.012610146669557948,0.017542478190751987,12
FHN.N,2021,0.01604287900459503,0.011894755651629965,0.01208285643588544,12
FHN.N,2022,-0.001001036706066423,0.03831619351633041,0.018621042972162466,12
FHN.N,2023,0.018803252398310696,-0.0019594000245863087,0.028121530993133952,12
FISI.OQ,2016,0.012356255003341688,-0.0007840301543035355,0.011172455830816596,12
FISI.OQ,2017,0.03897435273111575,0.010091890918984398,-0.004703014200987276,12
FISI.OQ,2018,0.011815165473484185,0.01125145735491623,0.006948841163230251,12
FISI.OQ,2019,0.0010366927766630456,0.023540671303757574,0.0029799795030398656,12
FISI.OQ,2020,0.007953589165016187,0.022395883279611718,0.012873709805158574,12
FISI.OQ,2021,0.016727993819973044,0.0037154344166261885,0.011132905256115221,12
FISI.OQ,2022,0.0018277104010911384,0.005866356526444988,0.007816769016148063,12
FISI.OQ,2023,0.0033207191111152366,0.021626380974312777,0.012089535922632285,12
FITB.OQ,2016,0.021741657070673045,0.0022360531945497964,0.013506922044444637,12
FITB.OQ,2017,0.02116744380412097,0.0036906378655573568,0.008158803276135128,12
FITB.OQ,2018,0.0150647535842095,0.00012291278421386158,0.0187622885390355,12
FITB.OQ,2019,0.011635728690079155,0.00985728211540428,0.008443251779301005,12
FITB.OQ,2020,0.014127768254763088,0.0037625944180888268,0.019684065819920615,12
FITB.OQ,2021,0.00800083399074904,0.0046435380074598565,0.01327679732604604,12
FITB.OQ,2022,0.004916686761323539,0.02433913889588487,0.018965924154787227,12
FITB.OQ,2023,0.011314765286909716,0.01829450836951066,0.009969428410958481,12
FLG.N,2016,0.009280444776717257,-0.002143956855481429,0.009813277165867294,12
FLG.N,2017,0.03396857153911972,0.01176223479218011,-0.0018165750794280032,12
FLG.N,2018,0.01324009825305397,-0.0016325390801862844,0.00269056455468231,12
FLG.N,2019,0.01198773127519532,0.011965067169327388,0.0066719941872797174,12
FLG.N,2020,0.007554372937978079,0.015736688626428127,0.00557911330482572,12
FLG.N,2021,0.0014057385414980228,-0.00018375126716265247,0.008431904275216314,12
FLG.N,2022,0.008886094267182681,0.022649753931604476,0.012628337874246293,12
FLG.N,2023,0.015449378276716268,0.008605219305220383,-0.004600843184762157,12
FLIC.OQ,2016,0.0022490890156107394,0.015965917143228113,0.015953055439989525,12
FLIC.OQ,2017,0.019087028308992778,0.023384691377252242,-0.006964751969453687,12
FLIC.OQ,2018,0.004683919076460064,0.007184610234060754,6.752405260406977e-05,12
FLIC.OQ,2019,0.00203305232194809,0.013074802640836039,0.004948098645685034,12
FLIC.OQ,2020,0.0025461684365867127,0.019985342077253887,0.00713312883137087,12
FLIC.OQ,2021,0.0032610067965900442,-0.00853934594913892,0.010136932908098108,12
FLIC.OQ,2022,0.004336127089320995,0.009053283625831233,0.011043812706224744,12
FLIC.OQ,2023,0.010081002383670296,0.015860780213593745,0.009389087300464154,12
FMBH.OQ,2016,-0.0028195536809036232,0.014000339717396663,0.00955745236259992,12
FMBH.OQ,2017,0.03008426144305955,0.017705580500868602,-0.008259783085831744,12
FMBH.OQ,2018,0.012026524984156161,0.014278223164340673,0.011451376866823706,12
FMBH.OQ,2019,0.001542871447293983,0.013702816854665144,0.006603599477033558,12
FMBH.OQ,2020,0.007797583938611922,0.014873907908154413,0.008043832798452746,12
FMBH.OQ,2021,0.00889142779325028,-0.003899909119925384,0.011923144323552261,12
FMBH.OQ,2022,0.0044511976242961595,0.02202222920752403,0.013503252767158322,12
FMBH.OQ,2023,0.009087926439789416,0.006542035287021248,0.010369228447815987,12
FMNB.OQ,2016,0.006100082587359575,0.009999629577347735,0.007255639745200252,12
FMNB.OQ,2017,0.02616391842096838,0.02616551365358698,-0.011605862393128162,12
FMNB.OQ,2018,0.011424841089957574,0.017425052218092825,0.008467821237149778,12
FMNB.OQ,2019,0.004592528649949254,0.020290373769937257,0.006412485241827359,12
FMNB.OQ,2020,0.0068409545381774295,0.010854101977192894,0.011206953784099347,12
FMNB.OQ,2021,0.011691115690632064,-0.006672167358755001,0.013492470325700084,12
FMNB.OQ,2022,0.003159544554779614,0.004719375947337401,0.005690326352529688,12
FMNB.OQ,2023,0.0060118446453638515,0.01736347522997242,-0.00013332456089559103,12
FNB.N,2016,0.01042688868910338,-0.0004431312135430741,0.01619588340932028,12
FNB.N,2017,0.03325393523538933,0.021908515522371726,-0.0019018475874978923,12
FNB.N,2018,0.014375354324896495,0.008029286618765471,0.0054047874125068805,12
FNB.N,2019,0.011280990844075545,0.020069750650743286,0.011973346274967829,12
FNB.N,2020,0.008991010169568846,0.009368817993205316,0.017983457946754863,12
FNB.N,2021,0.010289847257757613,0.0068287580678360275,0.012898137542959919,12
FNB.N,2022,0.006434719868239245,0.030990158840273837,0.021782158963394797,12
FNB.N,2023,0.006996890814819479,0.017144473178135257,0.003918378256544824,12
FNLC.OQ,2016,0.0023867322017350964,0.01796173450497124,0.010572851629074093,12
FNLC.OQ,2017,0.017161246029127407,0.028797114162345497,0.001549903878375964,12
FNLC.OQ,2018,0.009151046309836364,0.007839016915006039,0.013983967526132329,12
FNLC.OQ,2019,0.0036259332837582526,0.004302699926798511,0.009085290393331207,12
FNLC.OQ,2020,0.003407518684084938,0.009835720861607698,0.011759766475178592,12
FNLC.OQ,2021,0.004130199559067649,-0.00756085925908256,0.011254314893366889,12
FNLC.OQ,2022,0.0028864574156926533,0.005474921404044764,0.008926365483245153,12
FNLC.OQ,2023,0.0036908877264043953,0.011920372437517084,0.0021231411304058097,12
FNWB.OQ,2016,0.007543028924834603,0.0022889698044631,0.005402677165743797,12
FNWB.OQ,2017,0.0346227112864123,0.02489829435642034,-0.02530416373270764,12
FNWB.OQ,2018,0.007799555795672012,0.008345672839313902,0.004628573097216263,12
FNWB.OQ,2019,-0.0007175526858724376,0.01136509496112676,0.0062562838145650244,12
FNWB.OQ,2020,0.0072065265414092755,0.03663568867771966,0.0074109289588132655,12
FNWB.OQ,2021,0.009684333187836552,-0.00925234592004216,0.006668053878128992,12
FNWB.OQ,2022,-0.0026068791564742766,0.004631709210554027,0.004662625846507845,12
FNWB.OQ,2023,0.00804366929014809,0.00189927101077561,0.012723917546030403,12
FRBA.OQ,2016,0.0035237689520726807,0.008229504818995773,0.01580986391043645,12
FRBA.OQ,2017,0.07138782273971657,0.02115766151021823,-0.013084522813882733,12
FRBA.OQ,2018,0.0030475890946713505,0.007012118125144223,-0.004322330940416886,12
FRBA.OQ,2019,0.0007249240853687364,0.005148616919906963,0.0023465302315416403,12
FRBA.OQ,2020,0.007760848956109679,0.0013567427064580546,0.02785333715086681,12
FRBA.OQ,2021,0.009121628222756105,-0.0025643238612782396,0.01181837482142269,12
FRBA.OQ,2022,0.00367783780877157,0.02441998449379361,0.01437972759017291,12
FRBA.OQ,2023,-0.00042664557990472994,0.023375588333305327,0.007694411598639556,12
FRBKQ.PK,2016,0.010559599920169624,0.013373959581079493,0.033022116844326384,12
FRBKQ.PK,2017,0.03574201409695301,0.03215014186872609,-0.024667321730284485,12
FRBKQ.PK,2018,0.016840047678293935,0.013585145984549919,0.025543614827286575,12
FRBKQ.PK,2019,-0.004981698415922022,0.037802347451742366,0.008956226721815801,12
FRBKQ.PK,2020,0.00804756346030554,0.02137846187422037,0.020017472647466655,12
FRBKQ.PK,2021,0.013348079285074472,0.003105487430780654,0.011459752520169432,12
FRBKQ.PK,2022,0.0006341739710281607,0.020297792767140437,0.017234408149382527,12
FRBKQ.PK,2023,-0.03392040172724566,0.025201761950506805,-0.027544279910261444,12
FRCB.PK,2016,0.007869700580240507,-0.000458155256941982,0.010993116281023532,12
FRCB.PK,2017,0.019546030307247116,0.02937746103774612,-0.019896398612589208,12
FRCB.PK,2018,0.011829697010809503,0.01171613021715433,0.011391850669589709,12
FRCB.PK,2019,0.005429222960740683,0.021997744904582218,0.0077241419214760625,12
FRCB.PK,2020,0.00974397155801183,0.006031674043289857,0.01309862357038091,12
FRCB.PK,2021,0.014191178222465652,-0.001023315014520237,0.004274645402281005,12
FRCB.PK,2022,0.005000824298397131,0.014980413513213442,0.003507705939918348,12
FRCB.PK,2023,0.03763298060703606,0.12693035164346692,0.05845148032246208,12
FRME.OQ,2016,0.012938419931700848,0.003884026969517126,0.017943315465013224,12
FRME.OQ,2017,0.035796405208078655,0.02302288887310747,-0.016990173577031954,12
FRME.OQ,2018,0.014803827670040494,0.015145083466197994,0.01474058268597688,12
FRME.OQ,2019,0.008656772300432238,0.020284445174255077,0.004762369669628175,12
FRME.OQ,2020,0.009024064243454366,0.02559768037939246,0.008135694732076856,12
FRME.OQ,2021,0.006894256179444421,-7.077509699546361e-05,0.012054018315986851,12
FRME.OQ,2022,0.00728486488281984,0.02685966220794475,0.01708821240255709,12
FRME.OQ,2023,0.008273173688224961,0.01726547500658341,0.008728459743708599,12
FRST.OQ,2016,-0.005149182471391195,0.015138940342989968,0.006515149895861467,12
FRST.OQ,2017,0.03274057036354192,0.024080051445172918,-0.024011196845262015,12
FRST.OQ,2018,0.013377789330210844,0.018080843098122502,0.016839379779992482,12
FRST.OQ,2019,0.009144936599079823,0.017868865767032876,0.005697972609923506,12
FRST.OQ,2020,0.005161712867637445,0.0205798179042885,0.013827282976908026,12
FRST.OQ,2021,0.008294594112657386,0.004883354119818488,0.003657398584999117,12
FRST.OQ,2022,-0.0004953081023064921,0.015972264132863123,0.009478397570853878,12
FRST.OQ,2023,0.006504159613305392,0.011850038266351412,0.014770708360773325,12
FSBW.OQ,2016,0.0017098804949157698,0.0116856916939532,0.007887229066955962,12
FSBW.OQ,2017,0.015668548269088763,0.012801738995244514,-0.019562389787100516,12
FSBW.OQ,2018,0.013295684148042367,0.01176273736261647,0.0029691291593981935,12
FSBW.OQ,2019,0.008581318204603837,0.01914685289624137,0.0028302440585564284,12
FSBW.OQ,2020,0.009214668988891077,0.007644310417321708,0.01773119786710864,12
FSBW.OQ,2021,0.008365793280506365,0.0010243555837080166,0.00901857146385963,12
FSBW.OQ,2022,0.00544299802790886,-0.001394891489956182,0.005039988734132454,12
FSBW.OQ,2023,0.0015052435020298082,0.01951222169110868,0.0029826386814173246,12
FULT.OQ,2016,0.005558052207083467,0.005482182571729935,0.01600531801634339,12
FULT.OQ,2017,0.03385149958709656,0.022795722408313176,-0.00966941421148327,12
FULT.OQ,2018,0.011754861008671699,0.006971915363974809,0.010264734943535334,12
FULT.OQ,2019,0.007307481671085256,0.009512311768160092,0.005690783082854676,12
FULT.OQ,2020,0.0039083936681480885,0.010172466029503176,0.01818988404474659,12
FULT.OQ,2021,0.014346412470215597,0.004919254437517512,0.012090916527028801,12
FULT.OQ,2022,0.00693363571235417,0.020834173483528524,0.015230723223399686,12
FULT.OQ,2023,0.003571364885314742,0.01687742626004392,0.008724388227924755,12
FUNC.OQ,2016,0.005518497964582659,0.019272040747919283,0.0045150569949031225,12
FUNC.OQ,2017,0.0020494160601543347,-0.0015030620667510954,-0.000808890542026635,12
FUNC.OQ,2018,0.005746581449984051,0.0218884962788748,0.007451152422470601,12
FUNC.OQ,2019,0.008712195749050296,-0.005819806228088888,-0.0015101809649174327,12
FUNC.OQ,2020,0.00966205762938891,0.0166238869655874,0.013213328912809123,12
FUNC.OQ,2021,0.004093550210692867,0.005408155088221164,0.006856624416305431,12
FUNC.OQ,2022,0.0020518029892452987,0.022628821123417478,0.018921196007160922,12
FUNC.OQ,2023,0.006997137814963575,0.01395728072400991,0.013981371400445159,12
GABC.OQ,2016,-0.0007542893901608554,0.019532269615691208,0.012459752950993493,12
GABC.OQ,2017,0.02723479710027018,0.036061193696991886,-0.005779510185380574,12
GABC.OQ,2018,0.010588226640052085,0.015094624576793817,0.005940140748181957,12
GABC.OQ,2019,0.005678237870516508,0.011446689340281242,0.004302989018677687,12
GABC.OQ,2020,0.0057566332491678016,0.015440363903452175,0.0030751147814890474,12
GABC.OQ,2021,0.005240763982762743,1.560111702532613e-05,0.013753027657992958,12
GABC.OQ,2022,0.005469611618454867,0.01917205304725914,0.014094860917294763,12
GABC.OQ,2023,-0.00016228950774210132,0.017959802324514065,0.0008902205913233381,12
GBCI.N,2016,0.011688675115594915,0.008572650383022781,0.01312779018329929,12
GBCI.N,2017,0.02982338808821502,0.021961004946907947,0.0029774030211254677,12
GBCI.N,2018,0.015135549847589108,0.009101002676135967,0.01678560559674499,12
GBCI.N,2019,0.005892048066586794,0.014325741276131414,0.004997044269767917,12
GBCI.N,2020,0.008825721391346774,0.01712208722899098,0.002289619799832497,12
GBCI.N,2021,0.007367761244659078,0.004923523319648987,0.009218777066628814,12
GBCI.N,2022,0.004568899160877804,0.03535949292417495,0.016064995406884972,12
GBCI.N,2023,0.004976853540095429,0.012418477967406088,0.008579577224345415,12
GSBC.OQ,2016,0.008729039579983774,0.00976991198841749,0.01579358971610182,12
GSBC.OQ,2017,0.013200912709485662,0.027671783975608575,-0.006929910787440052,12
GSBC.OQ,2018,0.011226074227922182,0.019313605322003897,0.02155554330121736,12
GSBC.OQ,2019,0.008630299292024999,0.020372408004970578,0.0034324413820027667,12
GSBC.OQ,2020,0.005787980215911318,0.01617423788999888,0.012487159065233013,12
GSBC.OQ,2021,0.007255668334122473,0.000943609180768771,0.007079438144863491,12
GSBC.OQ,2022,0.001875361566557686,0.01903433273962349,0.011645183323676806,12
GSBC.OQ,2023,0.0015800649802784478,0.01315587142877125,0.003943467536023107,12
