instrument,year,beta_mkt,beta_smb,beta_hml,n_obs
BSRR.OQ,2016,-0.007660574078911085,0.027203024638385667,0.016427984630501078,12
BSRR.OQ,2017,0.04594968064474277,0.010617886106857882,-0.005270639198312485,12
BSRR.OQ,2018,0.014372912553398624,0.011069562570828233,0.018266374640769134,12
BSRR.OQ,2019,0.006429317413609097,0.016361388604526492,0.011104416969161193,12
BSRR.OQ,2020,0.006685912034700375,0.013048861922052074,0.018562768713187884,12
BSRR.OQ,2021,0.010928844312520227,-0.007619471540535958,0.010732949562071242,12
BSRR.OQ,2022,0.0024355774511699026,0.020887834181849363,0.010778018609521166,12
BSRR.OQ,2023,0.005468315294750682,0.017595811622754337,0.007014971198032086,12
BUSE.OQ,2016,0.01684539048125832,0.00033047146166035246,0.010637199652677632,12
BUSE.OQ,2017,0.031325299271779426,0.018331906958644718,-0.008246802295002215,12
BUSE.OQ,2018,0.013334880729934277,0.012801968223457045,0.0064667653245381145,12
BUSE.OQ,2019,0.003048492807964989,0.01761463497800325,0.00668310158197644,12
BUSE.OQ,2020,0.007593093588918838,0.016714337592803656,0.011042934563738971,12
BUSE.OQ,2021,0.0039821028489768475,-0.004710057112268254,0.012661991012771313,12
BUSE.OQ,2022,0.00541740103843079,0.02287356930211491,0.015523588191064877,12
BUSE.OQ,2023,0.0017864151096190235,0.01658623649008959,0.0013850358983142734,12
BWFG.OQ,2016,-0.0017486301445937213,0.011176872622689855,0.011882772814351478,12
BWFG.OQ,2017,0.021287632132957292,0.020146883356804746,-0.008451441984075787,12
BWFG.OQ,2018,0.003528517475168613,0.006679249993149748,0.003219859510013391,12
BWFG.OQ,2019,0.0038582885297705587,0.008355433507386047,0.003829242231161176,12
BWFG.OQ,2020,0.0033632387334058475,0.014256210750083773,0.028771393846277818,12
BWFG.OQ,2021,0.009241306783650413,0.0012620310554279724,0.011063126795150143,12
BWFG.OQ,2022,0.0018595177528294396,0.01946646008546213,0.015807086749108575,12
BWFG.OQ,2023,0.0038660122555542534,0.01509562840892157,0.0037198705499068077,12
CAC.OQ,2016,0.010896269455202657,0.0019324393566591755,0.01633535493108692,12
CAC.OQ,2017,0.035215214919467,0.03227577580924765,-0.013092923087928178,12
CAC.OQ,2018,0.009737458237450924,0.015034432293855687,0.012994013770267588,12
CAC.OQ,2019,0.004636616302068226,0.026122070447390223,0.005402288875202696,12
CAC.OQ,2020,0.008844876740055609,0.010386479900542554,0.008004763586462725,12
CAC.OQ,2021,0.008463225552752574,0.005540242501854002,0.008975925981121853,12
CAC.OQ,2022,0.0006326410865926347,0.00757638301767315,0.006391184433575996,12
CAC.OQ,2023,0.011704064984308085,0.008431845325219579,0.0040608358442306945,12
CADE.N,2016,0.016822714723249435,0.003117830686649776,0.018453072892132223,12
CADE.N,2017,0.0327987774990953,0.023907224023824197,-0.00879937090600528,12
CADE.N,2018,0.016401790896165003,0.010346925385933183,0.008823113281895448,12
CADE.N,2019,0.008644667136300905,0.022435655111673756,0.008978724176912029,12
CADE.N,2020,0.007565620470648138,0.017774519106413283,0.012843666952276258,12
CADE.N,2021,0.002885015684666314,0.00478077284135601,0.009670549403720228,12
CADE.N,2022,0.006722257122430679,0.015013271715868,0.013440427250089834,12
CADE.N,2023,0.010673753517447662,0.013650403022914327,0.015165689112083418,12
CATY.OQ,2016,0.013395728389075674,0.006746729056379693,0.013841333538482766,12
CATY.OQ,2017,0.03947788968125766,0.021354210861973547,-0.001917168955321378,12
CATY.OQ,2018,0.015377828579222545,0.008287659735259472,0.009145751063054746,12
CATY.OQ,2019,0.00838068384325521,0.018687028852517412,0.009835173334111458,12
CATY.OQ,2020,0.013204872455024476,0.021309511890276068,0.005441717255214826,12
CATY.OQ,2021,0.004943654174877918,0.004874756897587666,0.009157540587571109,12
CATY.OQ,2022,0.006305529662344815,0.02373891597302669,0.01658502495325287,12
CATY.OQ,2023,0.0056755817819757436,0.020401899020991474,0.00859078255273078,12
CBAN.N,2016,0.012082903290298808,-0.0040320445307680955,0.013358994833604011,12
CBAN.N,2017,0.007351066428845483,0.003648290851314329,-0.00587846821034245,12
CBAN.N,2018,0.008939281394131887,0.017437981509101842,0.009615392379351492,12
CBAN.N,2019,0.005620010017844648,0.008760634531666454,-0.006301992206315253,12
CBAN.N,2020,0.0022036766601153833,0.015459957116524783,0.013757759518120284,12
CBAN.N,2021,0.001651575387084691,-0.005532857656312885,0.00837399572463211,12
CBAN.N,2022,0.0024103125555791725,0.016890161301431804,0.01250975531313042,12
CBAN.N,2023,0.0025597651841780516,0.017742734396379547,0.008650660249934274,12
CBFV.OQ,2016,0.005213894186189609,0.008479828945849283,0.005197565189763051,12
CBFV.OQ,2017,0.01241975886378825,0.02506270103844246,-0.014662614184752246,12
CBFV.OQ,2018,0.005410327376234852,0.015651773933994133,0.0002593766828953292,12
CBFV.OQ,2019,-0.004276792146099865,0.015487623355848593,0.007116220350427833,12
CBFV.OQ,2020,0.00889672955895262,0.0184994120563768,0.006590861299959095,12
CBFV.OQ,2021,0.005770086962075149,-0.0070334742090785735,0.004846768709592938,12
CBFV.OQ,2022,-0.0016151244536075614,0.008669090932041674,0.0057699845585414975,12
CBFV.OQ,2023,-0.000902867914373431,0.013210256868370164,0.004151825650841812,12
CBSH.OQ,2016,0.005806786199348192,0.004173855712044811,0.011858196165455684,12
CBSH.OQ,2017,0.02402858381073553,0.009477999317685188,-0.002194053204707851,12
CBSH.OQ,2018,0.011549851830432051,0.011257859108611764,0.013098930660380525,12
CBSH.OQ,2019,0.0028862503823100403,0.01904407916284927,0.00747428589739091,12
CBSH.OQ,2020,0.010495604660666909,0.0064045809415645225,0.008299435528006905,12
CBSH.OQ,2021,0.008012198345919555,0.004395877437424982,0.006719465717098368,12
CBSH.OQ,2022,0.003169386176173143,0.012917699563554378,0.009133345878539135,12
CBSH.OQ,2023,0.010019207771358608,0.005191681090582801,0.007883223846458204,12
CBU.N,2016,0.004646089973813146,0.015133000311380661,0.010670584250494596,12
CBU.N,2017,0.024313247435230063,0.014830458210943503,-0.002950752250561274,12
CBU.N,2018,0.012613952143987885,0.014398503152024844,0.018603287880505515,12
CBU.N,2019,0.006708457846390561,0.012982939280330306,0.00457790342051418,12
CBU.N,2020,0.006582683298883995,0.003485215168950357,0.006454491676545165,12
CBU.N,2021,0.014829613886729293,0.004978460122748234,0.009535915114538548,12
CBU.N,2022,0.0034869853581057856,0.015254321257699202,0.008333614272166147,12
CBU.N,2023,0.003461876808217472,0.015989537517078035,0.004341590933134073,12
CCBG.OQ,2016,0.005168070221217439,0.014493039221267271,0.015363037523686692,12
CCBG.OQ,2017,0.02512850258391575,0.03188472615580181,-0.0073227535319701255,12
CCBG.OQ,2018,0.012808764888862043,0.00497095170325742,0.014906226937614162,12
CCBG.OQ,2019,-0.003522410603085055,0.019875888141209667,0.01495932493735758,12
CCBG.OQ,2020,0.005760551669114244,0.013514477367121103,0.01491104321503757,12
CCBG.OQ,2021,0.0031196650130267227,-0.005015854081599861,0.008947156160370406,12
CCBG.OQ,2022,0.0036915416064026464,0.025637402368286683,0.013751357203562284,12
CCBG.OQ,2023,-0.007920858934465381,0.021196624601485588,-0.0009060635703074041,12
CCNE.OQ,2016,-0.005922849601942792,0.023481152300856678,0.011623143188286849,12
CCNE.OQ,2017,0.01545570226370134,0.020301146187328166,0.012846650362005621,12
CCNE.OQ,2018,0.012079292396492497,0.01853435824963529,0.012433208698113428,12
CCNE.OQ,2019,0.0139077268893393,0.011712311513027344,0.008064896734848505,12
CCNE.OQ,2020,0.0016620936619526027,0.018588898755568954,0.01862891505561727,12
CCNE.OQ,2021,0.007476176922919458,-0.002313076655983535,0.004665314050739791,12
CCNE.OQ,2022,0.003960908058055131,0.014870664285436819,0.009712983699326369,12
CCNE.OQ,2023,0.005923741952609427,0.008984789886078598,0.009652434218748333,12
CFFI.OQ,2016,-0.0016458708730218662,0.00894382894235666,-0.0014632110026144294,12
CFFI.OQ,2017,0.0463869567567234,0.021145786022650537,-0.004854667216960956,12
CFFI.OQ,2018,0.00598180365515784,0.024313364841503912,0.008151173189653216,12
CFFI.OQ,2019,0.0025219134917732824,0.008584563312835457,0.007496501980190141,12
CFFI.OQ,2020,0.005166182791142551,0.017759864646790056,0.004551888572275497,12
CFFI.OQ,2021,0.0009059495414751541,0.007804509711316782,0.005914285799351714,12
CFFI.OQ,2022,-0.004147969225158778,0.013233552711521717,0.009270894647207258,12
CFFI.OQ,2023,0.007100506383530535,0.00959006915279407,0.0031916435149764166,12
CFG.N,2016,0.023109297580584397,0.0038899710799900154,0.022866941463282085,12
CFG.N,2017,0.037178031472691324,0.02145959108329343,-0.002466703522537878,12
CFG.N,2018,0.015923160497325384,0.00211952457760152,0.011554075676950314,12
CFG.N,2019,0.01139374802549022,0.02020241456787255,0.008723967382562684,12
CFG.N,2020,0.014747760872949779,0.016131953915053992,0.013975975961704518,12
CFG.N,2021,0.0042716800511981064,0.005253538643262128,0.011662481194055583,12
CFG.N,2022,0.006886696677608467,0.0210604289970118,0.020508810147110923,12
CFG.N,2023,0.012006004245875907,0.017992878971168157,0.016372161399548963,12
CFR.N,2016,0.027599281984952338,-0.010753312536075532,0.007799325056856554,12
CFR.N,2017,0.039062177817378106,0.026659117606421406,-0.014762046758686424,12
CFR.N,2018,0.01481827222622897,0.007030694197035918,0.016264028412276137,12
CFR.N,2019,0.008283271429546914,0.01854910130128717,0.00888611081245257,12
CFR.N,2020,0.013900358944686138,0.017460518697735735,0.00893141388640268,12
CFR.N,2021,0.012111777657551516,0.005056244041357803,0.007820454696693535,12
CFR.N,2022,0.0032297599139645425,0.020719799976346976,0.0149094122009686,12
CFR.N,2023,0.004722599737097632,0.009055085511470086,0.006744100380316757,12
CHCO.OQ,2016,0.009929128477311866,0.0004875540122605852,0.01696238310401829,12
CHCO.OQ,2017,0.02703855878158639,0.033674118709877326,-0.011487079664311936,12
CHCO.OQ,2018,0.012172787133858307,0.011799603012257269,0.016980348324491835,12
CHCO.OQ,2019,0.0058456850070276786,0.015963386028782535,0.001674735918698924,12
CHCO.OQ,2020,0.0048583176239393715,0.013250657610452467,0.0036612969980601884,12
CHCO.OQ,2021,0.004824924007296839,-0.0011293574027021508,0.008947549100555535,12
CHCO.OQ,2022,0.0029753165703986376,0.01929796503088998,0.011263216990485901,12
CHCO.OQ,2023,0.0030183889499546448,0.011386135006856854,0.00220882643453826,12
CHMG.OQ,2016,0.008261023159302825,-2.114596290182444e-05,0.0022856227533570284,12
CHMG.OQ,2017,0.01980978863305036,0.029548556345617885,-0.010032455630140161,12
CHMG.OQ,2018,-0.0013162997105107058,0.022006034738431875,0.01389443485076605,12
CHMG.OQ,2019,0.006608777364337353,0.013534551708885949,-0.002716328415608268,12
CHMG.OQ,2020,-0.0038126906774230505,0.004503462119377593,0.018364709885513586,12
CHMG.OQ,2021,0.004081729852972116,-0.00747449318128615,0.009373979210699166,12
CHMG.OQ,2022,-0.0014385957615209257,-0.0005148417461946272,0.0009057805943926108,12
CHMG.OQ,2023,0.007836114323681507,0.010515803208595222,0.006213857095791898,12
CIVB.OQ,2016,0.009186279877694766,0.014541083732784971,0.01765073532115895,12
CIVB.OQ,2017,0.03261729414901808,0.024064390291058443,-0.012396543790239838,12
CIVB.OQ,2018,0.010455141575756144,0.013096278138404562,0.012710895316802733,12
CIVB.OQ,2019,0.0004388500395953107,0.023512973835012198,0.0043589512392704765,12
CIVB.OQ,2020,0.005592408320787969,0.023403534635875405,0.009636741002787198,12
CIVB.OQ,2021,0.01024730926457218,-0.006161265192291693,0.012235668748779537,12
CIVB.OQ,2022,0.0026869552307146106,0.020982931007047616,0.011323356181215464,12
CIVB.OQ,2023,0.007298956087536565,0.017007052987559584,0.00521852197002521,12
CMA.N,2016,0.025740780097754924,-0.004616147607800065,0.018520353292640956,12
CMA.N,2017,0.030343638803037302,0.016259309596268624,-0.0015106376083383576,12
CMA.N,2018,0.014044157568239256,0.003994779259787272,0.006089976258007357,12
CMA.N,2019,0.009830597613799872,0.03148338834416481,0.011736510954662431,12
CMA.N,2020,0.010440103656667345,0.013925082483012602,0.024158052170477062,12
CMA.N,2021,0.007893370945774407,0.0028361411536246928,0.012410680863463685,12
CMA.N,2022,0.003161024172794764,0.01313508359861019,0.012155735815426765,12
CMA.N,2023,0.014464527457132887,0.021153289933061523,0.021056789149610622,12
CNOB.OQ,2016,0.009573565094462444,0.015705382520272766,0.021164477670889355,12
CNOB.OQ,2017,0.014278562967868617,0.0031434485128931204,0.005077562026849645,12
CNOB.OQ,2018,0.011393807249227013,-0.0005376806878518584,-0.007670068168390996,12
CNOB.OQ,2019,0.005260445626312836,0.01942021060170594,0.009684336879709392,12
CNOB.OQ,2020,0.009944168299788288,0.024900093274338484,0.01065759166231025,12
CNOB.OQ,2021,0.011489246365573564,0.003369878746660994,0.007302663047117236,12
CNOB.OQ,2022,0.007005773635314897,0.014394982975996461,0.010276064489157495,12
CNOB.OQ,2023,0.014459760265599534,0.013439966031280408,0.01748302925924757,12
COLB.OQ,2016,0.010613320353507167,0.008818342964262909,0.015126860615864893,12
COLB.OQ,2017,0.025484422121003825,0.023657799753049148,0.0025093585852822738,12
COLB.OQ,2018,0.009928558000025121,0.012242569626402949,0.010937593613647885,12
COLB.OQ,2019,0.009079348545429097,0.005078752238728695,0.013488292426882723,12
COLB.OQ,2020,0.003954385485220104,0.012732517054296934,0.018695170302624728,12
COLB.OQ,2021,0.0012237062792593667,0.012019174837255765,0.009547386489826223,12
COLB.OQ,2022,0.004488844567499612,0.025906111008114137,0.018530662765986076,12
COLB.OQ,2023,0.0043634156188810495,0.017108720290113837,0.011283082743128753,12
CPF.N,2016,0.012483895829362652,-8.121655521208491e-05,0.012092275802535368,12
CPF.N,2017,0.037358721599169205,0.029978116576654237,-0.017038621752574517,12
CPF.N,2018,0.008539293153063067,0.012644938393424728,0.018713715433310275,12
CPF.N,2019,0.0117272950338448,0.011008705346892678,0.000630153070153198,12
CPF.N,2020,0.012432823166791781,0.016832694651856495,0.010673707601099824,12
CPF.N,2021,0.01220288177346164,0.0019684272781035255,0.013136323759122985,12
CPF.N,2022,0.00458534320597437,0.006063908975346109,0.007342524783103272,12
CPF.N,2023,0.006280817194309388,0.01983299085560329,0.0050836979051529264,12
CTBI.OQ,2016,0.0050819700799893865,0.0050621568481596935,0.01482908875741383,12
CTBI.OQ,2017,0.015363258926693898,0.017840388689275212,-0.0005145624580116612,12
CTBI.OQ,2018,0.010783957334627179,0.017638133314826006,0.020085037748768957,12
CTBI.OQ,2019,0.004747173685688708,0.01123690086491376,0.008466325229870493,12
CTBI.OQ,2020,0.006865705512830934,0.013790323775443335,0.009572362933882759,12
CTBI.OQ,2021,0.009359769531854176,-0.001054182133821515,0.009666330591159965,12
CTBI.OQ,2022,0.004376506138676856,0.01679169011782717,0.012980356022648598,12
CTBI.OQ,2023,0.002561996445042479,0.005978628172812356,0.005125000894362672,12
CUBI.N,2016,0.01672080772450718,-0.011562924026270524,0.019241717423790362,12
CUBI.N,2017,0.030357899037315117,0.029832820118057823,-0.005920981790878181,12
CUBI.N,2018,0.010491270024940274,0.0035721303589810044,-0.008534035566816122,12
CUBI.N,2019,0.011569079087055689,0.011231489620594651,0.014374105117929772,12
CUBI.N,2020,0.008610274219717122,0.00896455420931255,0.03446598209005002,12
