instrument,date,ritrf,rit,new_wacc,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score,esg_combined_score_1,total_assets,debt__total,price_to_book_value_per_share,capital_adequacy__total_,weighted_average_cost_of_capital_,beta_levered,wacc_tax_rate_,wacc_cost_of_debt_,wacc_debt_weight_,wacc_equity_weight_,lnta,td_ta,d_e,beta_unlevered,WACC_CAPM,yyyymm,mkt_rf,smb,hml,rf,WACC_FF,ticker_prefix,Year,Month,market_cap,equity_vol,asset_value,asset_vol,merton_status,distance_to_default,probability_of_default
BAC.N,2019-12-31,0.231232162,0.252632162,0.096474856,93.71635181,92.01588734,78.05375406,86.22948996,94.22387632,86.9951807,57.21303111,76.28986619,48.92282579,43.48201175,2434079.0,430169.0,1.289136553,14.7,5.349237711,1.646262365,28.77183,1.958150658,62.14512496,34.75691033,14.70507901,0.176727625,1.787993362,0.724091742,0.0591480901067067,201912,2.77,0.76,1.73,0.14,1.642293513268592,BAC,2019,12,231438855452.0,0.2979666327231077,231439272907.58472,0.2979660952696617,converged,44.23744256339208,0.0
BAC.N,2021-12-31,0.425188022,0.425588022,0.176394999,93.99980913,93.5264954,70.21682698,83.9594101,92.5716326,91.55028176,75.58004541,84.66738501,50.49034335,47.56625065,3169495.0,496199.0,1.464727956,15.8,1.630812608,1.488893228,19.20182099,1.50095176,57.52450314,39.80816052,14.96908283,0.156554593,1.445042986,0.686895608,0.0604077549030132,202112,3.23,-1.62,3.24,0.01,1.9253813023077455,BAC,2021,12,305945718788.0,0.2591478291349732,305946200322.1033,0.2591474212576498,converged,51.4315906171242,0.0
ASB.N,2016-12-31,0.316896093,0.318896093,0.202911468,21.15270351,51.36160457,54.43117179,45.07057771,18.2821119,46.74700286,54.13398693,42.67474871,45.07057771,42.67474871,29139.315,3853.83,1.281778915,12.68,6.444819083,1.211613167,29.66529,2.174938562,34.67078609,61.96618728,10.27984357,0.13225534,0.559511366,0.869455671,0.0764489075709542,201612,1.81,0.14,3.47,0.03,1.382824350030859,ASB,2016,12,3021489306.0,0.210795844565878,3021493045.9321117,0.2107955836478054,converged,64.42249201907175,0.0
ASB.N,2017-12-31,0.186351252,0.194351252,0.1499314,22.15799615,55.95320385,58.34019675,48.75525994,21.15270351,51.36160457,54.43117179,45.07057771,48.75525994,45.07057771,30483.594,4073.732,1.261481048,13.22,7.019117242,1.182026603,30.20409,2.410563459,21.42974031,75.28940467,10.32494392,0.133636867,0.284631555,0.986122367,0.0884881764667023,201712,1.06,-1.32,0.05,0.09,1.0147032037840296,ASB,2017,12,3171497613.0000005,0.1864897245576305,3171501566.335026,0.1864894920947611,converged,72.80714244788396,0.0
ASB.N,2018-12-31,-0.298050501,-0.279950501,-0.214269787,49.46342334,54.75894649,35.5374195,42.02091281,22.15799615,55.95320385,58.34019675,48.75525994,42.02091281,48.75525994,33615.122,4527.056,0.923416031,13.47,8.075832362,1.066817217,30.20409,3.342762277,17.52583241,77.9990597,10.4227313,0.134673199,0.224692868,0.922192982,0.0857362076204829,201812,-9.55,-2.33,-1.94,0.19,-7.794338465405075,ASB,2018,12,2531736309.0,0.2135487850244838,2531740702.261276,0.2135484144590464,converged,62.00722389354239,0.0
ASB.N,2019-12-31,0.025128638,0.046528638,0.03756115,51.40386566,65.72278597,46.00551841,51.79833238,49.46342334,54.75894649,35.5374195,42.02091281,51.79833238,42.02091281,32386.478,4195.423,0.945066493,13.21,7.344833488,1.212277798,30.20409,2.246902417,20.36161662,73.86407441,10.38549627,0.129542428,0.275663329,1.016668937,0.0880330689158366,201912,2.77,0.76,1.73,0.14,2.5869655426475364,ASB,2019,12,2914110750.0,0.2733677396022848,2914114821.429512,0.2733673576689903,converged,49.17821117227496,0.0
ASB.N,2020-12-31,-0.240059318,-0.235659318,-0.105415598,49.67131823,62.29109343,46.61129568,50.34298772,51.40386566,65.72278597,46.00551841,51.79833238,50.34298772,51.79833238,33419.783,2434.505,0.700445794,14.02,5.277634893,1.219278569,28.48654,2.196761976,43.66962993,47.64335788,10.41690331,0.072846224,0.916594293,0.736506911,0.0618167887099292,202012,4.63,5.01,-1.69,0.01,2.7012160670875556,ASB,2020,12,2365959471.0,0.419608872661605,2365961833.5545044,0.4196084536570366,converged,32.718397341350766,4.2756088813766204e-235
ASB.N,2021-12-31,0.24440949,0.24480949,0.200130967,51.67527036,72.07186715,43.24541309,54.76490108,49.67131823,62.29109343,46.61129568,50.34298772,54.76490108,50.34298772,35104.253,2224.633,0.880469596,13.1,1.922769597,1.134023776,22.48194681,1.50709914,14.14496048,81.07465475,10.46607757,0.063372179,0.174468341,0.998924739,0.0903333255401232,202112,3.23,-1.62,3.24,0.01,2.9794409159028494,ASB,2021,12,3247803375.0,0.198835957282783,3247805533.8851595,0.1988358251123109,converged,71.43647427222218,0.0
ASB.N,2022-12-31,0.049694408,0.063894408,0.056841911,50.5324411,72.6085666,66.2694704,63.4980147,51.67527036,72.07186715,43.24541309,54.76490108,63.4980147,54.76490108,39405.727,5173.869,0.909031349,11.33,7.862610266,1.016004267,19.88698746,4.698168963,14.25072667,80.56755007,10.58166644,0.131297387,0.176879236,0.889902202,0.0868338994692334,202212,-6.37,-0.76,1.35,0.33,-4.943052617964702,ASB,2022,12,3442099533.0,0.3190551905450637,3442104553.958063,0.3190547251429546,converged,41.95855398119247,0.0
ASB.N,2023-12-31,-0.029892888,0.019607112,0.023862006,42.74738517,87.9108311,68.07526008,70.3186843,50.5324411,72.6085666,66.2694704,63.4980147,70.3186843,63.4980147,41015.855,2808.243,0.811755601,12.21,6.725299121,1.021308211,19.61724684,4.949070387,26.11070038,68.72327702,10.62171398,0.068467255,0.379939687,0.782368264,0.0801356923811451,202312,4.85,6.29,4.89,0.43,3.7099983321926473,ASB,2023,12,3343724460.0,0.4509960399760807,3343727185.2468767,0.4509956723995794,converged,30.86135843233865,1.9720461951339646e-209
BANC.N,2017-12-31,0.2714412,0.2794412,0.194005714,22.15799615,24.86655784,13.40768703,17.16058002,21.15270351,25.09794342,7.433162685,15.1245185,17.16058002,15.1245185,10327.852,1875.707,1.405626313,14.56,6.881219201,0.982098994,31.375235,3.621027403,14.15888639,68.16723594,9.242599602,0.181616371,0.20770809,0.859575762,0.0708314246559423,201712,1.06,-1.32,0.05,0.09,0.7745068072402455,BANC,2017,12,2567063296.0,0.3320319836458644,2567065116.2714815,0.3320317482064369,converged,42.47836451325791,0.0
BANC.N,2018-12-31,-0.368283808,-0.350183808,-0.240534928,21.58687943,26.90616123,71.25582945,38.99755457,22.15799615,24.86655784,13.40768703,17.16058002,38.99755457,17.16058002,10630.067,1696.763,0.943640874,13.71,9.576469558,1.226682951,28.26105,4.875486551,12.96251198,69.98288329,9.271441774,0.15961922,0.185224034,1.082802554,0.0856214296637989,201812,-9.55,-2.33,-1.94,0.19,-8.060869059222851,BANC,2018,12,1703116072.0,0.3176587253224868,1703117718.6160755,0.3176584182022274,converged,43.43909853233005,0.0
BANC.N,2019-12-31,0.027175196,0.048575196,0.036874582,20.28455285,22.08563256,66.62527857,34.93957403,21.58687943,26.90616123,71.25582945,38.99755457,34.93957403,38.99755457,7828.41,1374.622,1.2186828,15.9,9.23060114,1.417062158,20.99961,3.631497038,16.01040103,66.45647384,8.965514703,0.175594022,0.240915596,1.190484143,0.0904512289797123,201912,2.77,0.76,1.73,0.14,2.706223114488798,BANC,2019,12,2244458846.0,0.3910670054240281,2244460179.995781,0.3910667729932084,converged,36.46264828908036,2.1682583899092887e-291
BANC.N,2020-12-31,-0.05643576,-0.05203576,-0.025792606,59.6320703,26.03722398,53.40078526,37.9013895,20.28455285,22.08563256,66.62527857,34.93957403,37.9013895,34.93957403,7877.334,801.625,1.037583975,15.9,9.151999085,1.854563481,21.00652,2.793478037,20.53231301,58.27415807,8.971744801,0.10176349,0.352339934,1.450775543,0.097664229935981,202012,4.63,5.01,-1.69,0.01,5.014143918506522,BANC,2020,12,1960508074.0,0.780029640405753,1960508851.9334016,0.7800293308886129,converged,18.50649139358618,9.152082427056207e-77
BANC.N,2021-12-31,0.128314177,0.128714177,0.093317062,60.77547065,37.22857482,74.91793295,51.69597128,59.6320703,26.03722398,53.40078526,37.9013895,51.69597128,37.9013895,9393.743,780.032,1.267087044,14.98,2.588304856,1.617301077,20.93924,3.277547515,25.91489044,67.28229768,9.147799108,0.083037401,0.38516655,1.239771357,0.1030709083403376,202112,3.23,-1.62,3.24,0.01,3.528191595832734,BANC,2021,12,2648387574.0,0.198939109774556,2648388330.978571,0.1989390529125631,converged,75.64172834222022,0.0
BANC.N,2022-12-31,-0.111157428,-0.096957428,-0.066128398,61.9919856,34.14939707,73.03272768,49.75201133,60.77547065,37.22857482,74.91793295,51.69597128,49.75201133,51.69597128,9197.016,1002.376,0.979783779,14.21,8.450735791,1.239085087,21.24215,4.672445064,23.0486046,76.9513954,9.126634363,0.108989263,0.299521594,1.002579762,0.0983116429676302,202212,-6.37,-0.76,1.35,0.33,-5.811330795112708,BANC,2022,12,2180467660.0,0.1639529083840443,2180468632.751313,0.1639528352413264,converged,89.1063390971187,0.0
BANC.N,2023-12-31,-0.104077123,-0.054577123,-0.016000068,59.08980188,59.93591641,74.82969626,62.95244192,61.9919856,34.14939707,73.03272768,49.75201133,62.95244192,49.75201133,38534.064,3847.921,0.780552288,16.43,6.844454732,1.170415274,15.37586305,5.096179393,39.48396114,60.51603886,10.55929791,0.099857648,0.652454488,0.754068457,0.0847628835088864,202312,4.85,6.29,4.89,0.43,3.712448277486775,BANC,2023,12,1894412786.0,0.5009699573529293,1894416520.197749,0.5009689698610802,converged,25.972473885870507,5.068405105908979e-149
ABCB.N,2016-12-31,0.364835536,0.366835536,0.325377554,21.15270351,39.29607554,55.73947668,39.55706507,18.2821119,40.15431986,66.39093137,43.81727795,39.55706507,43.81727795,6892.031,630.054,2.355335889,10.106,8.819529648,1.360975371,31.68618,2.387100586,11.82728389,88.17271611,8.838121096,0.091417755,0.134137684,1.246731645,0.1123811397094274,201612,1.81,0.14,3.47,0.03,2.2003967130554254,ABCB,2016,12,2685592600.9,0.3369766046854572,2685593212.333091,0.3369765279654835,converged,45.22150384776826,0.0
ABCB.N,2017-12-31,0.236129678,0.244129678,0.223786628,22.15799615,41.65562543,68.93388241,45.47738788,21.15270351,39.29607554,55.73947668,39.55706507,45.47738788,39.55706507,7856.203,366.742,2.232416978,13.139,7.884872134,1.1911948,31.49383,2.336282666,8.91751312,91.08248688,8.96905869,0.046681839,0.097905903,1.116321358,0.1046998813743429,201712,1.06,-1.32,0.05,0.09,1.2334695224533332,ABCB,2017,12,2994155385.6,0.2070851784283705,2994155741.5031366,0.2070851538129976,converged,76.89507003391877,0.0
ABCB.N,2018-12-31,-0.368227505,-0.350127505,-0.321741311,21.58687943,37.66456892,55.87830335,38.79781539,22.15799615,41.65562543,68.93388241,45.47738788,38.79781539,45.47738788,11443.515,261.345,1.032942789,12.229,10.82817279,1.392523336,31.10399,3.410669159,7.59749613,92.40250387,9.345178473,0.022837826,0.082221756,1.317869321,0.1195768722318313,201812,-9.55,-2.33,-1.94,0.19,-12.110887372770245,ABCB,2018,12,1985374147.7,0.3747595058304958,1985374401.3210888,0.374759457956955,converged,42.1684077982179,0.0
ABCB.N,2019-12-31,0.012022645,0.033422645,0.031373962,20.28455285,37.26774721,52.9672079,37.55299746,21.58687943,37.66456892,55.87830335,38.79781539,37.55299746,38.79781539,18242.579,1546.904,1.197244334,12.94,9.426956555,1.47480426,29.85871,2.245540802,11.59273148,88.40726852,9.811513646,0.084796344,0.131128715,1.350583811,0.1196164865783636,201912,2.77,0.76,1.73,0.14,3.737216720113381,ABCB,2019,12,2700828823.0,0.3521787032745854,2700830324.186078,0.3521785075252436,converged,40.72025731295027,0.0
ABCB.N,2020-12-31,-0.210806244,-0.206406244,-0.151675405,54.42843622,49.6656972,74.30557249,56.3975123,20.28455285,37.26774721,52.9672079,37.55299746,56.3975123,37.55299746,20438.638,561.141,1.000134556,15.27,7.940022067,1.467601924,28.0153,2.564961458,24.33887537,75.66112463,9.925182408,0.027454912,0.321682707,1.191658665,0.1049205066540205,202012,4.63,5.01,-1.69,0.01,5.153231072530046,ABCB,2020,12,2474028939.8,0.5489421504297775,2474029484.356778,0.548942029602539,converged,27.65041174338384,1.3795784257701567e-168
ABCB.N,2021-12-31,0.218564459,0.218964459,0.194090919,53.38414502,59.17687046,66.63859379,58.53741293,54.42843622,49.6656972,74.30557249,56.3975123,58.53741293,56.3975123,23858.321,872.052,1.165765572,13.78,1.594365379,1.290137658,23.69886,2.159195174,12.28386328,87.71613672,10.07988832,0.036551273,0.140041089,1.165590842,0.1075547196994633,202112,3.23,-1.62,3.24,0.01,3.666053654172718,ABCB,2021,12,3266160884.7999997,0.2590415978640298,3266161731.078969,0.2590415307450481,converged,58.41720049245048,0.0
ABCB.N,2022-12-31,0.001439578,0.015639578,0.018290652,54.52979497,48.36522527,63.11737065,52.17831348,53.38414502,59.17687046,66.63859379,58.53741293,52.17831348,58.53741293,25053.286,2004.058,1.022723781,12.9,8.601081296,1.170387689,23.69886,4.531524705,13.99982634,86.00017366,10.12876028,0.079991822,0.16278835,1.041076266,0.1010981202187149,202212,-6.37,-0.76,1.35,0.33,-6.122989624828364,ABCB,2022,12,3141452648.1,0.3358286220704765,3141454592.9291353,0.3358284141638334,converged,42.39853273114963,0.0
ABCB.N,2023-12-31,-0.080048779,-0.030548779,-0.021095981,17.41491575,36.17008205,59.58580095,39.87768543,54.52979497,48.36522527,63.11737065,52.17831348,39.87768543,52.17831348,25203.699,639.901,1.069025446,14.45,7.47521268,1.13540901,23.51765,5.036362748,13.68620669,86.31379331,10.13474605,0.02538917,0.158563379,1.01260711,0.0997669880968573,202312,4.85,6.29,4.89,0.43,5.129491882964249,ABCB,2023,12,3589677356.5000005,0.4938568616375923,3589677977.489069,0.4938567762038304,converged,31.28046094601738,4.302623283901682e-215
BANR.OQ,2016-12-31,0.270504097,0.272504097,0.241648315,21.15270351,27.65481043,37.73748578,27.30228085,18.2821119,23.76090842,34.38112745,24.16261646,27.30228085,24.16261646,9793.668,255.101,1.358165746,13.4,8.2611278,1.255529529,31.88739,1.888614485,11.88405187,88.11594813,9.189491333,0.026047544,0.134868342,1.149897266,0.1054060529893206,201612,1.81,0.14,3.47,0.03,2.0304058954323443,BANR,2016,12,1439686430.0,0.2244640680530295,1439686677.561627,0.224464029455268,converged,69.2798743038717,0.0
BANR.OQ,2017-12-31,0.177885131,0.185885131,0.170467357,22.15799615,31.16594429,57.29924502,36.08603658,21.15270351,27.65481043,37.73748578,27.30228085,36.08603658,27.30228085,9763.209,194.769,1.380906517,13.81,7.204809401,1.049713213,31.375235,2.044033137,8.971228445,91.02877156,9.186376416,0.019949281,0.098553768,0.983216058,0.0954549102766519,201712,1.06,-1.32,0.05,0.09,1.0960578054825891,BANR,2017,12,1465777040.0,0.1748105789207697,1465777229.0127068,0.1748105563788609,converged,90.66133185833488,0.0
BANR.OQ,2018-12-31,-0.251547275,-0.233447275,-0.20959303,21.58687943,27.64934071,55.92271819,33.84625154,22.15799615,31.16594429,57.29924502,36.08603658,33.84625154,36.08603658,11871.317,773.275,1.249781585,13.12,7.894237981,0.917943584,33.3473,2.54786528,9.525334225,90.47466577,9.381880433,0.065138097,0.105281784,0.857752395,0.0868954592643847,201812,-9.55,-2.33,-1.94,0.19,-7.757816543274369,BANR,2018,12,1454770226.0,0.1745923568486242,1454770976.4212706,0.1745922667878405,converged,82.83435810080492,0.0
BANR.OQ,2019-12-31,0.059817067,0.081217067,0.073729214,20.28455285,30.48412377,59.84081503,36.6628188,21.58687943,27.64934071,55.92271819,33.84625154,36.6628188,33.84625154,12604.031,687.778,1.246519872,12.93,6.043018305,0.809516123,33.3473,1.823803646,10.8423868,89.1576132,9.441771962,0.054568098,0.121609209,0.748819911,0.0785874678444258,201912,2.77,0.76,1.73,0.14,2.1253730274515616,BANR,2019,12,1586028990.0,0.2673536854777884,1586029657.451089,0.2673535729669648,converged,54.778750173607776,0.0
