instrument,date,ritrf,rit,new_wacc,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score,esg_combined_score_1,total_assets,debt__total,price_to_book_value_per_share,capital_adequacy__total_,weighted_average_cost_of_capital_,beta_levered,wacc_tax_rate_,wacc_cost_of_debt_,wacc_debt_weight_,wacc_equity_weight_,lnta,td_ta,d_e,beta_unlevered,WACC_CAPM,yyyymm,mkt_rf_x,smb_x,hml_x,rf_x,WACC_FF,year,beta_mkt,beta_smb,beta_hml,n_obs,beta_merge,mkt_rf,smb,hml,rf,factor_merge,weight_sum,kE_FF
JPM.N,2016-12-31,0.245916924,0.247916924,0.085799071,81.76677549,88.33451226,79.6714931,81.52125165,80.25788503,80.66396463,79.53450666,77.84192763,43.76062582,39.46444208,2490972.0,495354.0,1.347064622,15.2,4.864092845,1.536081163,0.2905903,0.021265336769999997,0.6606575071999999,0.3058786752,14.72818355,0.198859722,2.15986782,0.60661174,0.0520327441593204,201612,1.81,0.14,3.47,0.03,0.012100713265500863,2016,0.0125644889296561,0.0005600854998139,0.0143000542981509,12,both,0.1336,0.0654,0.2281,0.002,both,0.9665361823999999,0.006977087698098104
JPM.N,2017-12-31,0.223383343,0.231383343,0.098152028,83.07976953,90.87151471,78.3867751,82.35306372,81.76677549,88.33451226,79.6714931,81.52125165,44.13705817,43.76062582,2533600.0,494798.0,1.595215926,15.7,4.749802032,1.21089798,0.2838487,0.021897463460000002,0.5856747691,0.3845027708,14.74515177,0.195294443,1.523200386,0.579143722,0.0533111284763972,201712,1.06,-1.32,0.05,0.09,0.013069331335196607,2017,0.014707275630213,0.005023157813153,0.0059334279424925,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9701775399000001,0.010103542212050069
JPM.N,2018-12-31,-0.227840382,-0.209740382,-0.075206638,79.42625998,86.57218312,79.61549665,80.04651898,83.07976953,90.87151471,78.3867751,82.35306372,43.39404601,44.13705817,2622532.0,533627.0,1.387652252,16.0,5.749096791,1.141126993,0.2838487,0.027308517810000002,0.5592181156,0.4107138674,14.77965082,0.203477784,1.361575929,0.577758212,0.0560654294163817,201812,-9.55,-2.33,-1.94,0.19,0.017580268503875708,2018,0.0145357656060366,-0.0021814092368706,0.0104295916180161,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9699319829999999,0.016175793590366076
JPM.N,2019-12-31,0.161745784,0.183145784,0.077109945,89.75067727,83.67356347,84.684426,83.90768208,79.42625998,86.57218312,79.61549665,80.04651898,43.2164673,43.39404601,2687379.0,516093.0,1.834591094,16.6,4.696227415,1.223973573,0.26626740000000004,0.02017936387,0.5987430723,0.3726255634,14.80407693,0.192043251,1.60682232,0.561719126,0.0519697797343114,201912,2.77,0.76,1.73,0.14,0.017708837119079078,2019,0.0108446638712225,-0.0024756956458092,0.008636531679037,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9713686357,0.0237334582251481
JPM.N,2020-12-31,-0.128975728,-0.124575728,-0.03496142,90.72326167,85.53549577,87.0453177,85.54538377,89.75067727,83.67356347,84.684426,83.90768208,51.78431979,43.2164673,3384757.0,542102.0,1.554374754,17.3,3.732272746,1.217916165,0.2107742,0.01306947606,0.6328385214,0.3330424226,15.03479267,0.160159799,1.900173907,0.487231507,0.0449120975253124,202012,4.63,5.01,-1.69,0.01,0.007764250316783439,2020,0.0115357511947717,0.0084679804361494,0.0096744307973468,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.965880944,0.003713244600755743
JPM.N,2021-12-31,0.321116288,0.321516288,0.144609133,92.41564734,80.5458233,85.70191403,82.86750878,90.72326167,85.53549577,87.0453177,85.54538377,44.8912012,51.78431979,3743567.0,548939.0,1.798016951,17.2,1.548870797,1.111852831,0.20336569999999998,0.01407785494,0.5379522759,0.43100786939999997,15.13554946,0.146635281,1.248126343,0.557515263,0.0525085305833948,202112,3.23,-1.62,3.24,0.01,0.008088048785221142,2021,0.0089908579303516,0.0046083175088411,0.0094032560812946,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9689601453000001,0.004767817049335514
JPM.N,2022-12-31,-0.01475927,-0.00055927,0.022397877,89.93750658,76.5931658,80.93472737,78.67279974,92.41564734,80.5458233,85.70191403,82.86750878,44.47658679,44.8912012,3665743.0,542505.0,1.485248713,16.4,6.028440795,1.118365688,0.1885095,0.044577474820000004,0.6244120952,0.339244106,15.1145416,0.14799319,1.840598213,0.448489391,0.0593228572877297,202212,-6.37,-0.76,1.35,0.33,0.027664248843295644,2022,0.0094874065381482,0.013479679114054,0.0144655540677456,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9636562012,0.014964570957145353
JPM.N,2023-12-31,0.117533025,0.167033025,0.085678921,92.25661154,73.63736439,83.11535669,79.51238312,89.93750658,76.5931658,80.93472737,78.67279974,39.90589216,44.47658679,3875393.0,653072.0,1.628492405,17.7,5.73092469,1.111174567,0.18800429999999999,0.04397559661,0.5874498167,0.3873621158,15.17015763,0.168517619,1.516539157,0.497966737,0.0627274039891452,202312,4.85,6.29,4.89,0.43,0.040610432781465367,2023,0.0071910916565745,0.0085531288279542,0.0006221189147088,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9748119325,0.05068584834763793
BAC.N,2016-12-31,0.294272635,0.296272635,0.088169495,93.34922256,76.20075905,53.99551693,69.91846793,92.72934151,70.75346278,57.12465537,68.43271701,38.62590063,37.47722807,2188067.0,411058.0,0.921933918,14.3,4.762380718,1.598445255,0.3188739,0.023617668589999998,0.699379706,0.259621837,14.59852906,0.187863534,2.693840064,0.563856359,0.0480886945717796,201612,1.81,0.14,3.47,0.03,0.013957878458164813,2016,0.0196198309653922,0.0055480857143033,0.0238646809381436,12,both,0.1336,0.0654,0.2281,0.002,both,0.9590015430000001,0.01042758794468239
BAC.N,2017-12-31,0.284169935,0.292169935,0.114572893,94.32511457,91.14427914,48.57815996,75.38431681,93.34922256,76.20075905,53.99551693,69.91846793,41.9684742,38.62590063,2281234.0,436933.0,1.240411104,14.8,4.784765439,1.329092417,0.31375235,0.02049993302,0.6067678974999999,0.362928731,14.64022708,0.191533617,1.67186515,0.618955918,0.0531894991368149,201712,1.06,-1.32,0.05,0.09,0.012847917445765786,2017,0.0212670152808267,0.0018693802917748,0.0044345043855782,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9696966284999999,0.011880811769620227
BAC.N,2018-12-31,-0.268533601,-0.250433601,-0.089850257,94.22387632,86.9951807,57.21303111,76.28986619,94.32511457,91.14427914,48.57815996,75.38431681,43.48201175,41.9684742,2354507.0,436569.0,0.980461714,15.1,6.103296922,1.304886603,0.293161,0.02685247043,0.5678119783000001,0.40181325360000003,14.67184192,0.185418434,1.413124065,0.65281828,0.0595341321537523,201812,-9.55,-2.33,-1.94,0.19,0.017259759997377912,2018,0.0157903300962626,-0.0017800234623641,0.0098496456717064,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9696252319,0.016133058331651094
BAC.N,2019-12-31,0.231232162,0.252632162,0.096474856,93.71635181,92.01588734,78.05375406,86.22948996,94.22387632,86.9951807,57.21303111,76.28986619,48.92282579,43.48201175,2434079.0,430169.0,1.289136553,14.7,5.349237711,1.646262365,0.28771830000000004,0.01958150658,0.6214512496,0.34756910329999996,14.70507901,0.176727625,1.787993362,0.724091742,0.0591480901067067,201912,2.77,0.76,1.73,0.14,0.017261530287631947,2019,0.0161680734142276,0.0070872247916492,0.007896374401188,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9690203528999999,0.024725467765409036
BAC.N,2020-12-31,-0.148520597,-0.144120597,-0.037192473,92.5716326,91.55028176,75.58004541,84.66738501,93.71635181,92.01588734,78.05375406,86.22948996,47.56625065,48.92282579,2819627.0,452578.0,1.055520927,16.6,4.16307957,1.594350872,0.28291340000000004,0.012556365540000001,0.6666454954,0.29971392609999997,14.85211516,0.160509883,2.224272673,0.614394316,0.0484433359658064,202012,4.63,5.01,-1.69,0.01,0.0073782550867848296,2020,0.014376862647335,0.0069106493349142,0.0087886811352877,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9663594215,0.004590304100467069
BAC.N,2021-12-31,0.425188022,0.425588022,0.176394999,93.99980913,93.5264954,70.21682698,83.9594101,92.5716326,91.55028176,75.58004541,84.66738501,50.49034335,47.56625065,3169495.0,496199.0,1.464727956,15.8,1.630812608,1.488893228,0.19201820990000001,0.0150095176,0.5752450314,0.3980816052,14.96908283,0.156554593,1.445042986,0.686895608,0.0604077549030132,202112,3.23,-1.62,3.24,0.01,0.009965354819997286,2021,0.0185953997476072,0.0032027489520547,0.0109596414602475,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9733266366000001,0.0075088084103703935
BAC.N,2022-12-31,-0.023749382,-0.009549382,0.021325501,92.5540416,94.12852816,70.22801476,83.89270397,93.99980913,93.5264954,70.21682698,83.9594101,49.89027722,50.49034335,3051375.0,498549.0,1.081917016,16.4,6.374252665,1.405726143,0.1751754106,0.0453008662,0.6504722538,0.3120169662,14.93110287,0.163385031,2.084733602,0.516898586,0.064368307763126,202212,-6.37,-0.76,1.35,0.33,0.029070929968639768,2022,0.010259882165449,0.0160433195327251,0.0170011951552696,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9624892199999999,0.015274360560704053
WFC.N,2016-12-31,0.300206995,0.302206995,0.116437165,91.47656339,77.2049598,84.6714931,81.19024,84.07776004,76.39654915,87.12437594,79.94497381,41.59512,45.40726952,1930115.0,351858.0,1.579373736,16.04,4.263513523,0.982199558,0.3147193,0.0213322813,0.6047723306999999,0.3560349074,14.47309014,0.182298982,1.698632123,0.453873147,0.0440007854235057,201612,1.81,0.14,3.47,0.03,0.011568699960605349,2016,0.0131883066744594,-0.0051049967037695,0.0185596073442017,12,both,0.1336,0.0654,0.2281,0.002,both,0.9608072380999999,0.007661537422493658
WFC.N,2017-12-31,0.207840619,0.215840619,0.101450417,92.98477167,78.65993893,89.61141662,83.77104709,91.47656339,77.2049598,84.6714931,81.19024,42.21447092,41.59512,1951757.0,328276.0,1.634418161,17.46,4.536545507,0.948817466,0.3136675,0.02203684903,0.5263957751,0.4331385306,14.48424055,0.168195119,1.215305815,0.517319372,0.0497235426637882,201712,1.06,-1.32,0.05,0.09,0.012139585187044673,2017,0.0128239680137986,0.0091260373604001,0.0047067527211999,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9595343057000001,0.009646005511513147
WFC.N,2018-12-31,-0.240220689,-0.222120689,-0.082931107,91.59599321,80.67178847,88.34368302,83.98208317,92.98477167,78.65993893,89.61141662,83.77104709,43.67643484,42.21447092,1895883.0,334831.0,1.220593958,16.89,5.727877728,1.072013561,0.3081062,0.027363969789999998,0.5415615528,0.4195218002,14.45519525,0.176609527,1.290902052,0.566254054,0.0543203319129809,201812,-9.55,-2.33,-1.94,0.19,0.01691096235436948,2018,0.0160558533767567,0.0005746641720844,0.0116105553692377,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.961083353,0.015869493720426203
WFC.N,2019-12-31,0.167838358,0.189238358,0.078616856,90.81550793,83.84685632,58.05554813,74.56057492,91.59599321,80.67178847,88.34368302,83.98208317,50.41160059,43.67643484,1927555.0,332703.0,1.343213436,15.31,4.53828491,1.106953117,0.3039068,0.02019179705,0.5925591914999999,0.37142689249999994,14.47176292,0.172603635,1.595358881,0.524493452,0.0482520979596273,201912,2.77,0.76,1.73,0.14,0.016795674072093186,2019,0.0077285520824014,0.005566326329492,0.0043379564063477,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9639860839999999,0.022795963366601727
WFC.N,2020-12-31,-0.282706868,-0.278306868,-0.058576648,91.13052984,80.98267892,52.92718116,71.06330408,90.81550793,83.84685632,58.05554813,74.56057492,42.21769855,50.41160059,1952911.0,271949.0,0.764725507,16.14,3.980210142,1.266459913,0.2678891,0.02105958043,0.6966785014,0.24907039399999997,14.48483164,0.139253146,2.797114865,0.415532721,0.0402941018597224,202012,4.63,5.01,-1.69,0.01,0.012411470513749422,2020,0.011641074205756,0.019622262516273,0.0065530230253493,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9457488954,0.006705402891662389
WFC.N,2021-12-31,0.438530948,0.438930948,0.206085816,88.71369128,78.32363608,59.0680208,71.64402068,91.13052984,80.98267892,52.92718116,71.06330408,45.92839332,42.21769855,1948068.0,195098.0,1.112753617,15.84,2.009096665,1.301313345,0.2093924,0.01990208027,0.4990199103,0.45162882660000003,14.48234867,0.100149481,1.1049337,0.694563882,0.0625405546369202,202112,3.23,-1.62,3.24,0.01,0.011020439673355756,2021,0.0174022938692097,-0.0003250455271214,0.009625471709632,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9506487369000001,0.007015701790290617
WFC.N,2022-12-31,0.090328532,0.104528532,0.062131193,89.59374671,75.68746162,71.49007988,74.77399595,88.71369128,78.32363608,59.0680208,71.64402068,38.08793255,45.92839332,1881020.0,226015.0,1.010248763,14.82,6.576520399,1.176937193,0.21242149999999999,0.04651379866,0.5426336955,0.4042221497,14.44732474,0.120155554,1.342414551,0.572090548,0.0653071957187313,202212,-6.37,-0.76,1.35,0.33,0.02637066325617511,2022,0.0080320259118383,0.0156655531796561,0.0181060216905425,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9468558452,0.016061014440713235
USB.N,2016-12-31,0.287997184,0.289997184,0.167564806,74.21371681,63.3681364,32.42922133,51.04307094,67.23016439,49.53154334,29.76945216,42.60883528,51.04307094,42.60883528,445964.0,47286.0,2.085565412,16.0,4.969372243,0.838823558,0.26172080000000003,0.02341925405,0.4048296965,0.5536788988,13.00799351,0.10603098,0.73116331,0.544760428,0.0561205746955572,201612,1.81,0.14,3.47,0.03,0.010285739005836722,2016,0.0109220081019237,-0.0026860672984013,0.0116255855528415,12,both,0.1336,0.0654,0.2281,0.002,both,0.9585085953,0.005935307545704708
USB.N,2017-12-31,0.206004223,0.214004223,0.137909728,75.13243601,64.6126814,35.35852023,52.69409462,74.21371681,63.3681364,32.42922133,51.04307094,52.69409462,51.04307094,462040.0,48910.0,2.033641743,12.9,5.15088223,0.853304292,0.26172080000000003,0.02346431796,0.3463501406,0.6163889074,13.04340675,0.105856636,0.561901969,0.60310987,0.0613092771903502,201712,1.06,-1.32,0.05,0.09,0.015331396194898853,2017,0.0297155805235268,0.0088831903913731,-0.009118618061136,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.962739048,0.015138976594667647
USB.N,2018-12-31,-0.259610373,-0.241510373,-0.12371757,75.43582083,62.91087012,34.32354658,51.43078247,75.13243601,64.6126814,35.35852023,52.69409462,51.43078247,52.69409462,467374.0,55479.0,1.63172154,12.6,6.408034741,1.033938346,0.26172080000000003,0.028887382160000002,0.4130865321,0.5487443284,13.05488507,0.118703651,0.75278506,0.664584934,0.0649879532984148,201812,-9.55,-2.33,-1.94,0.19,0.017480719373076423,2018,0.0160571819074237,-0.000836806247016,0.0127930002235995,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9618308605,0.01580124241418205
USB.N,2019-12-31,0.109738786,0.131138786,0.082845095,76.24117827,60.71433837,48.70252559,55.83625388,75.43582083,62.91087012,34.32354658,51.43078247,55.83625388,51.43078247,495426.0,62548.0,1.983040048,12.7,5.894260477,1.116100677,0.2611457,0.022084850880000003,0.3747435795,0.585107,13.11317328,0.126250944,0.64047017,0.757595687,0.0693807658181158,201912,2.77,0.76,1.73,0.14,0.019576764472614267,2019,0.0094780480952595,0.0048960719171832,0.0074846462600433,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9598505795000001,0.023007571216408507
USB.N,2020-12-31,-0.209991989,-0.205591989,-0.089933518,76.98169436,61.29160242,47.14739858,55.63468786,76.24117827,60.71433837,48.70252559,55.83625388,55.63468786,55.83625388,553905.0,51829.0,1.490408936,13.4,4.519649763,1.106555083,0.2611457,0.01582099422,0.483551466,0.46493032059999995,13.22474847,0.093570197,1.040051476,0.625721547,0.0556133114365081,202012,4.63,5.01,-1.69,0.01,0.005659924757367667,2020,0.0073038174518347,0.0104558889016858,0.0159854678760162,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9484817865999999,1.6117692436932833e-05
USB.N,2021-12-31,0.319927626,0.320327626,0.198427568,77.27983235,70.22181973,55.88843868,63.5866309,76.98169436,61.29160242,47.14739858,55.63468786,63.5866309,55.63468786,573284.0,42751.0,1.716446267,13.4,1.736643804,1.092828872,0.19176169999999998,0.01701365185,0.35486458800000004,0.6042182409,13.25913651,0.074572114,0.587311941,0.741057681,0.0692278200622441,202112,3.23,-1.62,3.24,0.01,0.008659202042231329,2021,0.0111417750145116,-0.0047973195317758,0.0118548940396959,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9590828289,0.006255072515648586
USB.N,2022-12-31,0.035617202,0.049817202,0.04063916,76.6526491,71.47213493,60.7741433,65.96213447,77.27983235,70.22181973,55.88843868,63.5866309,36.25209527,63.5866309,674805.0,69545.0,1.518858042,11.9,6.336451543,0.978488428,0.19176169999999998,0.04438238516,0.46201555419999996,0.4830851214,13.42217904,0.103059402,0.956385394,0.551886878,0.0641542887788122,202212,-6.37,-0.76,1.35,0.33,0.024299816757980024,2022,0.0052393788912646,0.0066846981015114,0.013098008026921,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9451006756,0.015994294485404594
USB.N,2023-12-31,0.069528011,0.119028011,0.068373005,71.88367404,69.36279693,58.91099306,63.73975909,76.6526491,71.47213493,60.7741433,65.96213447,51.48065799,36.25209527,663491.0,65353.0,1.390365364,13.7,5.790548733,1.081843085,0.19176169999999998,0.04380833699,0.5271498386,0.4176152043,13.40527057,0.098498699,1.262286031,0.535505463,0.0628191424722938,202312,4.85,6.29,4.89,0.43,0.03987401520557172,2023,0.0152920239174535,0.0146756019830842,0.0109697971438705,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9447650429,0.05078578823590747
PNC.N,2016-12-31,0.278917777,0.280917777,0.166546279,80.33107012,79.53542931,89.03816183,80.32216568,76.84259786,60.74958959,93.93501442,72.65677906,80.32216568,72.65677906,366380.0,52706.0,1.359608839,14.3,5.19339494,0.888347714,0.2587274,0.02663571564,0.4379139508,0.5620860491999999,12.81142633,0.143856106,0.77908703,0.563130763,0.0604618473431666,201612,1.81,0.14,3.47,0.03,0.012724844653993997,2016,0.0107612313957899,4.967379345344712e-05,0.0167255960258155,12,both,0.1336,0.0654,0.2281,0.002,both,1.0,0.0072560576340579015
PNC.N,2017-12-31,0.234963062,0.242963062,0.161570768,81.78697073,77.87503106,94.95115581,81.68382186,80.33107012,79.53542931,89.03816183,80.32216568,81.68382186,80.32216568,380768.0,59088.0,1.56793719,13.7,5.344189072,0.890351156,0.2506234,0.026157896969999997,0.3643980517,0.6356019483,12.84994554,0.155181108,0.573311729,0.622785897,0.0658246563498969,201712,1.06,-1.32,0.05,0.09,0.015548207337072177,2017,0.0247131653388938,0.0075019621436155,-0.0022948920539449,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,1.0,0.013224054014291702
PNC.N,2018-12-31,-0.265949731,-0.247849731,-0.145917813,80.65917739,78.78947637,94.15314338,81.59738936,81.78697073,77.87503106,94.95115581,81.68382186,81.59738936,81.68382186,382315.0,57419.0,1.221431805,13.0,6.885149559,1.01964367,0.2476848,0.03198501175,0.374870235,0.6251297650000001,12.85400016,0.150187672,0.599667871,0.702650464,0.0723929969280414,201812,-9.55,-2.33,-1.94,0.19,0.018948646146551375,2018,0.0156335411465652,-0.0003336924371595,0.0120865350052785,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,1.0,0.015881846092016712
PNC.N,2019-12-31,0.135785967,0.157185967,0.103547765,78.60841893,72.14283496,79.12731384,72.79859462,80.65917739,78.78947637,94.15314338,81.59738936,72.79859462,81.59738936,410295.0,60263.0,1.525116171,12.7,6.120615813,1.136762344,0.24138590000000001,0.02465316792,0.38732495159999997,0.6126750484,12.92463169,0.146877247,0.632186593,0.768297755,0.074376710651327,201912,2.77,0.76,1.73,0.14,0.02138877161952121,2019,0.0098212896149383,0.0009572586089371,0.0100166935944778,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,1.0,0.023087160389832117
PNC.N,2020-12-31,-0.146783927,-0.142383927,-0.073113779,76.82087565,73.23953395,83.07919968,74.4731524,78.60841893,72.14283496,79.12731384,72.79859462,74.4731524,72.79859462,466679.0,37195.0,1.251183332,15.6,5.931508098,1.359596814,0.2371585,0.01988172442,0.43966940520000003,0.5603305948,13.05339693,0.079701465,0.784660715,0.850507216,0.0768058682176232,202012,4.63,5.01,-1.69,0.01,0.009950735904910945,2020,0.0137837465449344,0.0117029691289519,0.0071650774853803,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,1.0,0.0058580487396653145
PNC.N,2021-12-31,0.30796423,0.30836423,0.225096865,82.74298054,74.64296028,83.85385197,77.54007797,76.82087565,73.23953395,83.07919968,74.4731524,77.54007797,74.4731524,557191.0,30784.0,1.661571243,13.5,1.710862676,1.332358726,0.1691579,0.021967465119999998,0.2870172699,0.7129827301,13.23066337,0.055248559,0.402558516,0.998423457,0.0931243894625311,202112,3.23,-1.62,3.24,0.01,0.009392397918086715,2021,0.0139929939973114,0.0019549092960039,0.0084820744999072,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,1.0,0.0058260930015732685
PNC.N,2022-12-31,-0.014922887,-0.000722887,0.010423263,79.82662904,72.00720251,70.79361806,71.0015771,82.74298054,74.64296028,83.85385197,77.54007797,71.0015771,77.54007797,557263.0,58713.0,1.582240931,12.3,7.796670479,1.13872467,0.1691579,0.04552183866,0.2891772942,0.7108227058,13.23079258,0.105359588,0.406820564,0.851062453,0.0889219832239725,202212,-6.37,-0.76,1.35,0.33,0.022054048115466268,2022,0.0046934931057546,0.0108238048330041,0.012398390294621,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,1.0,0.01563954070561791
TFC.N,2016-12-31,0.289289936,0.291289936,0.155398207,24.3362241,50.59669309,69.89050057,50.71496694,18.2821119,46.65570645,65.13684641,46.59049511,50.71496694,46.59049511,219276.0,23371.0,1.417547395,14.1,5.471509695,1.073585997,0.2905421105,0.024213664170000003,0.44196742829999996,0.5074182741,12.29808649,0.106582572,0.871012044,0.663548569,0.0609479196312694,201612,1.81,0.14,3.47,0.03,0.010817450307488617,2016,0.0113980602344627,0.0042014837393759,0.0112157054118037,12,both,0.1336,0.0654,0.2281,0.002,both,0.9493857023999999,0.006355860288311824
TFC.N,2017-12-31,0.213412659,0.221412659,0.131265385,30.37984676,63.49712874,68.21207962,57.23487101,24.3362241,50.59669309,69.89050057,50.71496694,57.23487101,50.71496694,221642.0,28586.0,1.460767275,13.9,5.290902616,0.978874818,0.2965023329,0.022479468960000002,0.3894871852,0.5650351548,12.30881875,0.12897375,0.68931496,0.659205384,0.061827411811497,201712,1.06,-1.32,0.05,0.09,0.01129688892026981,2017,0.0101577241029194,-0.0032480787231285,0.0094477293764243,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.95452234,0.009092247821080927
TFC.N,2018-12-31,-0.283654119,-0.265554119,-0.132243727,29.96612645,62.88244511,75.00289729,59.39734737,30.37984676,63.49712874,68.21207962,57.23487101,59.39734737,57.23487101,225697.0,28887.0,1.221592313,13.8,6.253531543,1.017448554,0.293309166,0.02800766076,0.4271419557,0.5298281364,12.32694867,0.127990182,0.806189642,0.648169181,0.0620842620732564,201812,-9.55,-2.33,-1.94,0.19,0.01668660987536117,2018,0.0144686504669804,0.0014088610908975,0.0159050450396813,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9569700921000001,0.01553766649209861
TFC.N,2020-12-31,-0.161855843,-0.157455843,-0.071302272,70.76615551,75.60060656,69.30289847,69.81289628,29.96612645,62.88244511,75.00289729,59.39734737,69.81289628,59.39734737,509228.0,45689.0,1.030221972,14.5,5.484132003,1.354575924,0.21006519999999998,0.01935206653,0.4270808575,0.49430367750000004,13.14065113,0.089722089,0.864005017,0.805093481,0.0682278704644791,202012,4.63,5.01,-1.69,0.01,0.005715188242899664,2020,0.0110915563168539,0.0047051236381891,0.0197769594906548,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9213845350000001,-0.0016458336961254882
TFC.N,2021-12-31,0.244244074,0.244644074,0.155726981,76.93039664,79.75898852,68.32011436,72.74215112,70.76615551,75.60060656,69.30289847,69.81289628,72.74215112,69.81289628,541241.0,41205.0,1.241952521,13.2,1.912398115,1.264883102,0.2044335,0.01932624396,0.331832825,0.6156901525,13.20161993,0.076130596,0.538960748,0.885289467,0.0780870627768396,202112,3.23,-1.62,3.24,0.01,0.008818802175642262,2021,0.0118059663507329,0.0033532185023565,0.0115654528175596,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9475229775,0.0060367521817012
TFC.N,2022-12-31,-0.005230721,0.008969279,0.018578766,75.36702509,80.03639959,74.48821769,74.96194667,76.93039664,79.75898852,68.32011436,72.74215112,74.63050604,72.74215112,555255.0,66625.0,1.06040846,12.4,6.899010797,1.075666302,0.19467030000000002,0.04417360259,0.3827394475,0.553341331,13.22718275,0.119989915,0.691687799,0.690841958,0.071880676890377,202212,-6.37,-0.76,1.35,0.33,0.022115729139143774,2022,0.0039102360282928,0.0071454418531635,0.0096728431141729,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9360807785,0.015361288468443923
TFC.N,2023-12-31,0.006510958,0.056010958,0.041364157,74.61173126,79.63667532,67.03483152,72.15302486,75.36702509,80.03639959,74.48821769,74.96194667,55.68729087,74.63050604,535349.0,63746.0,0.93922697,13.7,5.876195061,1.113004326,0.1945758,0.04371115891,0.5057075809,0.4206356105,13.19067415,0.119073726,1.202246239,0.565459547,0.0631948699409849,202312,4.85,6.29,4.89,0.43,0.03854359600366693,2023,0.0061252678157828,0.0210692785396027,0.0057680195196979,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9263431914,0.04930548353706871
FCNCA.OQ,2016-12-31,0.156390716,0.158390716,0.116130849,21.15270351,21.91797436,22.37627986,18.92677603,18.2821119,19.80092668,39.21364379,23.9381714,18.92677603,23.9381714,32990.836,1436.429,1.415368331,13.85,6.033419071,0.971768051,0.36709650000000005,0.02230548301,0.2929149687,0.7070850313,10.4039851,0.043540243,0.414257063,0.76990952,0.073446280478618,201612,1.81,0.14,3.47,0.03,0.008807310254440386,2016,0.0040345619643276,0.0147675873531021,0.0136029182936531,12,both,0.1336,0.0654,0.2281,0.002,both,1.0,0.006607643354109316
FCNCA.OQ,2017-12-31,0.187459834,0.195459834,0.151641047,22.15799615,23.26643699,30.13612446,22.38915755,21.15270351,21.91797436,22.37627986,18.92677603,22.38915755,18.92677603,34527.512,1564.047,1.451739743,14.21,6.756448614,1.143868028,0.35772370000000003,0.02276859001,0.2423121536,0.7576878464000001,10.44951173,0.045298572,0.319804725,0.948950709,0.0869427850606942,201712,1.06,-1.32,0.05,0.09,0.012933223322520662,2017,0.0249899372881389,0.0200166007192923,-0.0005731687341743,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,1.0,0.012392592658730333
