instrument,date,ritrf,rit,new_wacc,environmental_pillar_score,social_pillar_score,governance_pillar_score,esg_score,environmental_pillar_score_1,social_pillar_score_1,governance_pillar_score_1,esg_score_1,esg_combined_score,esg_combined_score_1,total_assets,debt__total,price_to_book_value_per_share,capital_adequacy__total_,weighted_average_cost_of_capital_,beta_levered,wacc_tax_rate_,wacc_cost_of_debt_,wacc_debt_weight_,wacc_equity_weight_,lnta,td_ta,d_e,beta_unlevered,WACC_CAPM,yyyymm,mkt_rf_x,smb_x,hml_x,rf_x,WACC_FF,year,beta_mkt,beta_smb,beta_hml,n_obs,beta_merge,mkt_rf,smb,hml,rf,factor_merge,weight_sum,kE_FF
RF.N,2017-12-31,0.259783834,0.267783834,0.206029208,62.20669713,54.57967964,71.52047932,57.458141,53.19620528,51.50771125,70.02172691,52.44053548,57.458141,52.44053548,124294.0,8632.0,1.274830814,13.78,7.679190939,1.317741644,0.30741630000000003,0.0270386418,0.2114007014,0.7546027159,11.73040501,0.069448244,0.280148344,1.103612023,0.0962028811245531,201712,1.06,-1.32,0.05,0.09,0.014189680645030792,2017,0.0276464324663122,0.0059628132478427,0.0005323627612771,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9660034173000001,0.01355796953958828
RF.N,2018-12-31,-0.358554795,-0.340454795,-0.254660091,69.61963761,47.97152163,60.66986867,52.66801118,62.20669713,54.57967964,71.52047932,57.458141,52.66801118,57.458141,125688.0,14024.0,0.960909265,12.46,9.746684352,1.405091933,0.30741630000000003,0.03496133429,0.206406496,0.7626796544,11.74155792,0.111577875,0.270633279,1.183298888,0.1028926964276806,201812,-9.55,-2.33,-1.94,0.19,0.017344916499020296,2018,0.0172297227871476,0.0012465151583096,0.0072309447077909,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9690861503999999,0.01618905358541365
RF.N,2019-12-31,0.063903257,0.085303257,0.062319549,80.3615413,72.41994073,47.46314627,63.57418892,69.61963761,47.97152163,60.66986867,52.66801118,63.57418892,52.66801118,126240.0,9929.0,1.096185051,12.68,8.349471528,1.570321891,0.3,0.023474136,0.26384737529999996,0.6797400147,11.74594014,0.078651774,0.388159251,1.234809877,0.0994464566297697,201912,2.77,0.76,1.73,0.14,0.01923468262671936,2019,0.0100673680248958,0.0183454076043721,0.01154367093899,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.94358739,0.021918924713547092
RF.N,2020-12-31,-0.184069234,-0.179669234,-0.108139717,84.68316142,80.50568692,44.51291095,66.86915772,80.3615413,72.41994073,47.46314627,63.57418892,66.86915772,63.57418892,147389.0,3569.0,0.940920507,13.56,7.757044088,1.596881417,0.29738559999999997,0.023397038440000004,0.2787646358,0.6273881926,11.90083063,0.024214833,0.444325601,1.216959393,0.0935348026428207,202012,4.63,5.01,-1.69,0.01,0.004417441435140974,2020,0.0114196666949213,0.0101204776611888,0.0185498149353949,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9061528284,-0.0002633094008737749
RF.N,2021-12-31,0.261131517,0.261531517,0.219319119,85.278048,79.48631891,83.66134066,80.57957388,84.68316142,80.50568692,44.51291095,66.86915772,80.57957388,66.86915772,162938.0,2407.0,1.232111358,12.74,1.995041766,1.448587642,0.21687979999999998,0.022271938489999997,0.10024034520000001,0.8319103146000001,12.00112504,0.01477249,0.120494173,1.32368303,0.111062312005224,202112,3.23,-1.62,3.24,0.01,0.007157929310263998,2021,0.0125068288766686,0.0072508708272385,0.0133082455615302,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9321506598000001,0.006502596153496959
RF.N,2022-12-31,-0.0187992,-0.0045992,-0.000139945,86.85040811,78.45001233,84.06177448,80.2749904,85.278048,79.48631891,83.66134066,80.57957388,80.2749904,80.57957388,155220.0,2284.0,1.410108942,12.54,8.813125265,1.23737707,0.2158631,0.04656989049,0.1002717125,0.8265749141000001,11.95259874,0.014714599,0.121309891,1.129897222,0.1000538257247706,202212,-6.37,-0.76,1.35,0.33,0.01659322194101863,2022,0.0066084841310835,0.0206744163911142,0.0166797869165867,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9268466266000001,0.015644780155767805
DFS.N,2016-12-31,0.294669352,0.296669352,0.144128068,23.49352748,50.88147633,73.41723549,52.00449569,22.84303853,51.98861688,70.41732532,51.79336452,52.00449569,51.79336452,92308.0,25443.0,2.603934049,15.5,6.204668534,1.466078734,0.37114240000000004,0.02761313722,0.534301298,0.4545466809,11.43288609,0.275631581,1.175459684,0.842963126,0.0695624844203671,201612,1.81,0.14,3.47,0.03,0.012976505357423581,2016,0.0178367916467425,0.0050422261985763,0.0150106810717835,12,both,0.1336,0.0654,0.2281,0.002,both,0.9888479789,0.008136693309865505
DFS.N,2017-12-31,0.320830798,0.328830798,0.162195647,29.51822378,53.14581786,67.90295905,51.8652637,23.49352748,50.88147633,73.41723549,52.00449569,51.8652637,52.00449569,100087.0,26326.0,2.665429509,13.8,6.105188521,1.515509085,0.37114240000000004,0.025376171250000003,0.5211255572,0.46795959400000003,11.51379509,0.263031163,1.113612295,0.891316777,0.0719986996258298,201712,1.06,-1.32,0.05,0.09,0.012386160608815377,2017,0.0127937350904472,0.002274021062787,0.0144589925062277,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9890851512000001,0.008697417434248352
DFS.N,2018-12-31,-0.332749233,-0.314649233,-0.143221999,28.9918111,46.26099994,74.32045303,50.76712922,29.51822378,53.14581786,67.90295905,51.8652637,50.76712922,51.8652637,109553.0,27228.0,1.849974053,13.5,7.634849463,1.522244505,0.36406419999999995,0.03165036055,0.5022208667,0.4873061224,11.60416373,0.248537238,1.030606519,0.919563181,0.0766536177563847,201812,-9.55,-2.33,-1.94,0.19,0.018391525470731356,2018,0.0158119858638788,0.0030264380304543,-0.0007662579467371,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9895269891,0.016997582630175905
DFS.N,2019-12-31,0.156562098,0.177962098,0.097096104,34.4487962,58.68573438,86.53447635,62.30018678,28.9918111,46.26099994,74.32045303,50.76712922,62.30018678,50.76712922,113996.0,25701.0,2.328924411,13.5,6.75786862,1.609225342,0.3531241,0.02163337925,0.4811585391,0.5077638353,11.64391864,0.225455279,0.947603011,0.997671264,0.0791637515933982,201912,2.77,0.76,1.73,0.14,0.01971737636631215,2019,0.0156139473917333,-0.0034657137205668,0.0045449006177309,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9889223744,0.025570923203606672
DFS.N,2020-12-31,0.003012959,0.007412959,0.009517564,34.7969454,54.75613166,84.1830021,59.73995965,34.4487962,58.68573438,86.53447635,62.30018678,59.73995965,62.30018678,112889.0,21241.0,2.824201606,16.1,5.116753214,1.78676909,0.3454595,0.01676214511,0.6343025825,0.34511343029999997,11.63416031,0.188158279,1.837953922,0.81105615,0.0604773161814619,202012,4.63,5.01,-1.69,0.01,0.007608472497576032,2020,0.0128614897197993,0.0205818737886477,0.0177044874579382,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9794160128,0.0018811783442428173
DFS.N,2021-12-31,0.237836166,0.238236166,0.160936301,36.60665359,58.66827208,79.51069368,60.48444115,34.7969454,54.75613166,84.1830021,59.73995965,60.48444115,59.73995965,110242.0,20227.0,2.697475766,17.6,1.823731757,1.690025276,0.2376981,0.021679866040000002,0.32852097620000004,0.6527428955000001,11.61043323,0.183478166,0.503293071,1.221415472,0.1022322620888625,202112,3.23,-1.62,3.24,0.01,0.007736083997083169,2021,0.0090894776409336,-0.0073777577350557,0.0027104907579456,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9812638717000002,0.003533930798532078
DFS.N,2022-12-31,-0.151801534,-0.137601534,-0.0587339,37.27925691,62.06793136,77.72924172,61.84772429,36.60665359,58.66827208,79.51069368,60.48444115,61.84772429,60.48444115,131706.0,20108.0,1.968554807,15.8,7.715736496,1.405308899,0.2289439,0.04566831223,0.4381146025,0.5389558728,11.78832744,0.152673379,0.812895127,0.863855105,0.0846138954135044,202212,-6.37,-0.76,1.35,0.33,0.024274281381901353,2022,0.0053220346222215,0.0288507304965572,0.020825650521027,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9770704753,0.01641512133716113
DFS.N,2023-12-31,0.035064213,0.084564213,0.061415338,36.29579375,54.96472612,62.86472228,53.099087,37.27925691,62.06793136,77.72924172,61.84772429,29.09445368,61.84772429,151713.0,21331.0,2.133057247,13.7,7.078482702,1.445723848,0.2289439,0.050578077820000004,0.46156587530000004,0.5133961854,11.92974586,0.140601003,0.899044224,0.853834333,0.0853583163122331,202312,4.85,6.29,4.89,0.43,0.044833951309536754,2023,0.0122369289231402,0.0191162662618754,-0.0053749948786304,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9749620607,0.052266765768326805
SBNY.PK,2016-12-31,2.777296497,2.779296497,2.521816285,21.15270351,33.0736496,31.56143345,27.76664624,18.2821119,31.30998024,29.27900327,26.07019138,27.76664624,26.07019138,39047.611,3200.488,2.270739644,13.46,6.602730428,0.880291942,0.4202498,0.01540478388,0.09294087924,0.9070591208000001,10.57253698,0.081963734,0.102463971,0.830931686,0.0839352002356758,201612,1.81,0.14,3.47,0.03,0.008643849615297596,2016,0.0093953776717636,0.0075261913717877,0.0213371293340869,12,both,0.1336,0.0654,0.2281,0.002,both,1.00000000004,0.008614434573767754
SBNY.PK,2017-12-31,2.170375352,2.178375352,1.962193337,22.15799615,36.52408317,46.67009838,34.91718067,21.15270351,33.0736496,31.56143345,27.76664624,34.91718067,27.76664624,43117.72,5242.381,1.871739749,13.32,6.962975474,1.017555798,0.41577489999999995,0.016521456599999998,0.09968170411999999,0.9003182959,10.67168933,0.121582983,0.110718292,0.955734669,0.0921003887118334,201712,1.06,-1.32,0.05,0.09,0.015236419725746417,2017,0.0303951999417171,0.0045530306719562,-0.0116688222368056,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,1.00000000002,0.015854689501050796
SBNY.PK,2018-12-31,-4.257297898,-4.239197898,-3.746590312,23.52538211,33.03176178,35.58738619,29.47435726,22.15799615,36.52408317,46.67009838,34.91718067,29.47435726,34.91718067,47364.816,6048.174,1.283962866,13.41,8.496792144,1.056695779,0.4060203,0.02148466578,0.1158542557,0.8841457443,10.76563495,0.127693392,0.131035247,0.980389808,0.093401956560023,201812,-9.55,-2.33,-1.94,0.19,0.016853031089432112,2018,0.0138774428066306,0.0001149642870461,-0.0024878032602342,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,1.0,0.017389171727750737
SBNY.PK,2019-12-31,-2.392061851,-2.370661851,-2.230603532,51.6393068,47.22842426,48.19955117,43.44888429,23.52538211,33.03176178,35.58738619,29.47435726,43.44888429,29.47435726,50591.809,4748.263,1.540782612,13.32,9.313306383,1.372788524,0.3949611495,0.01780244139,0.05881262144,0.9411873786,10.83154496,0.093854383,0.062487686,1.322777638,0.1193126882830321,201912,2.77,0.76,1.73,0.14,0.022744443113546058,2019,0.0139942877971452,0.0228069241520011,0.0044251474304676,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,1.00000000004,0.023492625326854956
SBNY.PK,2020-12-31,1.482884814,1.487284814,1.310052752,54.39040762,45.97932763,52.94067853,45.21047857,51.6393068,47.22842426,48.19955117,43.44888429,45.21047857,43.44888429,73888.344,3817.833,1.244983363,13.54,11.36123632,1.969459029,0.3303057,0.01862014134,0.12017240170000001,0.8798275983,11.21031037,0.051670301,0.136586306,1.804407906,0.1491882625870967,202012,4.63,5.01,-1.69,0.01,0.012535447109254205,2020,0.0203567578380822,0.0274577314087003,0.0007464059305012,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,1.0,0.012544413261138216
FLG.N,2016-12-31,0.177184186,0.179184186,0.135791105,44.74153298,33.61393941,63.98890785,40.6216915,40.89834515,32.09392922,61.17034314,39.32211137,40.6216915,39.32211137,48926.555,13673.379,1.265363015,11.71,4.81905146,0.646442187,0.36090125,0.01791718442,0.2587027811,0.7412972189,10.79807558,0.279467438,0.34898658,0.528554939,0.0587456890291833,201612,1.81,0.14,3.47,0.03,0.006919456680187872,2016,0.0092804447767172,-0.0021439568554814,0.0098132771658672,12,both,0.1336,0.0654,0.2281,0.002,both,1.0,0.005338061165355243
FLG.N,2017-12-31,0.223239299,0.231239299,0.192878163,46.0982659,32.71484744,67.38160604,41.20808043,44.74153298,33.61393941,63.98890785,40.6216915,41.20808043,40.6216915,49124.195,12913.679,1.010744219,13.86,4.748769535,0.551649777,0.36301079999999997,0.02175251512,0.1062359972,0.8277405487,10.80210696,0.26287818,0.128344561,0.509958573,0.0582678371268113,201712,1.06,-1.32,0.05,0.09,0.01382610651974984,2017,0.0339685715391197,0.0117622347921801,-0.001816575079428,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9339765459,0.014925072972003151
FLG.N,2018-12-31,-0.173243077,-0.155143077,-0.126065478,45.34574468,49.26392246,64.86453475,48.60123239,46.0982659,32.71484744,67.38160604,41.20808043,48.60123239,41.20808043,51899.376,14207.866,0.724267451,13.54,6.673498634,0.684460367,0.3643356,0.03921837401,0.09100282663999999,0.8271987075,10.85706205,0.273757935,0.11001326,0.639723532,0.0667175677573197,201812,-9.55,-2.33,-1.94,0.19,0.01632354574118576,2018,0.0132400982530539,-0.0016325390801862,0.0026905645546823,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.91820153414,0.016990924001271304
FLG.N,2019-12-31,0.203663321,0.225063321,0.171384687,42.98313557,49.86879202,58.47288549,46.63065091,45.34574468,49.26392246,64.86453475,48.60123239,46.63065091,48.60123239,53640.821,14557.593,0.904757675,13.27,6.525624355,0.989986553,0.3638481,0.02231813877,0.1859564904,0.7497646713999999,10.89006564,0.271390197,0.248019809,0.855074393,0.0770910854938744,201912,2.77,0.76,1.73,0.14,0.02015786549891874,2019,0.0119877312751953,0.0119650671693273,0.0066719941872797,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9357211617999999,0.02336427254750047
FLG.N,2020-12-31,-0.024980402,-0.020580402,-0.01064993,40.32394932,47.01419617,46.14266688,40.70685056,42.98313557,49.86879202,58.47288549,46.63065091,40.70685056,46.63065091,56306.12,16083.544,0.77209582,12.97,5.744532415,1.049075654,0.30381305000000003,0.0170124773,0.2511906546,0.6620375232000001,10.93855851,0.285644687,0.37942057,0.829867978,0.0714531151524755,202012,4.63,5.01,-1.69,0.01,0.006733109520744815,2020,0.007554372937978,0.0157366886264281,0.0055791133048257,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9132281778000001,0.00567647794305551
FLG.N,2021-12-31,0.290464325,0.290864325,0.222664611,29.91767151,43.0395722,38.22720237,36.90733572,40.32394932,47.01419617,46.14266688,40.70685056,36.90733572,40.70685056,59527.0,16562.0,0.868038679,12.73,2.030837298,0.959636126,0.2468425,0.025567379720000002,0.1832871874,0.7533931318,10.99418527,0.278226687,0.243282265,0.811031023,0.0767400490290594,202112,3.23,-1.62,3.24,0.01,0.005705455560906568,2021,0.001405738541498,-0.0001837512671626,0.0084319042752163,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9366803192,0.00288830497503657
FLG.N,2022-12-31,-0.071476254,-0.057276254,-0.03484739,53.39089291,48.2123539,11.87435389,32.24620366,29.91767151,43.0395722,38.22720237,36.90733572,32.24620366,36.90733572,90144.0,21332.0,0.704058295,11.66,7.752376617,1.009809942,0.2468425,0.053038058709999995,0.1761955553,0.7312925821,11.40916367,0.236643592,0.240937157,0.854710987,0.0806697435710888,202212,-6.37,-0.76,1.35,0.33,0.017258010916328847,2022,0.0088860942671826,0.0226497539316044,0.0126283378742462,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9074881374,0.013974845981580983
FLG.N,2023-12-31,0.157763855,0.207263855,0.170971393,64.34519131,59.83445895,24.0703138,44.41238234,53.39089291,48.2123539,11.87435389,32.24620366,25.64930494,32.24620366,114057.0,21267.0,0.939310652,11.77,7.219569673,1.102981786,0.2451028,0.04725144185999999,0.1522733305,0.7986911476,11.6444536,0.186459402,0.190653585,0.964209094,0.0910582464484646,202312,4.85,6.29,4.89,0.43,0.04793320208117104,2023,0.0154493782767162,0.0086052193052203,-0.0046008431847621,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9509644781000001,0.053214080786267354
ZION.OQ,2019-12-31,-0.034660107,-0.013260107,-0.002721435,58.05637955,42.50133331,50.76667416,44.92708585,21.58687943,39.41474051,51.26249167,38.00420829,44.92708585,38.00420829,69172.0,3776.0,1.262672674,13.2,7.016131802,1.577625066,0.31730769999999997,0.01687763276,0.4042192686,0.5564768135,11.14435144,0.054588562,0.726390137,1.054632035,0.0828056356327054,201912,2.77,0.76,1.73,0.14,0.016909170084888115,2019,0.0109070091515428,0.0243647260480647,0.0092915428589691,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9606960821,0.02201648376668837
ZION.OQ,2020-12-31,-0.246262074,-0.241862074,-0.142192205,56.76657322,49.52594298,64.5910959,53.16767437,58.05637955,42.50133331,50.76667416,44.92708585,53.16767437,44.92708585,81479.0,2908.0,0.97378,14.1,7.415574724,1.651625372,0.315116,0.01546700545,0.3266504946,0.6022128451,11.3081006,0.035690178,0.542417016,1.204253824,0.0911507291988779,202012,4.63,5.01,-1.69,0.01,0.0071206380697175775,2020,0.0118668111703118,0.0250399932006882,0.0095511024328204,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9288633396999999,0.006078241697143529
ZION.OQ,2021-12-31,0.194352481,0.194752481,0.163639373,59.67766824,47.44017419,54.75148549,49.34291993,56.76657322,49.52594298,64.5910959,53.16767437,49.34291993,53.16767437,93200.0,1915.0,1.363610281,12.8,1.756110641,1.411314005,0.2283465,0.017489128439999998,0.1324822548,0.8310623404999999,11.442503,0.02054721,0.159413137,1.256722436,0.1088220851464968,202112,3.23,-1.62,3.24,0.01,0.005028214244140084,2021,0.0040974173599287,0.0032271364596901,0.0103771075974268,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9635445952999999,0.0038989779310596297
ZION.OQ,2022-12-31,0.011589189,0.025789189,0.028873289,58.40970545,42.34191749,44.84144346,43.17012615,59.67766824,47.44017419,54.75148549,49.34291993,43.17012615,49.34291993,89545.0,11068.0,1.641213169,12.2,7.086573755,1.147021186,0.2250712,0.04505491487,0.42615124610000005,0.542649661,11.40249657,0.123602658,0.785315604,0.713071668,0.0747284301061269,202212,-6.37,-0.76,1.35,0.33,0.023409050257904733,2022,0.0031758394908355,0.0166197842957386,0.013031520549203,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9688009071000001,0.015719637616742315
FHN.N,2016-12-31,0.397703949,0.399703949,0.228786669,26.24009427,63.37673091,67.29379977,56.39321072,23.39728805,57.06349708,74.18096405,55.74522698,56.39321072,55.74522698,28555.231,1991.093,2.020203704,12.24,5.917471121,1.187212153,0.3188739,0.022152306030000003,0.4288245422,0.556202521,10.25959542,0.069727785,0.770986333,0.778428864,0.0693795281302344,201612,1.81,0.14,3.47,0.03,0.011115300472841694,2016,0.0158881964209708,0.0071474599146641,0.0164889239670336,12,both,0.1336,0.0654,0.2281,0.002,both,0.9850270632,0.008351230477141095
FHN.N,2017-12-31,0.189287278,0.197287278,0.116052499,27.50916671,64.31984883,55.01143903,52.47733163,26.24009427,63.37673091,67.29379977,56.39321072,52.47733163,56.39321072,41423.388,4900.732,1.559031238,11.1,5.277601556,1.033437205,0.31375235,0.022350202370000002,0.4336459885,0.5545280773000001,10.63160093,0.118308333,0.782009075,0.672525256,0.0634019026639886,201712,1.06,-1.32,0.05,0.09,0.012570357910092169,2017,0.0178970715803599,0.0127064739329887,0.0037597459440051,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9881740658000001,0.010674290533402093
FHN.N,2018-12-31,-0.378007362,-0.359907362,-0.213928894,51.98979642,64.30445953,67.43438225,57.87284595,27.50916671,64.31984883,55.01143903,52.47733163,57.87284595,52.47733163,40832.258,2304.886,0.954054592,11.94,7.191590723,1.11654518,0.2826105,0.03048380236,0.3724508951,0.6170308152,10.61722769,0.056447674,0.603617981,0.779150333,0.0748819583769467,201812,-9.55,-2.33,-1.94,0.19,0.01766174105719908,2018,0.0139736179372906,0.011514482792889,0.0140509307843237,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,0.9894817103,0.015423381921014528
FHN.N,2019-12-31,-0.053267129,-0.031867129,-0.008020962,50.26505859,64.87508797,61.41312471,56.13535867,51.98979642,64.30445953,67.43438225,57.87284595,49.02727529,57.87284595,43310.9,4312.39,1.100956097,11.22,5.637761258,1.30377734,0.219362782,0.01946682256,0.5003814078,0.4903178348,10.67615961,0.099568238,1.020524591,0.725667471,0.0670621639896043,201912,2.77,0.76,1.73,0.14,0.01936161831486407,2019,0.0126678060519266,0.0074513227491842,0.0053004953928165,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.9906992426,0.023979464550301068
FHN.N,2020-12-31,-0.3298809,-0.3254809,-0.164358414,60.23819785,61.64764558,44.09045139,51.24835401,50.26505859,64.87508797,61.41312471,56.13535867,51.24835401,49.02727529,84209.0,3872.0,0.939033561,12.57,6.286029135,1.567240192,0.21937139989999999,0.01735251332,0.4301177212,0.522871639,11.34105708,0.045980833,0.822606715,0.9543829,0.0788750484766169,202012,4.63,5.01,-1.69,0.01,0.006155375867017487,2020,0.0117771441723746,0.0126101466695579,0.0175424781907519,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,0.9529893602,0.0006293282876653119
FHN.N,2021-12-31,0.224738788,0.225138788,0.155084634,57.24378307,58.81992235,61.07099785,56.00423993,60.23819785,61.64764558,44.09045139,51.24835401,56.00423993,51.24835401,89092.0,3718.0,1.134693136,12.34,1.722359002,1.431142367,0.2186224113,0.0149422227,0.2868732916,0.6739631191,11.39742482,0.041732142,0.42565132,1.073951958,0.091085889984248,202112,3.23,-1.62,3.24,0.01,0.007974154306088312,2021,0.016042879004595,0.0118947556516299,0.0120828564358854,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9608364107,0.006862037271089029
FHN.N,2022-12-31,0.089383008,0.103583008,0.084737753,55.76246496,55.4883447,57.71108965,53.27382011,57.24378307,58.81992235,61.07099785,56.00423993,53.27382011,56.00423993,78953.0,4107.0,1.818038832,13.33,7.261647722,0.951472811,0.2133956,0.04619888983,0.1845714671,0.7533125463,11.27660802,0.052018289,0.245013133,0.797727969,0.0794796980683959,202212,-6.37,-0.76,1.35,0.33,0.019159415281817818,2022,-0.0010010367060664,0.0383161935163304,0.0186210429721624,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9378840133999999,0.016529715432002077
FHN.N,2023-12-31,-0.123637289,-0.074137289,-0.031099237,50.44288543,51.90633784,79.33456174,58.90986285,55.76246496,55.4883447,57.71108965,53.27382011,36.04175777,53.27382011,81661.0,3702.0,0.933595553,13.96,6.329016042,0.983014957,0.2133956,0.04679250666,0.3543213705,0.5953928454999999,11.31033181,0.045333758,0.595105187,0.669577469,0.0718729650153146,202312,4.85,6.29,4.89,0.43,0.042635725941932115,2023,0.0188032523983106,-0.0019594000245863,0.0281215309931339,12,both,0.2175,-0.034,-0.1405,0.0495,both,0.9497142159999999,0.04970525189293318
WAL.N,2017-12-31,0.310793458,0.318793458,0.298886414,22.15799615,38.81793834,41.51109586,34.19769193,21.15270351,31.60828548,56.73919226,36.10381881,34.19769193,36.10381881,20329.085,792.922,2.678701154,13.3,10.72012968,1.759768326,0.24868300000000002,0.025738459159999998,0.0664774207,0.9335225792999999,9.919807898,0.039004313,0.071211369,1.670398162,0.1442860432501087,201712,1.06,-1.32,0.05,0.09,0.014349331822799941,2017,0.0312788505300782,0.0125918216642786,0.0004936751579695,12,both,0.215,-0.0528,-0.13369999999999999,0.008,both,0.9999999999999999,0.013994100311472382
WAL.N,2018-12-31,-0.469365653,-0.451265653,-0.422810889,21.58687943,43.74834552,51.87097491,40.37273034,22.15799615,38.81793834,41.51109586,34.19769193,40.37273034,34.19769193,23109.486,873.869,1.585632568,13.2,11.71184523,1.516187523,0.24868300000000002,0.03741330686,0.059358058600000006,0.9406419414,10.04799846,0.037814298,0.063103776,1.447557463,0.1297210392179648,201812,-9.55,-2.33,-1.94,0.19,0.017311866031178035,2018,0.0135057629928744,0.009915302529385,0.0023714405615841,12,both,-0.0682,-0.0323,-0.0962,0.0181,both,1.0,0.016630510110162443
WAL.N,2019-12-31,0.005391632,0.026791632,0.026116657,20.28455285,38.7470604,63.39488486,42.04070051,21.58687943,43.74834552,51.87097491,40.37273034,42.04070051,40.37273034,26821.948,410.238,1.937135368,12.8,10.8678205,1.686665182,0.24868300000000002,0.024137647840000002,0.07797227866,0.9220277213,10.19697579,0.015294862,0.084566089,1.585903323,0.1379355046793393,201912,2.77,0.76,1.73,0.14,0.02335235301675728,2019,0.0151979157392372,0.0086302469956575,0.0133118604476029,12,both,0.28350000000000003,-0.0621,-0.1036,0.021400000000000002,both,0.99999999996,0.023793562031271757
WAL.N,2020-12-31,-0.186441564,-0.182041564,-0.147901173,24.36983596,52.47942086,26.32940703,36.28191311,20.28455285,38.7470604,63.39488486,42.04070051,36.28191311,42.04070051,36461.0,569.7,1.771082873,12.5,9.607690212,1.694583936,0.24868300000000002,0.02657345249,0.169006273,0.8309937270000001,10.50399848,0.015624914,0.203378518,1.469969969,0.1268772401355047,202012,4.63,5.01,-1.69,0.01,0.003815853833689334,2020,0.009022242613849,0.0238412269780512,0.0195820111951799,12,both,0.2359,0.13449999999999998,-0.47,0.0044,both,1.0,0.0005314467994203126
WAL.N,2021-12-31,0.208683594,0.209083594,0.175532433,22.65177677,47.98434962,53.51525652,43.81735597,24.36983596,52.47942086,26.32940703,36.28191311,43.81735597,36.28191311,55982.6,2397.7,2.459000792,12.3,1.561096716,1.512735884,0.18618469999999998,0.020346638,0.1509310431,0.8275793068,10.93279621,0.042829379,0.182376531,1.31723134,0.1149601805868575,202112,3.23,-1.62,3.24,0.01,0.00737867324777252,2021,0.0129714940810725,0.0157307503728988,0.0117288602624817,12,both,0.23870000000000002,-0.037200000000000004,0.2545,0.0004,both,0.9785103499000001,0.0058961066600817635
WAL.N,2022-12-31,-0.056452944,-0.042252944,-0.016631465,22.76532853,43.59779391,42.93668529,38.10263006,22.65177677,47.98434962,53.51525652,43.81735597,38.10263006,43.81735597,67734.0,7192.0,1.281752454,12.1,8.391746183,1.364939638,0.18618469999999998,0.047943239359999994,0.30087920879999996,0.6714526595,11.12334355,0.106180057,0.448101895,1.000195989,0.0960374308397754,202212,-6.37,-0.76,1.35,0.33,0.02169347385591988,2022,0.0059763028390276,0.0208085857659004,0.0130167184900693,12,both,-0.2132,-0.0702,0.2581,0.014199999999999999,both,0.9723318683,0.014824704556239993
CMA.N,2016-12-31,0.431144538,0.433144538,0.260917703,78.58892961,66.19708753,83.6826442,70.2645224,75.27350074,61.35511994,89.46125668,70.1419999,70.2645224,70.1419999,72978.0,5185.0,1.531633392,13.27,7.127002812,1.434263848,0.3117048,0.03019695652,0.4176612332,0.5823387668,11.1979133,0.071048809,0.717213514,0.960237949,0.0846169304232014,201612,1.81,0.14,3.47,0.03,0.014132448657398705,2016,0.0257407800977549,-0.0046161476078,0.0185203532926409,12,both,0.1336,0.0654,0.2281,0.002,both,1.0,0.009361564753561324
