Bank,Year,equity_vol
MTB.N,2016,0.2570368936206316
NBHC.N,2016,0.3012176284651329
NBTB.OQ,2016,0.19101263339272867
NFBK.OQ,2016,0.17743534615410667
NKSH.OQ,2016,0.2480384565071352
NRIM.OQ,2016,0.2898423902571978
NWBI.OQ,2016,0.18426117326764976
NWFL.OQ,2016,0.17162251175860524
OCFC.OQ,2016,0.3528511488088741
ONB.OQ,2016,0.27499186407932474
OPOF.OQ,2016,0.1603395083037889
ORRF.OQ,2016,0.14735666162857367
OSBC.OQ,2016,0.3388088400165733
OVBC.OQ,2016,0.17515259494810395
OVLY.OQ,2016,0.170570562068069
OZK.OQ,2016,0.4224954443038464
PB.N,2016,0.31893732710803785
PEBK.OQ,2016,0.15129183663916276
PEBO.OQ,2016,0.23513005605285162
PFBC.OQ,2016,0.33616245872260886
PFIS.OQ,2016,0.19501967114481888
PFS.N,2016,0.23337918177812178
PGC.OQ,2016,0.43406953706319157
PKBK.OQ,2016,0.18663483271205877
PLBC.OQ,2016,0.4008011023746737
PNC.N,2016,0.25482131517921947
PNFP.OQ,2016,0.30241617468025095
PPBI.OQ,2016,0.2861842303491956
PRK.A,2016,0.18846137804205684
PVBC.OQ,2016,0.17723094252700733
PWOD.OQ,2016,0.18310319479423057
QCRH.OQ,2016,0.22502077570221965
RBCAA.OQ,2016,0.19994714519215845
RF.N,2016,0.4229755879960817
SBCF.OQ,2016,0.2093305206690017
SBFG.OQ,2016,0.2033498978439153
SBNY.PK,2016,0.3028311408366227
SBSI.N,2016,0.2428181698995229
SFNC.OQ,2016,0.31413540900534054
SFST.OQ,2016,0.26612485034136985
SHBI.OQ,2016,0.17825578210051435
SNV.N,2016,0.29770692874348964
SRCE.OQ,2016,0.21205699867613909
STBA.OQ,2016,0.27429863601346943
SYBT.OQ,2016,0.23447378035958222
TBBK.OQ,2016,0.5151333787175388
TCBI.OQ,2016,0.4957905981514719
TCBK.OQ,2016,0.24865697032985618
TFC.N,2016,0.23518487473171926
TFIN.OQ,2016,0.3586116140636589
THFF.OQ,2016,0.20264303539057948
TMP.A,2016,0.17569163826386133
TOWN.OQ,2016,0.3464037325230682
TRMK.OQ,2016,0.24290435472178967
TRST.OQ,2016,0.2284679426635144
UBFO.OQ,2016,0.2891229523624929
UBSI.OQ,2016,0.27172799821430726
UCB.N,2016,0.3249961009281329
UMBF.OQ,2016,0.25146992373862187
UNB.OQ,2016,0.36644797625702963
UNTY.OQ,2016,0.2848178948011285
USB.N,2016,0.18330498652838725
UVSP.OQ,2016,0.2365786694775798
VBTX.OQ,2016,0.41281393961840945
VLY.OQ,2016,0.2142618609110748
WABC.OQ,2016,0.2872715749818458
WAL.N,2016,0.3760404468489822
WASH.OQ,2016,0.23491421360092304
WBS.N,2016,0.3267437343297947
WFC.N,2016,0.2613800545720257
WNEB.OQ,2016,0.1864628408325328
WSBC.OQ,2016,0.24608692802295457
WSBF.OQ,2016,0.10981433885307633
WSFS.OQ,2016,0.3232737958094134
WTBA.OQ,2016,0.21638266759552763
WTFC.OQ,2016,0.3277327625778172
ZION.OQ,2016,0.39308119338970954
ABCB.N,2017,0.2100592865595408
ACNB.OQ,2017,0.20470512171465466
AROW.OQ,2017,0.21058340166822642
ASB.N,2017,0.18727789477994866
ATLO.OQ,2017,0.1735936063340977
AUBN.OQ,2017,0.14468738905569928
BAC.N,2017,0.1647517381623982
BANC.N,2017,0.3448883332382123
BANF.OQ,2017,0.23513312739819486
BANR.OQ,2017,0.17763057495245554
BCBP.OQ,2017,0.19183531945396043
BFIN.OQ,2017,0.18609300568522658
BHB.A,2017,0.33727957137248005
BHLB.N,2017,0.21255739482969235
BKU.N,2017,0.1847132630897549
BMRC.OQ,2017,0.15232596647185004
BOH.N,2017,0.14655392462250555
BOKF.OQ,2017,0.1776672809477658
BRKL.OQ,2017,0.15914723189526514
BSRR.OQ,2017,0.22705712967259695
BUSE.OQ,2017,0.16221966717254213
BWFG.OQ,2017,0.2605039465642325
CAC.OQ,2017,0.22054416392866427
CADE.N,2017,0.17925298011855306
CATY.OQ,2017,0.22019382796275527
CBAN.N,2017,0.10812421389889856
CBFV.OQ,2017,0.1669772064300915
CBSH.OQ,2017,0.1328105163890481
CBU.N,2017,0.1524594861423134
CCBG.OQ,2017,0.24892253095211264
CCNE.OQ,2017,0.32029471824126654
CFFI.OQ,2017,0.2862636213374738
CFG.N,2017,0.22173254327018058
CFR.N,2017,0.18908333357927926
CHCO.OQ,2017,0.23261207799763892
CHMG.OQ,2017,0.22312869900714372
CIVB.OQ,2017,0.1859878264346416
CMA.N,2017,0.17766324186319626
CNOB.OQ,2017,0.18073936784011616
COLB.OQ,2017,0.24560390972417814
CPF.N,2017,0.17556217965465365
CTBI.OQ,2017,0.1744175983494826
CUBI.N,2017,0.2769064360330636
CVBF.OQ,2017,0.24894051623952845
CZNC.OQ,2017,0.175916839863744
DCOM.OQ,2017,0.1687447718434426
DFS.N,2017,0.21085763784732864
EBMT.OQ,2017,0.18640007294886682
EBTC.OQ,2017,0.3314114570735169
EFSC.OQ,2017,0.16212453767196025
EGBN.OQ,2017,0.20382507041160247
EVBN.A,2017,0.18720815820497164
EWBC.OQ,2017,0.1420843123906354
FBIZ.OQ,2017,0.2085103703324453
FBNC.OQ,2017,0.22344642230979989
FCAP.OQ,2017,0.12170696763143304
FCBC.OQ,2017,0.22095535365357596
FCCO.OQ,2017,0.20898871576243971
FCF.N,2017,0.17448040782800472
FCNCA.OQ,2017,0.23541019675484628
FFBC.OQ,2017,0.22824709899305343
FFIC.OQ,2017,0.19272931248893757
FFIN.OQ,2017,0.2656368487239003
FGBI.OQ,2017,0.15762443444517302
FHN.N,2017,0.1725531324560703
FISI.OQ,2017,0.21913662627187117
FITB.OQ,2017,0.17857449202320214
FLG.N,2017,0.1706397362220345
FLIC.OQ,2017,0.19172389452242708
FMBH.OQ,2017,0.18717510682960017
FMNB.OQ,2017,0.22681302118406513
FNB.N,2017,0.21404432152149577
FNLC.OQ,2017,0.305494146136668
FNWB.OQ,2017,0.179092001869626
FRBA.OQ,2017,0.31160968730274746
FRBKQ.PK,2017,0.21621716741993255
FRCB.PK,2017,0.17691273539357627
FRME.OQ,2017,0.13916522708021972
FRST.OQ,2017,0.15940517586023287
FSBW.OQ,2017,0.2317031738265219
FULT.OQ,2017,0.19376716696236929
FUNC.OQ,2017,0.16206092552645646
GABC.OQ,2017,0.2768684718283787
GBCI.N,2017,0.24825267404631482
GSBC.OQ,2017,0.19767714253446345
HAFC.OQ,2017,0.2469261297863068
HBAN.OQ,2017,0.17946075915175905
HBCP.OQ,2017,0.2876963634387744
HBNC.OQ,2017,0.17903103562855457
HFWA.OQ,2017,0.23517832465026992
HIFS.OQ,2017,0.2284617871380441
HMST.OQ,2017,0.25129931475211204
HOMB.N,2017,0.2153381241333231
HOPE.OQ,2017,0.21657180926481226
HTBK.OQ,2017,0.15628026537396608
HTH.N,2017,0.22669324573590077
HWBK.OQ,2017,0.17901654050940477
HWC.OQ,2017,0.1801280781323634
IBCP.OQ,2017,0.19524047895949914
IBOC.OQ,2017,0.23028169620464242
INBK.OQ,2017,0.30850169832567187
INDB.OQ,2017,0.21601408566161923
ISTR.OQ,2017,0.15705828330623384
JPM.N,2017,0.16656736853094858
KEY.N,2017,0.18208727247592066
LARK.OQ,2017,0.13942238216725664
LCNB.OQ,2017,0.24801479515093414
LKFN.OQ,2017,0.2187690600423239
MBWM.OQ,2017,0.24997185714969394
MFIN.OQ,2017,0.6052250368683111
MOFG.OQ,2017,0.1479235716562166
MPB.OQ,2017,0.2209709730545092
MTB.N,2017,0.16978558175486075
NBHC.N,2017,0.19684182831465583
NBTB.OQ,2017,0.2190352161394766
NFBK.OQ,2017,0.19568060458930273
NKSH.OQ,2017,0.25340387846429874
NRIM.OQ,2017,0.31487413950082976
NWBI.OQ,2017,0.19069336183046787
NWFL.OQ,2017,0.20094058854837585
OCFC.OQ,2017,0.16741521711612178
ONB.OQ,2017,0.2002423104849433
OPOF.OQ,2017,0.23684326023428823
ORRF.OQ,2017,0.1426070009289855
OSBC.OQ,2017,0.1977700067089949
OVBC.OQ,2017,0.23871001534895267
OVLY.OQ,2017,0.24231834873660232
OZK.OQ,2017,0.21533948437883885
PB.N,2017,0.18210551306887665
PEBK.OQ,2017,0.265567896194238
PEBO.OQ,2017,0.18794979316653637
PFBC.OQ,2017,0.19835031441648987
PFIS.OQ,2017,0.3033795049005605
PFS.N,2017,0.1888996331733935
PGC.OQ,2017,0.1722002155946325
PKBK.OQ,2017,0.2606252424018806
PLBC.OQ,2017,0.20321528062333477
PNC.N,2017,0.1270907162688996
PNFP.OQ,2017,0.15081213001786467
PPBI.OQ,2017,0.20435263348505744
PRK.A,2017,0.18393899377638673
PVBC.OQ,2017,0.22559438601665818
PWOD.OQ,2017,0.19945496125024545
QCRH.OQ,2017,0.18092418626487267
RBCAA.OQ,2017,0.22564982692405086
RF.N,2017,0.16008386268543037
SBCF.OQ,2017,0.15314722475557052
SBFG.OQ,2017,0.1688136005120426
SBNY.PK,2017,0.15068156790849194
SBSI.N,2017,0.21381969563205647
SFNC.OQ,2017,0.1689186155810077
SFST.OQ,2017,0.1822430844954513
SHBI.OQ,2017,0.1449977623648559
SNV.N,2017,0.15313617110520392
SRCE.OQ,2017,0.14652511972294321
STBA.OQ,2017,0.20083063859777936
SYBT.OQ,2017,0.22441722135757453
TBBK.OQ,2017,0.49187882291585533
TCBI.OQ,2017,0.24096289819395403
TCBK.OQ,2017,0.2119329496511058
TFC.N,2017,0.15837100324275097
TFIN.OQ,2017,0.2899026346806697
THFF.OQ,2017,0.1929312735501727
TMP.A,2017,0.22508728529100108
TOWN.OQ,2017,0.18585717703656074
TRMK.OQ,2017,0.21104780125182052
TRST.OQ,2017,0.20520661578430016
UBFO.OQ,2017,0.2317064063210685
UBSI.OQ,2017,0.20625315597725807
UCB.N,2017,0.18408015228386407
UMBF.OQ,2017,0.18164289444255124
UNB.OQ,2017,0.2740543269935568
UNTY.OQ,2017,0.20937936099572574
USB.N,2017,0.11144244390855995
UVSP.OQ,2017,0.29168750476293026
VBTX.OQ,2017,0.10929239749096824
VLY.OQ,2017,0.1615456001009353
WABC.OQ,2017,0.25161418052519785
WAL.N,2017,0.17653100845524872
WASH.OQ,2017,0.21333586643590857
WBS.N,2017,0.22984741828348937
WFC.N,2017,0.1749782393732134
WNEB.OQ,2017,0.13513578106629867
WSBC.OQ,2017,0.16892088742495684
WSBF.OQ,2017,0.17557382648639708
WSFS.OQ,2017,0.1413785238283543
WTBA.OQ,2017,0.2220963403554408
WTFC.OQ,2017,0.17168982136478092
ZION.OQ,2017,0.18530914030706333
ABCB.N,2018,0.3442088864195753
ACNB.OQ,2018,0.20150758689912404
AROW.OQ,2018,0.1620625320116693
ASB.N,2018,0.20337422088839363
ATLO.OQ,2018,0.18448794216193704
AUBN.OQ,2018,0.33655997054926523
BAC.N,2018,0.22272538316428314
BANC.N,2018,0.289933282210194
BANF.OQ,2018,0.20544713380655155
BANR.OQ,2018,0.17002503091639345
BCBP.OQ,2018,0.16829666069627688
BFIN.OQ,2018,0.17736524468234766
BHB.A,2018,0.1982285336182424
BHLB.N,2018,0.2963222401216906
BKU.N,2018,0.18904580491019227
BMRC.OQ,2018,0.156746336832083
BOH.N,2018,0.17162236017990543
BOKF.OQ,2018,0.22080708154301049
BRKL.OQ,2018,0.19213142930645888
BSRR.OQ,2018,0.2020329957664296
BUSE.OQ,2018,0.21003120165238476
BWFG.OQ,2018,0.0996129078802443
CAC.OQ,2018,0.17080565888913304
CADE.N,2018,0.2523784585485075
CATY.OQ,2018,0.21531372946891383
CBAN.N,2018,0.24639280848862727
CBFV.OQ,2018,0.1768982466484429
CBSH.OQ,2018,0.18543870624589237
CBU.N,2018,0.23109175433712276
CCBG.OQ,2018,0.2525078130286987
CCNE.OQ,2018,0.2366479284264827
CFFI.OQ,2018,0.32776942674379483
CFG.N,2018,0.22812596875562272
CFR.N,2018,0.2305067477750836
CHCO.OQ,2018,0.1799647322086471
CHMG.OQ,2018,0.22353147443914312
CIVB.OQ,2018,0.2166337523170229
CMA.N,2018,0.22262473179989453
CNOB.OQ,2018,0.2207305196960492
COLB.OQ,2018,0.2007894321185476
CPF.N,2018,0.1754753835880099
CTBI.OQ,2018,0.20852161296030108
CUBI.N,2018,0.2756094194543187
CVBF.OQ,2018,0.19204611746458233
CZNC.OQ,2018,0.15401424150290294
DCOM.OQ,2018,0.21834742108875
DFS.N,2018,0.24728656896207368
EBMT.OQ,2018,0.16120866270562956
EBTC.OQ,2018,0.24091472875150483
EFSC.OQ,2018,0.29937880064732736
EGBN.OQ,2018,0.2978201300166067
EVBN.A,2018,0.2323723861223793
EWBC.OQ,2018,0.27278219673572657
FBIZ.OQ,2018,0.22468247091029217
FBNC.OQ,2018,0.2713995810785585
FCAP.OQ,2018,0.2959373176327296
FCBC.OQ,2018,0.22012162420425516
FCCO.OQ,2018,0.25524895510441803
FCF.N,2018,0.2582339413699648
FCNCA.OQ,2018,0.26171358988229443
FFBC.OQ,2018,0.2640069438917433
FFIC.OQ,2018,0.14725379378363124
FFIN.OQ,2018,0.2303615502530108
FGBI.OQ,2018,0.17501608528422147
FHN.N,2018,0.21415364528462733
FISI.OQ,2018,0.20394190527373568
FITB.OQ,2018,0.22928945714442603
FLG.N,2018,0.22703987261544623
FLIC.OQ,2018,0.16785956502600022
FMBH.OQ,2018,0.22064821215239094
FMNB.OQ,2018,0.23319578155811732
FNB.N,2018,0.23311421342282465
FNLC.OQ,2018,0.15216799901311054
FNWB.OQ,2018,0.16895589094500144
FRBA.OQ,2018,0.14360257344574928
FRBKQ.PK,2018,0.28929809876809837
FRCB.PK,2018,0.20557630190311696
FRME.OQ,2018,0.23218898458388695
FRST.OQ,2018,0.2349427676437458
FSBW.OQ,2018,0.28004343376575186
FULT.OQ,2018,0.20872469687580006
FUNC.OQ,2018,0.2321617715843231
GABC.OQ,2018,0.18889225382747898
GBCI.N,2018,0.2605268638513958
GSBC.OQ,2018,0.21654007857072438
HAFC.OQ,2018,0.28117541416246167
HBAN.OQ,2018,0.2535550382199948
HBCP.OQ,2018,0.14842411222008248
HBNC.OQ,2018,0.25921709085339356
HFWA.OQ,2018,0.23704967075524203
HIFS.OQ,2018,0.20595303282964333
HMST.OQ,2018,0.2791203202552432
HOMB.N,2018,0.2237383543515053
HOPE.OQ,2018,0.2748873827563568
HTBK.OQ,2018,0.25346495710287764
HTH.N,2018,0.13962525870343265
HWBK.OQ,2018,0.1377339834706604
HWC.OQ,2018,0.2477663831419232
IBCP.OQ,2018,0.16518565182514566
IBOC.OQ,2018,0.23361885274058145
INBK.OQ,2018,0.21519584548168416
INDB.OQ,2018,0.24245134222799142
ISTR.OQ,2018,0.13816397165129451
JPM.N,2018,0.20067831448840473
KEY.N,2018,0.2500002511443397
LARK.OQ,2018,0.11077544269793561
LCNB.OQ,2018,0.1412332498407679
LKFN.OQ,2018,0.19660941565753168
MBWM.OQ,2018,0.1496729909054681
MFIN.OQ,2018,0.5117696397770898
MOFG.OQ,2018,0.21048779264196799
MPB.OQ,2018,0.21587623187502905
MTB.N,2018,0.2228690876940592
NBHC.N,2018,0.2791729558750005
NBTB.OQ,2018,0.1856899649094235
NFBK.OQ,2018,0.21178289740376802
NKSH.OQ,2018,0.24716134175772028
NRIM.OQ,2018,0.24053162539678688
NWBI.OQ,2018,0.16905177334993418
NWFL.OQ,2018,0.22672206660850736
OCFC.OQ,2018,0.19455036440669002
ONB.OQ,2018,0.23179139584915598
OPOF.OQ,2018,0.297431467551508
ORRF.OQ,2018,0.22334045926856846
OSBC.OQ,2018,0.21029645489064874
OVBC.OQ,2018,0.2844559029438644
OVLY.OQ,2018,0.2385521729615855
OZK.OQ,2018,0.3002142771111095
PB.N,2018,0.20823495599049757
PEBK.OQ,2018,0.22963334705525787
PEBO.OQ,2018,0.19357641198613523
PFBC.OQ,2018,0.22595223242690596
PFIS.OQ,2018,0.17991958793086538
PFS.N,2018,0.15338140760831515
PGC.OQ,2018,0.21451480078941632
PKBK.OQ,2018,0.2135090546792919
PLBC.OQ,2018,0.20591631257393922
PNC.N,2018,0.2251198537318785
PNFP.OQ,2018,0.28482859272798294
PPBI.OQ,2018,0.30649720628646837
PRK.A,2018,0.21210885623355463
PVBC.OQ,2018,0.3687545091996047
PWOD.OQ,2018,0.18370523207717016
QCRH.OQ,2018,0.20611469885198946
RBCAA.OQ,2018,0.1928066299645971
RF.N,2018,0.2575485931884678
SBCF.OQ,2018,0.27071734920274493
SBFG.OQ,2018,0.1803984785567458
SBNY.PK,2018,0.3171040092044825
SBSI.N,2018,0.16312182163549263
SFNC.OQ,2018,0.27728867167410526
SFST.OQ,2018,0.22844035346442274
SHBI.OQ,2018,0.22884837813810216
SNV.N,2018,0.26398395245354256
SRCE.OQ,2018,0.24551513218073648
STBA.OQ,2018,0.2042250714635494
SYBT.OQ,2018,0.1909296289933721
TBBK.OQ,2018,0.29368653045903004
TCBI.OQ,2018,0.2883840834402262
TCBK.OQ,2018,0.1752804295899871
TFC.N,2018,0.21825822513875362
TFIN.OQ,2018,0.3955654072364036
THFF.OQ,2018,0.24406352956682004
TMP.A,2018,0.23352202786454795
TOWN.OQ,2018,0.2176880285549846
TRMK.OQ,2018,0.19173779296892232
TRST.OQ,2018,0.21086279056050491
UBFO.OQ,2018,0.154665608423333
UBSI.OQ,2018,0.24944498561945758
UCB.N,2018,0.266271994950587
UMBF.OQ,2018,0.20653184235872932
UNB.OQ,2018,0.15278870791922103
UNTY.OQ,2018,0.1813277054953488
USB.N,2018,0.21581510542135138
UVSP.OQ,2018,0.1951050643435834
VBTX.OQ,2018,0.28524043869244403
VLY.OQ,2018,0.2818536928829897
WABC.OQ,2018,0.20387822199838324
WAL.N,2018,0.22352074081285908
WASH.OQ,2018,0.20172886684741315
WBS.N,2018,0.24648307518077073
WFC.N,2018,0.2620149495655205
WNEB.OQ,2018,0.1391068557294793
WSBC.OQ,2018,0.26648822672917327
WSBF.OQ,2018,0.07325276142313145
WSFS.OQ,2018,0.24320222250334614
WTBA.OQ,2018,0.14048242956967066
WTFC.OQ,2018,0.20175844989655092
ZION.OQ,2018,0.21382718376570728
ABCB.N,2019,0.35474623704673786
ACNB.OQ,2019,0.23560299447825145
AROW.OQ,2019,0.19926514447332963
ASB.N,2019,0.2671391576108128
ATLO.OQ,2019,0.16928522867968052
AUBN.OQ,2019,0.3729884810289598
BAC.N,2019,0.2970788532250492
BANC.N,2019,0.38622218056246665
BANF.OQ,2019,0.209598905500201
BANR.OQ,2019,0.26711090906280766
BCBP.OQ,2019,0.24558467947962567
BFIN.OQ,2019,0.20909289346865734
BHB.A,2019,0.27885815555760235
BHLB.N,2019,0.27665099727251896
BKU.N,2019,0.2585578912914396
BMRC.OQ,2019,0.17524483603880975
BOH.N,2019,0.21350924367301882
BOKF.OQ,2019,0.3071607857740456
BRKL.OQ,2019,0.20703433260661114
BSRR.OQ,2019,0.24883085711500275
BUSE.OQ,2019,0.20561660939645446
BWFG.OQ,2019,0.142349857463101
CAC.OQ,2019,0.23290110682820062
CADE.N,2019,0.2930884771636446
CATY.OQ,2019,0.26591926487087947
CBAN.N,2019,0.12779713498969844
CBFV.OQ,2019,0.19848840985741326
CBSH.OQ,2019,0.18318766638526804
CBU.N,2019,0.23022926970513613
CCBG.OQ,2019,0.21022369560153611
CCNE.OQ,2019,0.3109774346178864
CFFI.OQ,2019,0.26922080104058466
CFG.N,2019,0.3094390028535145
CFR.N,2019,0.24684373525928116
CHCO.OQ,2019,0.18538892397530912
CHMG.OQ,2019,0.23439699912948664
CIVB.OQ,2019,0.21221549631422765
CMA.N,2019,0.3568462766101469
CNOB.OQ,2019,0.25007252605199864
COLB.OQ,2019,0.2928561052754108
CPF.N,2019,0.22202460570523516
CTBI.OQ,2019,0.18145028152354276
CUBI.N,2019,0.38876412376746294
CVBF.OQ,2019,0.16747638193950318
CZNC.OQ,2019,0.23460486447002357
DCOM.OQ,2019,0.3219467400068992
DFS.N,2019,0.2966434258250405
EBMT.OQ,2019,0.21799439714352892
EBTC.OQ,2019,0.2652459322442146
EFSC.OQ,2019,0.25671280837522903
EGBN.OQ,2019,0.391715636902939
EVBN.A,2019,0.18676691786077232
EWBC.OQ,2019,0.36732642740937227
FBIZ.OQ,2019,0.21579892000146575
FBNC.OQ,2019,0.23153265119843586
FCAP.OQ,2019,0.2265452696995146
FCBC.OQ,2019,0.17144815166375355
FCCO.OQ,2019,0.1851682009465489
FCF.N,2019,0.2595404808758604
FCNCA.OQ,2019,0.20123714992229313
FFBC.OQ,2019,0.27552447194217156
FFIC.OQ,2019,0.18868332629781384
FFIN.OQ,2019,0.23541106578076376
FGBI.OQ,2019,0.2818977732079606
FHN.N,2019,0.2702038964573582
FISI.OQ,2019,0.20774321680246777
FITB.OQ,2019,0.28105159362362564
FLG.N,2019,0.35867139384549285
FLIC.OQ,2019,0.22431561801784317
FMBH.OQ,2019,0.1518986686511429
FMNB.OQ,2019,0.23349521647964463
FNB.N,2019,0.333264575091499
FNLC.OQ,2019,0.17284611571614816
FNWB.OQ,2019,0.11504114078216628
FRBA.OQ,2019,0.13542018249342175
FRBKQ.PK,2019,0.25400313190280255
FRCB.PK,2019,0.24173367294393633
FRME.OQ,2019,0.26435338831871963
FRST.OQ,2019,0.24177752668902752
FSBW.OQ,2019,0.234486152874593
FULT.OQ,2019,0.22211292550268938
FUNC.OQ,2019,0.15347349159769377
GABC.OQ,2019,0.1638220100034782
GBCI.N,2019,0.18695049051904078
GSBC.OQ,2019,0.25315312982265864
HAFC.OQ,2019,0.3148057754170435
HBAN.OQ,2019,0.2757433331779088
HBCP.OQ,2019,0.16087281581188345
HBNC.OQ,2019,0.19884325490440033
HFWA.OQ,2019,0.18249304656003595
HIFS.OQ,2019,0.24254328861196922
HMST.OQ,2019,0.2536595583812485
HOMB.N,2019,0.26976771023218993
HOPE.OQ,2019,0.30323540829140294
HTBK.OQ,2019,0.25406920951070305
HTH.N,2019,0.19110202521233322
HWBK.OQ,2019,0.22718671380045602
HWC.OQ,2019,0.3401252717879027
IBCP.OQ,2019,0.19711318278823287
IBOC.OQ,2019,0.2604226806114196
INBK.OQ,2019,0.24028142184756215
INDB.OQ,2019,0.31028624971877417
ISTR.OQ,2019,0.14549224403264444
JPM.N,2019,0.2186322553038337
KEY.N,2019,0.2902588218680581
LARK.OQ,2019,0.15874410578594125
LCNB.OQ,2019,0.18478242701172087
LKFN.OQ,2019,0.22643820701843528
MBWM.OQ,2019,0.25472016988370005
MFIN.OQ,2019,0.5930298909648707
MOFG.OQ,2019,0.258330430861559
MPB.OQ,2019,0.14349275629218508
MTB.N,2019,0.2735142566419449
NBHC.N,2019,0.2705602713935171
NBTB.OQ,2019,0.203711271749413
NFBK.OQ,2019,0.1384767307684331
NKSH.OQ,2019,0.3105606340249204
NRIM.OQ,2019,0.24606056044092003
NWBI.OQ,2019,0.16906631604942696
NWFL.OQ,2019,0.2591873395919623
OCFC.OQ,2019,0.24030831362859675
ONB.OQ,2019,0.18756302243436165
OPOF.OQ,2019,0.26049921098391765
ORRF.OQ,2019,0.19501927917966244
OSBC.OQ,2019,0.24072699601868064
