symbol,year,fiscal_date,shares_outstanding,dec_price,market_cap
BKU,2016,2016-01-31,75211904,33.7,
BKU,2016,2016-02-29,75211904,32.12,
BKU,2016,2016-03-31,75211904,34.44,
BKU,2016,2016-04-30,75211904,34.5,
BKU,2016,2016-05-31,75211904,33.1,
BKU,2016,2016-06-30,75211904,30.72,
BKU,2016,2016-07-31,75211904,30.02,
BKU,2016,2016-08-31,75211904,32.15,
BKU,2016,2016-09-30,75211904,30.2,
BKU,2016,2016-10-31,75211904,29.14,
BKU,2016,2016-11-30,75211904,35.43,
BKU,2016,2016-12-31,75211904,37.69,
BKU,2017,2017-01-31,75211904,38.2,
BKU,2017,2017-02-28,75211904,39.63,
BKU,2017,2017-03-31,75211904,37.31,
BKU,2017,2017-04-30,75211904,35.29,
BKU,2017,2017-05-31,75211904,33.16,
BKU,2017,2017-06-30,75211904,33.71,
BKU,2017,2017-07-31,75211904,34.42,
BKU,2017,2017-08-31,75211904,33.28,
BKU,2017,2017-09-30,75211904,35.57,
BKU,2017,2017-10-31,75211904,34.85,
BKU,2017,2017-11-30,75211904,37.23,
BKU,2017,2017-12-31,75211904,40.72,
BKU,2018,2018-01-31,75211904,41.04,
BKU,2018,2018-02-28,75211904,40.22,
BKU,2018,2018-03-31,75211904,39.98,
BKU,2018,2018-04-30,75211904,39.61,
BKU,2018,2018-05-31,75211904,42.17,
BKU,2018,2018-06-30,75211904,40.85,
BKU,2018,2018-07-31,75211904,38.86,
BKU,2018,2018-08-31,75211904,38.79,
BKU,2018,2018-09-30,75211904,35.4,
BKU,2018,2018-10-31,75211904,33.1,
BKU,2018,2018-11-30,75211904,34.54,
BKU,2018,2018-12-31,75211904,29.94,
BKU,2019,2019-01-31,75211904,33.81,
BKU,2019,2019-02-28,75211904,36.49,
BKU,2019,2019-03-31,75211904,33.4,
BKU,2019,2019-04-30,75211904,36.58,
BKU,2019,2019-05-31,75211904,32.48,
BKU,2019,2019-06-30,75211904,33.74,
BKU,2019,2019-07-31,75211904,34.41,
BKU,2019,2019-08-31,75211904,31.76,
BKU,2019,2019-09-30,75211904,33.62,
BKU,2019,2019-10-31,75211904,34.3,
BKU,2019,2019-11-30,75211904,35.06,
BKU,2019,2019-12-31,75211904,36.56,
BKU,2020,2020-01-31,75211904,33.0,
BKU,2020,2020-02-29,75211904,29.7,
BKU,2020,2020-03-31,75211904,18.7,
BKU,2020,2020-04-30,75211904,19.81,
BKU,2020,2020-05-31,75211904,18.48,
BKU,2020,2020-06-30,75211904,20.25,
BKU,2020,2020-07-31,75211904,20.14,
BKU,2020,2020-08-31,75211904,23.38,
BKU,2020,2020-09-30,75211904,21.91,
BKU,2020,2020-10-31,75211904,25.25,
BKU,2020,2020-11-30,75211904,28.51,
BKU,2020,2020-12-31,75211904,34.78,
BKU,2021,2021-01-31,85647986,34.65,
BKU,2021,2021-02-28,85647986,40.19,
BKU,2021,2021-03-31,85647986,43.95,
BKU,2021,2021-04-30,85647986,46.61,
BKU,2021,2021-05-31,85647986,47.79,
BKU,2021,2021-06-30,85647986,42.69,
BKU,2021,2021-07-31,85647986,39.58,
BKU,2021,2021-08-31,85647986,42.03,
BKU,2021,2021-09-30,85647986,41.82,
BKU,2021,2021-10-31,85647986,40.56,
BKU,2021,2021-11-30,85647986,39.64,
BKU,2021,2021-12-31,85647986,42.31,
BKU,2022,2022-01-31,75674587,41.75,
BKU,2022,2022-02-28,75674587,44.2,
BKU,2022,2022-03-31,75674587,43.96,
BKU,2022,2022-04-30,75674587,37.54,
BKU,2022,2022-05-31,75674587,41.66,
BKU,2022,2022-06-30,75674587,35.57,
BKU,2022,2022-07-31,75674587,38.85,
BKU,2022,2022-08-31,75674587,37.05,
BKU,2022,2022-09-30,75674587,34.17,
BKU,2022,2022-10-31,75674587,35.95,
BKU,2022,2022-11-30,75674587,36.72,
BKU,2022,2022-12-31,75674587,33.97,
BKU,2023,2023-01-31,74372505,37.64,
BKU,2023,2023-02-28,74372505,35.42,
BKU,2023,2023-03-31,74372505,22.58,
BKU,2023,2023-04-30,74372505,22.55,
BKU,2023,2023-05-31,74372505,18.92,
BKU,2023,2023-06-30,74372505,21.55,
BKU,2023,2023-07-31,74372505,29.84,
BKU,2023,2023-08-31,74372505,26.25,
BKU,2023,2023-09-30,74372505,22.7,
BKU,2023,2023-10-31,74372505,21.81,
BKU,2023,2023-11-30,74372505,27.59,
BKU,2023,2023-12-31,74372505,32.43,
BMRC,2016,2016-01-31,16216100,26.99,
BMRC,2016,2016-02-29,16216100,24.68,
BMRC,2016,2016-03-31,16216100,24.61,
BMRC,2016,2016-04-30,16216100,24.51,
BMRC,2016,2016-05-31,16216100,25.415,
BMRC,2016,2016-06-30,16216100,24.185,
BMRC,2016,2016-07-31,16216100,24.79,
BMRC,2016,2016-08-31,16216100,24.36,
BMRC,2016,2016-09-30,16216100,24.865,
BMRC,2016,2016-10-31,16216100,25.375,
BMRC,2016,2016-11-30,16216100,31.725,
BMRC,2016,2016-12-31,16216100,34.875,
BMRC,2017,2017-01-31,16216100,33.6,
BMRC,2017,2017-02-28,16216100,34.25,
BMRC,2017,2017-03-31,16216100,32.175,
BMRC,2017,2017-04-30,16216100,31.575,
BMRC,2017,2017-05-31,16216100,29.975,
BMRC,2017,2017-06-30,16216100,30.775,
BMRC,2017,2017-07-31,16216100,33.325,
BMRC,2017,2017-08-31,16216100,32.725,
BMRC,2017,2017-09-30,16216100,34.25,
BMRC,2017,2017-10-31,16216100,33.875,
BMRC,2017,2017-11-30,16216100,35.225,
BMRC,2017,2017-12-31,16216100,34.0,
BMRC,2018,2018-01-31,16216100,34.35,
BMRC,2018,2018-02-28,16216100,33.075,
BMRC,2018,2018-03-31,16216100,34.475,
BMRC,2018,2018-04-30,16216100,36.275,
BMRC,2018,2018-05-31,16216100,38.75,
BMRC,2018,2018-06-30,16216100,40.425,
BMRC,2018,2018-07-31,16216100,44.425,
BMRC,2018,2018-08-31,16216100,44.075,
BMRC,2018,2018-09-30,16216100,41.95,
BMRC,2018,2018-10-31,16216100,42.495,
BMRC,2018,2018-11-30,16216100,42.69,
BMRC,2018,2018-12-31,16216100,41.24,
BMRC,2019,2019-01-31,16216100,41.94,
BMRC,2019,2019-02-28,16216100,44.5,
BMRC,2019,2019-03-31,16216100,40.69,
BMRC,2019,2019-04-30,16216100,42.35,
BMRC,2019,2019-05-31,16216100,40.51,
BMRC,2019,2019-06-30,16216100,41.02,
BMRC,2019,2019-07-31,16216100,43.72,
BMRC,2019,2019-08-31,16216100,40.61,
BMRC,2019,2019-09-30,16216100,41.49,
BMRC,2019,2019-10-31,16216100,43.87,
BMRC,2019,2019-11-30,16216100,45.13,
BMRC,2019,2019-12-31,16216100,45.05,
BMRC,2020,2020-01-31,16216100,44.06,
BMRC,2020,2020-02-29,16216100,38.13,
BMRC,2020,2020-03-31,16216100,30.0,
BMRC,2020,2020-04-30,16216100,32.96,
BMRC,2020,2020-05-31,16216100,33.65,
BMRC,2020,2020-06-30,16216100,33.33,
BMRC,2020,2020-07-31,16216100,31.41,
BMRC,2020,2020-08-31,16216100,31.83,
BMRC,2020,2020-09-30,16216100,28.96,
BMRC,2020,2020-10-31,16216100,30.14,
BMRC,2020,2020-11-30,16216100,34.7,
BMRC,2020,2020-12-31,16216100,34.34,
BMRC,2021,2021-01-31,15929243,37.14,
BMRC,2021,2021-02-28,15929243,37.0,
BMRC,2021,2021-03-31,15929243,39.16,
BMRC,2021,2021-04-30,15929243,35.42,
BMRC,2021,2021-05-31,15929243,33.71,
BMRC,2021,2021-06-30,15929243,31.9,
BMRC,2021,2021-07-31,15929243,34.7,
BMRC,2021,2021-08-31,15929243,36.2,
BMRC,2021,2021-09-30,15929243,37.75,
BMRC,2021,2021-10-31,15929243,38.11,
BMRC,2021,2021-11-30,15929243,34.64,
BMRC,2021,2021-12-31,15929243,37.23,
BMRC,2022,2022-01-31,16029138,37.29,
BMRC,2022,2022-02-28,16029138,35.32,
BMRC,2022,2022-03-31,16029138,35.07,
BMRC,2022,2022-04-30,16029138,31.26,
BMRC,2022,2022-05-31,16029138,32.9,
BMRC,2022,2022-06-30,16029138,31.78,
BMRC,2022,2022-07-31,16029138,32.72,
BMRC,2022,2022-08-31,16029138,30.9,
BMRC,2022,2022-09-30,16029138,29.95,
BMRC,2022,2022-10-31,16029138,36.1,
BMRC,2022,2022-11-30,16029138,35.89,
BMRC,2022,2022-12-31,16029138,32.88,
BMRC,2023,2023-01-31,16158413,30.47,
BMRC,2023,2023-02-28,16158413,29.0,
BMRC,2023,2023-03-31,16158413,21.89,
BMRC,2023,2023-04-30,16158413,17.63,
BMRC,2023,2023-05-31,16158413,16.17,
BMRC,2023,2023-06-30,16158413,17.67,
BMRC,2023,2023-07-31,16158413,20.98,
BMRC,2023,2023-08-31,16158413,18.82,
BMRC,2023,2023-09-30,16158413,18.28,
BMRC,2023,2023-10-31,16158413,16.8,
BMRC,2023,2023-11-30,16158413,19.23,
BMRC,2023,2023-12-31,16158413,22.02,
BOH,2016,2016-01-31,39734800,59.93,
BOH,2016,2016-02-29,39734800,63.5,
BOH,2016,2016-03-31,39734800,68.28,
BOH,2016,2016-04-30,39734800,68.41,
BOH,2016,2016-05-31,39734800,71.85,
BOH,2016,2016-06-30,39734800,68.8,
BOH,2016,2016-07-31,39734800,68.92,
BOH,2016,2016-08-31,39734800,72.04,
BOH,2016,2016-09-30,39734800,72.62,
BOH,2016,2016-10-31,39734800,75.15,
BOH,2016,2016-11-30,39734800,83.37,
BOH,2016,2016-12-31,39734800,88.69,
BOH,2017,2017-01-31,39734800,85.91,
BOH,2017,2017-02-28,39734800,84.46,
BOH,2017,2017-03-31,39734800,82.36,
BOH,2017,2017-04-30,39734800,81.48,
BOH,2017,2017-05-31,39734800,77.73,
BOH,2017,2017-06-30,39734800,82.97,
BOH,2017,2017-07-31,39734800,83.67,
BOH,2017,2017-08-31,39734800,78.13,
BOH,2017,2017-09-30,39734800,83.36,
BOH,2017,2017-10-31,39734800,81.61,
BOH,2017,2017-11-30,39734800,84.88,
BOH,2017,2017-12-31,39734800,85.7,
BOH,2018,2018-01-31,39734800,83.67,
BOH,2018,2018-02-28,39734800,82.01,
BOH,2018,2018-03-31,39734800,83.1,
BOH,2018,2018-04-30,39734800,84.21,
BOH,2018,2018-05-31,39734800,84.93,
BOH,2018,2018-06-30,39734800,83.42,
BOH,2018,2018-07-31,39734800,80.49,
BOH,2018,2018-08-31,39734800,83.13,
BOH,2018,2018-09-30,39734800,78.91,
BOH,2018,2018-10-31,39734800,78.44,
BOH,2018,2018-11-30,39734800,79.75,
BOH,2018,2018-12-31,39734800,67.32,
BOH,2019,2019-01-31,39734800,77.33,
BOH,2019,2019-02-28,39734800,82.23,
BOH,2019,2019-03-31,39734800,78.87,
BOH,2019,2019-04-30,39734800,82.38,
BOH,2019,2019-05-31,39734800,75.66,
BOH,2019,2019-06-30,39734800,82.91,
BOH,2019,2019-07-31,39734800,85.25,
BOH,2019,2019-08-31,39734800,82.68,
BOH,2019,2019-09-30,39734800,85.93,
BOH,2019,2019-10-31,39734800,87.31,
BOH,2019,2019-11-30,39734800,90.11,
BOH,2019,2019-12-31,39734800,95.16,
BOH,2020,2020-01-31,39734800,89.6,
BOH,2020,2020-02-29,39734800,74.42,
BOH,2020,2020-03-31,39734800,55.24,
BOH,2020,2020-04-30,39734800,68.18,
BOH,2020,2020-05-31,39734800,64.33,
BOH,2020,2020-06-30,39734800,61.41,
BOH,2020,2020-07-31,39734800,56.63,
BOH,2020,2020-08-31,39734800,55.04,
BOH,2020,2020-09-30,39734800,50.52,
BOH,2020,2020-10-31,39734800,60.64,
BOH,2020,2020-11-30,39734800,74.88,
BOH,2020,2020-12-31,39734800,76.62,
BOH,2021,2021-01-31,40253193,78.19,
BOH,2021,2021-02-28,40253193,87.5,
BOH,2021,2021-03-31,40253193,89.49,
BOH,2021,2021-04-30,40253193,90.89,
BOH,2021,2021-05-31,40253193,89.74,
BOH,2021,2021-06-30,40253193,84.22,
BOH,2021,2021-07-31,40253193,83.71,
BOH,2021,2021-08-31,40253193,83.81,
BOH,2021,2021-09-30,40253193,82.17,
BOH,2021,2021-10-31,40253193,84.5,
BOH,2021,2021-11-30,40253193,79.78,
BOH,2021,2021-12-31,40253193,83.76,
BOH,2022,2022-01-31,39835750,86.07,
BOH,2022,2022-02-28,39835750,86.18,
BOH,2022,2022-03-31,39835750,83.92,
BOH,2022,2022-04-30,39835750,74.34,
BOH,2022,2022-05-31,39835750,79.48,
BOH,2022,2022-06-30,39835750,74.4,
BOH,2022,2022-07-31,39835750,80.11,
BOH,2022,2022-08-31,39835750,78.02,
BOH,2022,2022-09-30,39835750,76.12,
BOH,2022,2022-10-31,39835750,75.95,
BOH,2022,2022-11-30,39835750,80.67,
BOH,2022,2022-12-31,39835750,77.56,
BOH,2023,2023-01-31,39753138,76.49,
BOH,2023,2023-02-28,39753138,74.86,
BOH,2023,2023-03-31,39753138,52.08,
BOH,2023,2023-04-30,39753138,48.43,
BOH,2023,2023-05-31,39753138,39.15,
BOH,2023,2023-06-30,39753138,41.23,
BOH,2023,2023-07-31,39753138,57.13,
BOH,2023,2023-08-31,39753138,53.74,
BOH,2023,2023-09-30,39753138,49.69,
BOH,2023,2023-10-31,39753138,49.39,
BOH,2023,2023-11-30,39753138,58.07,
BOH,2023,2023-12-31,39753138,72.46,
BOKF,2016,2016-01-31,64261800,50.01,
BOKF,2016,2016-02-29,64261800,48.87,
BOKF,2016,2016-03-31,64261800,54.62,
BOKF,2016,2016-04-30,64261800,60.18,
BOKF,2016,2016-05-31,64261800,63.74,
BOKF,2016,2016-06-30,64261800,62.7,
BOKF,2016,2016-07-31,64261800,65.23,
BOKF,2016,2016-08-31,64261800,69.07,
BOKF,2016,2016-09-30,64261800,68.97,
BOKF,2016,2016-10-31,64261800,71.02,
BOKF,2016,2016-11-30,64261800,80.32,
BOKF,2016,2016-12-31,64261800,83.04,
BOKF,2017,2017-01-31,64261800,82.24,
BOKF,2017,2017-02-28,64261800,82.46,
BOKF,2017,2017-03-31,64261800,78.27,
BOKF,2017,2017-04-30,64261800,84.29,
BOKF,2017,2017-05-31,64261800,80.53,
BOKF,2017,2017-06-30,64261800,84.13,
BOKF,2017,2017-07-31,64261800,85.07,
BOKF,2017,2017-08-31,64261800,80.48,
BOKF,2017,2017-09-30,64261800,89.08,
BOKF,2017,2017-10-31,64261800,86.47,
BOKF,2017,2017-11-30,64261800,89.0,
BOKF,2017,2017-12-31,64261800,92.32,
BOKF,2018,2018-01-31,64261800,96.69,
BOKF,2018,2018-02-28,64261800,94.45,
BOKF,2018,2018-03-31,64261800,98.99,
BOKF,2018,2018-04-30,64261800,100.68,
BOKF,2018,2018-05-31,64261800,100.95,
BOKF,2018,2018-06-30,64261800,94.01,
BOKF,2018,2018-07-31,64261800,97.33,
BOKF,2018,2018-08-31,64261800,102.55,
BOKF,2018,2018-09-30,64261800,97.28,
BOKF,2018,2018-10-31,64261800,85.73,
BOKF,2018,2018-11-30,64261800,84.3,
BOKF,2018,2018-12-31,64261800,73.33,
BOKF,2019,2019-01-31,64261800,83.11,
BOKF,2019,2019-02-28,64261800,90.44,
BOKF,2019,2019-03-31,64261800,81.55,
BOKF,2019,2019-04-30,64261800,87.14,
BOKF,2019,2019-05-31,64261800,74.93,
BOKF,2019,2019-06-30,64261800,75.48,
BOKF,2019,2019-07-31,64261800,83.68,
BOKF,2019,2019-08-31,64261800,76.14,
BOKF,2019,2019-09-30,64261800,79.15,
BOKF,2019,2019-10-31,64261800,77.15,
BOKF,2019,2019-11-30,64261800,83.34,
BOKF,2019,2019-12-31,64261800,87.4,
BOKF,2020,2020-01-31,64261800,78.9,
BOKF,2020,2020-02-29,64261800,72.4,
BOKF,2020,2020-03-31,64261800,42.56,
BOKF,2020,2020-04-30,64261800,51.79,
BOKF,2020,2020-05-31,64261800,50.94,
BOKF,2020,2020-06-30,64261800,56.44,
BOKF,2020,2020-07-31,64261800,55.7,
BOKF,2020,2020-08-31,64261800,56.14,
BOKF,2020,2020-09-30,64261800,51.51,
BOKF,2020,2020-10-31,64261800,58.74,
BOKF,2020,2020-11-30,64261800,66.95,
BOKF,2020,2020-12-31,64261800,68.48,
BOKF,2021,2021-01-31,68467772,73.86,
BOKF,2021,2021-02-28,68467772,86.06,
BOKF,2021,2021-03-31,68467772,89.32,
BOKF,2021,2021-04-30,68467772,87.94,
BOKF,2021,2021-05-31,68467772,91.04,
BOKF,2021,2021-06-30,68467772,86.6,
BOKF,2021,2021-07-31,68467772,84.01,
BOKF,2021,2021-08-31,68467772,88.05,
BOKF,2021,2021-09-30,68467772,89.55,
BOKF,2021,2021-10-31,68467772,101.17,
BOKF,2021,2021-11-30,68467772,103.21,
BOKF,2021,2021-12-31,68467772,105.49,
BOKF,2022,2022-01-31,66958634,102.55,
BOKF,2022,2022-02-28,66958634,102.7,
BOKF,2022,2022-03-31,66958634,93.95,
BOKF,2022,2022-04-30,66958634,82.93,
BOKF,2022,2022-05-31,66958634,86.17,
BOKF,2022,2022-06-30,66958634,75.58,
BOKF,2022,2022-07-31,66958634,88.03,
BOKF,2022,2022-08-31,66958634,88.87,
BOKF,2022,2022-09-30,66958634,88.86,
BOKF,2022,2022-10-31,66958634,110.19,
BOKF,2022,2022-11-30,66958634,104.71,
BOKF,2022,2022-12-31,66958634,103.79,
BOKF,2023,2023-01-31,64967177,100.5,
BOKF,2023,2023-02-28,64967177,104.68,
BOKF,2023,2023-03-31,64967177,84.41,
BOKF,2023,2023-04-30,64967177,83.87,
BOKF,2023,2023-05-31,64967177,81.32,
BOKF,2023,2023-06-30,64967177,80.78,
BOKF,2023,2023-07-31,64967177,89.08,
BOKF,2023,2023-08-31,64967177,83.11,
BOKF,2023,2023-09-30,64967177,79.98,
BOKF,2023,2023-10-31,64967177,65.52,
BOKF,2023,2023-11-30,64967177,71.77,
BOKF,2023,2023-12-31,64967177,85.65,
BRKL,2016,2016-01-31,89104600,11.16,
BRKL,2016,2016-02-29,89104600,10.51,
BRKL,2016,2016-03-31,89104600,11.01,
BRKL,2016,2016-04-30,89104600,11.38,
BRKL,2016,2016-05-31,89104600,11.63,
BRKL,2016,2016-06-30,89104600,11.03,
BRKL,2016,2016-07-31,89104600,11.39,
BRKL,2016,2016-08-31,89104600,11.94,
BRKL,2016,2016-09-30,89104600,12.19,
BRKL,2016,2016-10-31,89104600,12.8,
BRKL,2016,2016-11-30,89104600,14.9,
BRKL,2016,2016-12-31,89104600,16.4,
BRKL,2017,2017-01-31,89104600,15.75,
BRKL,2017,2017-02-28,89104600,15.85,
BRKL,2017,2017-03-31,89104600,15.65,
BRKL,2017,2017-04-30,89104600,14.55,
BRKL,2017,2017-05-31,89104600,13.8,
BRKL,2017,2017-06-30,89104600,14.6,
BRKL,2017,2017-07-31,89104600,14.85,
BRKL,2017,2017-08-31,89104600,14.35,
BRKL,2017,2017-09-30,89104600,15.5,
BRKL,2017,2017-10-31,89104600,15.4,
BRKL,2017,2017-11-30,89104600,16.1,
BRKL,2017,2017-12-31,89104600,15.7,
BRKL,2018,2018-01-31,89104600,16.0,
BRKL,2018,2018-02-28,89104600,15.85,
BRKL,2018,2018-03-31,89104600,16.2,
BRKL,2018,2018-04-30,89104600,16.6,
BRKL,2018,2018-05-31,89104600,18.2,
BRKL,2018,2018-06-30,89104600,18.6,
BRKL,2018,2018-07-31,89104600,18.2,
BRKL,2018,2018-08-31,89104600,18.15,
BRKL,2018,2018-09-30,89104600,16.7,
BRKL,2018,2018-10-31,89104600,15.5,
BRKL,2018,2018-11-30,89104600,15.48,
BRKL,2018,2018-12-31,89104600,13.82,
BRKL,2019,2019-01-31,89104600,14.87,
BRKL,2019,2019-02-28,89104600,15.98,
BRKL,2019,2019-03-31,89104600,14.4,
BRKL,2019,2019-04-30,89104600,15.05,
BRKL,2019,2019-05-31,89104600,14.35,
BRKL,2019,2019-06-30,89104600,15.38,
BRKL,2019,2019-07-31,89104600,14.83,
BRKL,2019,2019-08-31,89104600,14.04,
BRKL,2019,2019-09-30,89104600,14.73,
BRKL,2019,2019-10-31,89104600,15.7,
BRKL,2019,2019-11-30,89104600,16.05,
BRKL,2019,2019-12-31,89104600,16.46,
BRKL,2020,2020-01-31,89104600,15.2,
BRKL,2020,2020-02-29,89104600,13.87,
BRKL,2020,2020-03-31,89104600,11.28,
BRKL,2020,2020-04-30,89104600,10.21,
BRKL,2020,2020-05-31,89104600,9.3,
BRKL,2020,2020-06-30,89104600,10.08,
BRKL,2020,2020-07-31,89104600,9.595,
BRKL,2020,2020-08-31,89104600,9.6,
BRKL,2020,2020-09-30,89104600,8.645,
BRKL,2020,2020-10-31,89104600,9.58,
BRKL,2020,2020-11-30,89104600,11.37,
BRKL,2020,2020-12-31,89104600,12.04,
BRKL,2021,2021-01-31,78139708,12.59,
BRKL,2021,2021-02-28,78139708,14.23,
BRKL,2021,2021-03-31,78139708,15.0,
BRKL,2021,2021-04-30,78139708,16.1,
BRKL,2021,2021-05-31,78139708,16.86,
BRKL,2021,2021-06-30,78139708,14.95,
BRKL,2021,2021-07-31,78139708,14.37,
BRKL,2021,2021-08-31,78139708,14.97,
BRKL,2021,2021-09-30,78139708,15.26,
BRKL,2021,2021-10-31,78139708,16.05,
BRKL,2021,2021-11-30,78139708,15.43,
BRKL,2021,2021-12-31,78139708,16.19,
BRKL,2022,2022-01-31,76844232,17.1,
BRKL,2022,2022-02-28,76844232,17.14,
BRKL,2022,2022-03-31,76844232,15.82,
BRKL,2022,2022-04-30,76844232,14.46,
BRKL,2022,2022-05-31,76844232,14.17,
BRKL,2022,2022-06-30,76844232,13.31,
BRKL,2022,2022-07-31,76844232,13.83,
BRKL,2022,2022-08-31,76844232,12.47,
BRKL,2022,2022-09-30,76844232,11.65,
BRKL,2022,2022-10-31,76844232,13.75,
BRKL,2022,2022-11-30,76844232,14.22,
BRKL,2022,2022-12-31,76844232,14.15,
BRKL,2023,2023-01-31,88894577,13.08,
BRKL,2023,2023-02-28,88894577,12.96,
BRKL,2023,2023-03-31,88894577,10.5,
BRKL,2023,2023-04-30,88894577,9.54,
BRKL,2023,2023-05-31,88894577,8.22,
BRKL,2023,2023-06-30,88894577,8.74,
BRKL,2023,2023-07-31,88894577,10.68,
BRKL,2023,2023-08-31,88894577,9.57,
BRKL,2023,2023-09-30,88894577,9.11,
BRKL,2023,2023-10-31,88894577,8.14,
BRKL,2023,2023-11-30,88894577,9.53,
BRKL,2023,2023-12-31,88894577,10.91,
BSRR,2016,2016-01-31,13818800,18.2,
BSRR,2016,2016-02-29,13818800,18.77,
BSRR,2016,2016-03-31,13818800,18.15,
BSRR,2016,2016-04-30,13818800,17.61,
BSRR,2016,2016-05-31,13818800,17.27,
BSRR,2016,2016-06-30,13818800,16.69,
BSRR,2016,2016-07-31,13818800,17.88,
BSRR,2016,2016-08-31,13818800,18.23,
BSRR,2016,2016-09-30,13818800,18.76,
BSRR,2016,2016-10-31,13818800,17.86,
BSRR,2016,2016-11-30,13818800,22.85,
BSRR,2016,2016-12-31,13818800,26.59,
BSRR,2017,2017-01-31,13818800,26.76,
BSRR,2017,2017-02-28,13818800,28.64,
BSRR,2017,2017-03-31,13818800,27.43,
BSRR,2017,2017-04-30,13818800,25.07,
BSRR,2017,2017-05-31,13818800,24.03,
BSRR,2017,2017-06-30,13818800,24.55,
BSRR,2017,2017-07-31,13818800,27.4,
BSRR,2017,2017-08-31,13818800,25.31,
BSRR,2017,2017-09-30,13818800,27.15,
BSRR,2017,2017-10-31,13818800,26.46,
BSRR,2017,2017-11-30,13818800,27.96,
BSRR,2017,2017-12-31,13818800,26.56,
BSRR,2018,2018-01-31,13818800,27.38,
BSRR,2018,2018-02-28,13818800,26.02,
BSRR,2018,2018-03-31,13818800,26.64,
BSRR,2018,2018-04-30,13818800,27.86,
BSRR,2018,2018-05-31,13818800,28.24,
BSRR,2018,2018-06-30,13818800,28.24,
BSRR,2018,2018-07-31,13818800,29.54,
BSRR,2018,2018-08-31,13818800,29.67,
BSRR,2018,2018-09-30,13818800,28.9,
BSRR,2018,2018-10-31,13818800,27.23,
BSRR,2018,2018-11-30,13818800,28.4,
BSRR,2018,2018-12-31,13818800,24.03,
BSRR,2019,2019-01-31,13818800,26.6,
BSRR,2019,2019-02-28,13818800,26.95,
BSRR,2019,2019-03-31,13818800,24.3,
BSRR,2019,2019-04-30,13818800,26.46,
BSRR,2019,2019-05-31,13818800,24.8,
BSRR,2019,2019-06-30,13818800,27.12,
BSRR,2019,2019-07-31,13818800,26.07,
BSRR,2019,2019-08-31,13818800,24.64,
BSRR,2019,2019-09-30,13818800,26.56,
BSRR,2019,2019-10-31,13818800,27.24,
BSRR,2019,2019-11-30,13818800,26.8,
BSRR,2019,2019-12-31,13818800,29.12,
BSRR,2020,2020-01-31,13818800,26.78,
BSRR,2020,2020-02-29,13818800,23.82,
BSRR,2020,2020-03-31,13818800,17.58,
BSRR,2020,2020-04-30,13818800,20.3,
BSRR,2020,2020-05-31,13818800,18.84,
BSRR,2020,2020-06-30,13818800,18.88,
BSRR,2020,2020-07-31,13818800,17.58,
BSRR,2020,2020-08-31,13818800,17.87,
BSRR,2020,2020-09-30,13818800,16.79,
BSRR,2020,2020-10-31,13818800,19.84,
BSRR,2020,2020-11-30,13818800,22.0,
BSRR,2020,2020-12-31,13818800,23.92,
BSRR,2021,2021-01-31,15270010,21.87,
BSRR,2021,2021-02-28,15270010,23.85,
BSRR,2021,2021-03-31,15270010,26.8,
BSRR,2021,2021-04-30,15270010,27.07,
BSRR,2021,2021-05-31,15270010,27.72,
BSRR,2021,2021-06-30,15270010,25.45,
BSRR,2021,2021-07-31,15270010,24.13,
BSRR,2021,2021-08-31,15270010,25.42,
BSRR,2021,2021-09-30,15270010,24.28,
BSRR,2021,2021-10-31,15270010,24.96,
BSRR,2021,2021-11-30,15270010,25.18,
BSRR,2021,2021-12-31,15270010,27.15,
BSRR,2022,2022-01-31,15170372,26.53,
BSRR,2022,2022-02-28,15170372,26.84,
BSRR,2022,2022-03-31,15170372,24.98,
BSRR,2022,2022-04-30,15170372,21.75,
BSRR,2022,2022-05-31,15170372,21.65,
BSRR,2022,2022-06-30,15170372,21.73,
BSRR,2022,2022-07-31,15170372,22.45,
BSRR,2022,2022-08-31,15170372,20.72,
BSRR,2022,2022-09-30,15170372,19.75,
BSRR,2022,2022-10-31,15170372,22.05,
BSRR,2022,2022-11-30,15170372,21.64,
BSRR,2022,2022-12-31,15170372,21.24,
BSRR,2023,2023-01-31,14793832,21.06,
BSRR,2023,2023-02-28,14793832,20.21,
BSRR,2023,2023-03-31,14793832,17.22,
BSRR,2023,2023-04-30,14793832,16.39,
BSRR,2023,2023-05-31,14793832,15.99,
BSRR,2023,2023-06-30,14793832,16.97,
BSRR,2023,2023-07-31,14793832,21.06,
BSRR,2023,2023-08-31,14793832,19.88,
BSRR,2023,2023-09-30,14793832,18.96,
BSRR,2023,2023-10-31,14793832,17.6,
BSRR,2023,2023-11-30,14793832,18.74,
BSRR,2023,2023-12-31,14793832,22.55,
BUSE,2016,2016-01-31,89490496,18.43,
BUSE,2016,2016-02-29,89490496,18.95,
BUSE,2016,2016-03-31,89490496,20.48,
BUSE,2016,2016-04-30,89490496,20.44,
BUSE,2016,2016-05-31,89490496,22.19,
BUSE,2016,2016-06-30,89490496,21.39,
BUSE,2016,2016-07-31,89490496,22.53,
BUSE,2016,2016-08-31,89490496,23.35,
BUSE,2016,2016-09-30,89490496,22.6,
BUSE,2016,2016-10-31,89490496,23.11,
BUSE,2016,2016-11-30,89490496,27.41,
BUSE,2016,2016-12-31,89490496,30.78,
BUSE,2017,2017-01-31,89490496,29.25,
BUSE,2017,2017-02-28,89490496,30.92,
