symbol,year,fiscal_date,shares_outstanding,dec_price,market_cap
ABCB,2016,2016-01-31,68910896,28.93,
ABCB,2016,2016-02-29,68910896,26.99,
ABCB,2016,2016-03-31,68910896,29.58,
ABCB,2016,2016-04-30,68910896,31.4,
ABCB,2016,2016-05-31,68910896,31.83,
ABCB,2016,2016-06-30,68910896,29.7,
ABCB,2016,2016-07-31,68910896,33.16,
ABCB,2016,2016-08-31,68910896,34.82,
ABCB,2016,2016-09-30,68910896,34.95,
ABCB,2016,2016-10-31,68910896,36.3,
ABCB,2016,2016-11-30,68910896,44.85,
ABCB,2016,2016-12-31,68910896,43.6,
ABCB,2017,2017-01-31,68910896,45.1,
ABCB,2017,2017-02-28,68910896,48.3,
ABCB,2017,2017-03-31,68910896,46.1,
ABCB,2017,2017-04-30,68910896,47.1,
ABCB,2017,2017-05-31,68910896,43.35,
ABCB,2017,2017-06-30,68910896,48.2,
ABCB,2017,2017-07-31,68910896,45.8,
ABCB,2017,2017-08-31,68910896,44.05,
ABCB,2017,2017-09-30,68910896,48.0,
ABCB,2017,2017-10-31,68910896,47.9,
ABCB,2017,2017-11-30,68910896,49.6,
ABCB,2017,2017-12-31,68910896,48.2,
ABCB,2018,2018-01-31,68910896,53.55,
ABCB,2018,2018-02-28,68910896,53.15,
ABCB,2018,2018-03-31,68910896,52.9,
ABCB,2018,2018-04-30,68910896,51.7,
ABCB,2018,2018-05-31,68910896,55.7,
ABCB,2018,2018-06-30,68910896,53.35,
ABCB,2018,2018-07-31,68910896,46.6,
ABCB,2018,2018-08-31,68910896,49.65,
ABCB,2018,2018-09-30,68910896,45.7,
ABCB,2018,2018-10-31,68910896,42.89,
ABCB,2018,2018-11-30,68910896,42.83,
ABCB,2018,2018-12-31,68910896,31.67,
ABCB,2019,2019-01-31,68910896,37.95,
ABCB,2019,2019-02-28,68910896,40.77,
ABCB,2019,2019-03-31,68910896,34.35,
ABCB,2019,2019-04-30,68910896,36.46,
ABCB,2019,2019-05-31,68910896,35.29,
ABCB,2019,2019-06-30,68910896,39.19,
ABCB,2019,2019-07-31,68910896,39.77,
ABCB,2019,2019-08-31,68910896,35.19,
ABCB,2019,2019-09-30,68910896,40.24,
ABCB,2019,2019-10-31,68910896,42.85,
ABCB,2019,2019-11-30,68910896,43.65,
ABCB,2019,2019-12-31,68910896,42.54,
ABCB,2020,2020-01-31,68910896,40.19,
ABCB,2020,2020-02-29,68910896,34.18,
ABCB,2020,2020-03-31,68910896,23.76,
ABCB,2020,2020-04-30,68910896,25.43,
ABCB,2020,2020-05-31,68910896,24.23,
ABCB,2020,2020-06-30,68910896,23.59,
ABCB,2020,2020-07-31,68910896,23.075,
ABCB,2020,2020-08-31,68910896,24.52,
ABCB,2020,2020-09-30,68910896,22.78,
ABCB,2020,2020-10-31,68910896,29.3,
ABCB,2020,2020-11-30,68910896,34.01,
ABCB,2020,2020-12-31,68910896,38.07,
ABCB,2021,2021-01-31,69609228,39.11,
ABCB,2021,2021-02-28,69609228,47.64,
ABCB,2021,2021-03-31,69609228,52.51,
ABCB,2021,2021-04-30,69609228,54.09,
ABCB,2021,2021-05-31,69609228,54.94,
ABCB,2021,2021-06-30,69609228,50.63,
ABCB,2021,2021-07-31,69609228,48.61,
ABCB,2021,2021-08-31,69609228,49.24,
ABCB,2021,2021-09-30,69609228,51.88,
ABCB,2021,2021-10-31,69609228,52.39,
ABCB,2021,2021-11-30,69609228,48.67,
ABCB,2021,2021-12-31,69609228,49.68,
ABCB,2022,2022-01-31,69369050,49.31,
ABCB,2022,2022-02-28,69369050,49.5,
ABCB,2022,2022-03-31,69369050,43.88,
ABCB,2022,2022-04-30,69369050,41.7,
ABCB,2022,2022-05-31,69369050,45.59,
ABCB,2022,2022-06-30,69369050,40.18,
ABCB,2022,2022-07-31,69369050,47.29,
ABCB,2022,2022-08-31,69369050,46.68,
ABCB,2022,2022-09-30,69369050,44.71,
ABCB,2022,2022-10-31,69369050,51.51,
ABCB,2022,2022-11-30,69369050,52.88,
ABCB,2022,2022-12-31,69369050,47.14,
ABCB,2023,2023-01-31,69053341,47.16,
ABCB,2023,2023-02-28,69053341,47.87,
ABCB,2023,2023-03-31,69053341,36.58,
ABCB,2023,2023-04-30,69053341,33.5,
ABCB,2023,2023-05-31,69053341,31.56,
ABCB,2023,2023-06-30,69053341,34.21,
ABCB,2023,2023-07-31,69053341,43.65,
ABCB,2023,2023-08-31,69053341,40.75,
ABCB,2023,2023-09-30,69053341,38.39,
ABCB,2023,2023-10-31,69053341,37.3,
ABCB,2023,2023-11-30,69053341,42.58,
ABCB,2023,2023-12-31,69053341,53.05,
ACNB,2016,2016-01-31,10473700,21.514929,
ACNB,2016,2016-02-29,10473700,21.594873,
ACNB,2016,2016-03-31,10473700,22.364334,
ACNB,2016,2016-04-30,10473700,22.054551,
ACNB,2016,2016-05-31,10473700,24.073137,
ACNB,2016,2016-06-30,10473700,25.092423,
ACNB,2016,2016-07-31,10473700,25.831905,
ACNB,2016,2016-08-31,10473700,27.18096,
ACNB,2016,2016-09-30,10473700,26.561394,
ACNB,2016,2016-10-31,10473700,26.88117,
ACNB,2016,2016-11-30,10473700,31.07823,
ACNB,2016,2016-12-31,10473700,31.228125,
ACNB,2017,2017-01-31,10473700,29.979,
ACNB,2017,2017-02-28,10473700,28.9797,
ACNB,2017,2017-03-31,10473700,28.829805,
ACNB,2017,2017-04-30,10473700,30.928335,
ACNB,2017,2017-05-31,10473700,28.230225,
ACNB,2017,2017-06-30,10473700,30.47865,
ACNB,2017,2017-07-31,10473700,28.430085,
ACNB,2017,2017-08-31,10473700,26.131695,
ACNB,2017,2017-09-30,10473700,27.68061,
ACNB,2017,2017-10-31,10473700,27.88047,
ACNB,2017,2017-11-30,10473700,28.9797,
ACNB,2017,2017-12-31,10473700,29.529315,
ACNB,2018,2018-01-31,10473700,30.228825,
ACNB,2018,2018-02-28,10473700,27.9804,
ACNB,2018,2018-03-31,10473700,29.229525,
ACNB,2018,2018-04-30,10473700,29.979,
ACNB,2018,2018-05-31,10473700,31.47795,
ACNB,2018,2018-06-30,10473700,34.026165,
ACNB,2018,2018-07-31,10473700,34.27599,
ACNB,2018,2018-08-31,10473700,35.77494,
ACNB,2018,2018-09-30,10473700,37.17396,
ACNB,2018,2018-10-31,10473700,40.07193,
ACNB,2018,2018-11-30,10473700,36.064737,
ACNB,2018,2018-12-31,10473700,39.222525,
ACNB,2019,2019-01-31,10473700,36.37452,
ACNB,2019,2019-02-28,10473700,39.37242,
ACNB,2019,2019-03-31,10473700,36.9741,
ACNB,2019,2019-04-30,10473700,37.843491,
ACNB,2019,2019-05-31,10473700,35.67501,
ACNB,2019,2019-06-30,10473700,39.542301,
ACNB,2019,2019-07-31,10473700,37.27389,
ACNB,2019,2019-08-31,10473700,33.656424,
ACNB,2019,2019-09-30,10473700,34.27599,
ACNB,2019,2019-10-31,10473700,35.365227,
ACNB,2019,2019-11-30,10473700,35.195346,
ACNB,2019,2019-12-31,10473700,37.793526,
ACNB,2020,2020-01-31,10473700,32.027565,
ACNB,2020,2020-02-29,10473700,30.458664,
ACNB,2020,2020-03-31,10473700,29.979,
ACNB,2020,2020-04-30,10473700,27.940428,
ACNB,2020,2020-05-31,10473700,24.822612,
ACNB,2020,2020-06-30,10473700,26.161674,
ACNB,2020,2020-07-31,10473700,20.58558,
ACNB,2020,2020-08-31,10473700,21.005286,
ACNB,2020,2020-09-30,10473700,20.78544,
ACNB,2020,2020-10-31,10473700,20.855391,
ACNB,2020,2020-11-30,10473700,24.892563,
ACNB,2020,2020-12-31,10473700,24.9825,
ACNB,2021,2021-01-31,8679206,25.032465,
ACNB,2021,2021-02-28,8679206,27.590673,
ACNB,2021,2021-03-31,8679206,29.27949,
ACNB,2021,2021-04-30,8679206,27.48075,
ACNB,2021,2021-05-31,8679206,28.8,
ACNB,2021,2021-06-30,8679206,27.91,
ACNB,2021,2021-07-31,8679206,27.93,
ACNB,2021,2021-08-31,8679206,28.81,
ACNB,2021,2021-09-30,8679206,28.0,
ACNB,2021,2021-10-31,8679206,27.75,
ACNB,2021,2021-11-30,8679206,29.04,
ACNB,2021,2021-12-31,8679206,31.28,
ACNB,2022,2022-01-31,8515120,32.39,
ACNB,2022,2022-02-28,8515120,32.18,
ACNB,2022,2022-03-31,8515120,34.95,
ACNB,2022,2022-04-30,8515120,34.23,
ACNB,2022,2022-05-31,8515120,34.51,
ACNB,2022,2022-06-30,8515120,29.69,
ACNB,2022,2022-07-31,8515120,32.89,
ACNB,2022,2022-08-31,8515120,35.56,
ACNB,2022,2022-09-30,8515120,30.04,
ACNB,2022,2022-10-31,8515120,36.59,
ACNB,2022,2022-11-30,8515120,39.3,
ACNB,2022,2022-12-31,8515120,39.81,
ACNB,2023,2023-01-31,8511453,39.35,
ACNB,2023,2023-02-28,8511453,37.04,
ACNB,2023,2023-03-31,8511453,32.55,
ACNB,2023,2023-04-30,8511453,30.33,
ACNB,2023,2023-05-31,8511453,29.45,
ACNB,2023,2023-06-30,8511453,33.17,
ACNB,2023,2023-07-31,8511453,34.7,
ACNB,2023,2023-08-31,8511453,31.83,
ACNB,2023,2023-09-30,8511453,31.61,
ACNB,2023,2023-10-31,8511453,34.41,
ACNB,2023,2023-11-30,8511453,39.08,
ACNB,2023,2023-12-31,8511453,44.76,
AROW,2016,2016-01-31,16478800,21.72458,
AROW,2016,2016-02-29,16478800,20.658876,
AROW,2016,2016-03-31,16478800,20.97464,
AROW,2016,2016-04-30,16478800,22.229803,
AROW,2016,2016-05-31,16478800,22.940273,
AROW,2016,2016-06-30,16478800,23.911248,
AROW,2016,2016-07-31,16478800,24.937482,
AROW,2016,2016-08-31,16478800,25.592692,
AROW,2016,2016-09-30,16478800,26.693835,
AROW,2016,2016-10-31,16478800,25.693731,
AROW,2016,2016-11-30,16478800,30.775561,
AROW,2016,2016-12-31,16478800,32.930257,
AROW,2017,2017-01-31,16478800,28.702175,
AROW,2017,2017-02-28,16478800,28.376937,
AROW,2017,2017-03-31,16478800,27.563845,
AROW,2017,2017-04-30,16478800,27.848427,
AROW,2017,2017-05-31,16478800,25.734386,
AROW,2017,2017-06-30,16478800,25.734386,
AROW,2017,2017-07-31,16478800,26.506824,
AROW,2017,2017-08-31,16478800,26.262896,
AROW,2017,2017-09-30,16478800,28.767622,
AROW,2017,2017-10-31,16478800,29.563233,
AROW,2017,2017-11-30,16478800,30.819461,
AROW,2017,2017-12-31,16478800,28.432628,
AROW,2018,2018-01-31,16478800,27.46952,
AROW,2018,2018-02-28,16478800,27.008903,
AROW,2018,2018-03-31,16478800,28.432628,
AROW,2018,2018-04-30,16478800,29.646982,
AROW,2018,2018-05-31,16478800,31.321953,
AROW,2018,2018-06-30,16478800,30.484467,
AROW,2018,2018-07-31,16478800,32.410684,
AROW,2018,2018-08-31,16478800,32.955049,
AROW,2018,2018-09-30,16478800,31.91656,
AROW,2018,2018-10-31,16478800,30.312106,
AROW,2018,2018-11-30,16478800,29.99294,
AROW,2018,2018-12-31,16478800,27.620764,
AROW,2019,2019-01-31,16478800,27.47412,
AROW,2019,2019-02-28,16478800,30.553637,
AROW,2019,2019-03-31,16478800,28.371234,
AROW,2019,2019-04-30,16478800,29.026818,
AROW,2019,2019-05-31,16478800,27.750155,
AROW,2019,2019-06-30,16478800,29.958436,
AROW,2019,2019-07-31,16478800,28.6904,
AROW,2019,2019-08-31,16478800,27.741529,
AROW,2019,2019-09-30,16478800,29.666609,
AROW,2019,2019-10-31,16478800,31.203693,
AROW,2019,2019-11-30,16478800,31.861174,
AROW,2019,2019-12-31,16478800,33.58484,
AROW,2020,2020-01-31,16478800,31.150383,
AROW,2020,2020-02-29,16478800,28.13841,
AROW,2020,2020-03-31,16478800,24.762156,
AROW,2020,2020-04-30,16478800,25.321903,
AROW,2020,2020-05-31,16478800,25.988269,
AROW,2020,2020-06-30,16478800,26.414743,
AROW,2020,2020-07-31,16478800,24.255718,
AROW,2020,2020-08-31,16478800,25.455176,
AROW,2020,2020-09-30,16478800,22.960919,
AROW,2020,2020-10-31,16478800,25.047444,
AROW,2020,2020-11-30,16478800,27.234634,
AROW,2020,2020-12-31,16478800,27.371905,
AROW,2021,2021-01-31,17017610,26.905183,
AROW,2021,2021-02-28,17017610,29.156433,
AROW,2021,2021-03-31,17017610,30.483389,
AROW,2021,2021-04-30,17017610,32.350279,
AROW,2021,2021-05-31,17017610,33.951778,
AROW,2021,2021-06-30,17017610,32.899364,
AROW,2021,2021-07-31,17017610,32.990879,
AROW,2021,2021-08-31,17017610,33.722992,
AROW,2021,2021-09-30,17017610,32.38761,
AROW,2021,2021-10-31,17017610,33.792078,
AROW,2021,2021-11-30,17017610,32.519573,
AROW,2021,2021-12-31,17017610,33.207668,
AROW,2022,2022-01-31,17048186,33.349058,
AROW,2022,2022-02-28,17048186,32.378184,
AROW,2022,2022-03-31,17048186,30.558973,
AROW,2022,2022-04-30,17048186,29.503265,
AROW,2022,2022-05-31,17048186,31.228216,
AROW,2022,2022-06-30,17048186,29.983989,
AROW,2022,2022-07-31,17048186,31.624107,
AROW,2022,2022-08-31,17048186,30.266768,
AROW,2022,2022-09-30,17048186,27.980589,
AROW,2022,2022-10-31,17048186,33.805833,
AROW,2022,2022-11-30,17048186,34.145639,
AROW,2022,2022-12-31,17048186,32.912629,
AROW,2023,2023-01-31,16942486,31.951463,
AROW,2023,2023-02-28,16942486,29.59224,
AROW,2023,2023-03-31,16942486,24.184471,
AROW,2023,2023-04-30,16942486,20.96117,
AROW,2023,2023-05-31,16942486,17.708742,
AROW,2023,2023-06-30,16942486,19.553402,
AROW,2023,2023-07-31,16942486,19.533985,
AROW,2023,2023-08-31,16942486,17.097091,
AROW,2023,2023-09-30,16942486,17.02,
AROW,2023,2023-10-31,16942486,21.31,
AROW,2023,2023-11-30,16942486,24.65,
AROW,2023,2023-12-31,16942486,27.94,
ASB,2016,2016-01-31,165810000,17.55,
ASB,2016,2016-02-29,165810000,17.2,
ASB,2016,2016-03-31,165810000,17.94,
ASB,2016,2016-04-30,165810000,18.24,
ASB,2016,2016-05-31,165810000,18.69,
ASB,2016,2016-06-30,165810000,17.15,
ASB,2016,2016-07-31,165810000,18.6,
ASB,2016,2016-08-31,165810000,19.84,
ASB,2016,2016-09-30,165810000,19.59,
ASB,2016,2016-10-31,165810000,20.3,
ASB,2016,2016-11-30,165810000,22.85,
ASB,2016,2016-12-31,165810000,24.7,
ASB,2017,2017-01-31,165810000,25.3,
ASB,2017,2017-02-28,165810000,25.75,
ASB,2017,2017-03-31,165810000,24.4,
ASB,2017,2017-04-30,165810000,24.9,
ASB,2017,2017-05-31,165810000,23.85,
ASB,2017,2017-06-30,165810000,25.2,
ASB,2017,2017-07-31,165810000,23.95,
ASB,2017,2017-08-31,165810000,21.9,
ASB,2017,2017-09-30,165810000,24.25,
ASB,2017,2017-10-31,165810000,25.3,
ASB,2017,2017-11-30,165810000,25.5,
ASB,2017,2017-12-31,165810000,25.4,
ASB,2018,2018-01-31,165810000,24.75,
ASB,2018,2018-02-28,165810000,24.7,
ASB,2018,2018-03-31,165810000,24.85,
ASB,2018,2018-04-30,165810000,26.45,
ASB,2018,2018-05-31,165810000,27.6,
ASB,2018,2018-06-30,165810000,27.3,
ASB,2018,2018-07-31,165810000,27.0,
ASB,2018,2018-08-31,165810000,27.25,
ASB,2018,2018-09-30,165810000,26.0,
ASB,2018,2018-10-31,165810000,23.18,
ASB,2018,2018-11-30,165810000,23.17,
ASB,2018,2018-12-31,165810000,19.79,
ASB,2019,2019-01-31,165810000,21.65,
ASB,2019,2019-02-28,165810000,23.28,
ASB,2019,2019-03-31,165810000,21.35,
ASB,2019,2019-04-30,165810000,22.69,
ASB,2019,2019-05-31,165810000,19.81,
ASB,2019,2019-06-30,165810000,21.14,
ASB,2019,2019-07-31,165810000,21.67,
ASB,2019,2019-08-31,165810000,19.24,
ASB,2019,2019-09-30,165810000,20.25,
ASB,2019,2019-10-31,165810000,20.11,
ASB,2019,2019-11-30,165810000,21.44,
ASB,2019,2019-12-31,165810000,22.04,
ASB,2020,2020-01-31,165810000,19.93,
ASB,2020,2020-02-29,165810000,16.93,
ASB,2020,2020-03-31,165810000,12.79,
ASB,2020,2020-04-30,165810000,14.14,
ASB,2020,2020-05-31,165810000,14.01,
ASB,2020,2020-06-30,165810000,13.68,
ASB,2020,2020-07-31,165810000,12.84,
ASB,2020,2020-08-31,165810000,13.44,
ASB,2020,2020-09-30,165810000,12.62,
ASB,2020,2020-10-31,165810000,13.69,
ASB,2020,2020-11-30,165810000,15.32,
ASB,2020,2020-12-31,165810000,17.05,
ASB,2021,2021-01-31,149342641,17.94,
ASB,2021,2021-02-28,149342641,20.15,
ASB,2021,2021-03-31,149342641,21.34,
ASB,2021,2021-04-30,149342641,21.89,
ASB,2021,2021-05-31,149342641,22.99,
ASB,2021,2021-06-30,149342641,20.48,
ASB,2021,2021-07-31,149342641,19.8,
ASB,2021,2021-08-31,149342641,20.62,
ASB,2021,2021-09-30,149342641,21.42,
ASB,2021,2021-10-31,149342641,22.28,
ASB,2021,2021-11-30,149342641,21.9,
ASB,2021,2021-12-31,149342641,22.59,
ASB,2022,2022-01-31,150444019,23.9,
ASB,2022,2022-02-28,150444019,24.39,
ASB,2022,2022-03-31,150444019,22.76,
ASB,2022,2022-04-30,150444019,19.95,
ASB,2022,2022-05-31,150444019,20.7,
ASB,2022,2022-06-30,150444019,18.26,
ASB,2022,2022-07-31,150444019,20.1,
ASB,2022,2022-08-31,150444019,20.04,
ASB,2022,2022-09-30,150444019,20.08,
ASB,2022,2022-10-31,150444019,24.35,
ASB,2022,2022-11-30,150444019,24.6,
ASB,2022,2022-12-31,150444019,23.09,
ASB,2023,2023-01-31,151036674,22.41,
ASB,2023,2023-02-28,151036674,23.15,
ASB,2023,2023-03-31,151036674,17.98,
ASB,2023,2023-04-30,151036674,17.83,
ASB,2023,2023-05-31,151036674,14.81,
ASB,2023,2023-06-30,151036674,16.23,
ASB,2023,2023-07-31,151036674,18.95,
ASB,2023,2023-08-31,151036674,17.33,
ASB,2023,2023-09-30,151036674,17.11,
ASB,2023,2023-10-31,151036674,16.21,
ASB,2023,2023-11-30,151036674,17.74,
ASB,2023,2023-12-31,151036674,21.39,
ATLO,2016,2016-01-31,8915560,24.763149,
ATLO,2016,2016-02-29,8915560,23.206778,
ATLO,2016,2016-03-31,8915560,24.545058,
ATLO,2016,2016-04-30,8915560,25.566117,
ATLO,2016,2016-05-31,8915560,24.941586,
ATLO,2016,2016-06-30,8915560,26.587176,
ATLO,2016,2016-07-31,8915560,26.914311,
ATLO,2016,2016-08-31,8915560,26.983703,
ATLO,2016,2016-09-30,8915560,27.419884,
ATLO,2016,2016-10-31,8915560,26.864745,
ATLO,2016,2016-11-30,8915560,29.789136,
ATLO,2016,2016-12-31,8915560,32.713527,
ATLO,2017,2017-01-31,8915560,32.019604,
ATLO,2017,2017-02-28,8915560,31.920472,
ATLO,2017,2017-03-31,8915560,30.334361,
ATLO,2017,2017-04-30,8915560,30.631757,
ATLO,2017,2017-05-31,8915560,29.392608,
ATLO,2017,2017-06-30,8915560,30.334361,
ATLO,2017,2017-07-31,8915560,29.343042,
ATLO,2017,2017-08-31,8915560,26.864745,
ATLO,2017,2017-09-30,8915560,29.590872,
ATLO,2017,2017-10-31,8915560,29.541306,
ATLO,2017,2017-11-30,8915560,29.789136,
ATLO,2017,2017-12-31,8915560,27.608234,
ATLO,2018,2018-01-31,8915560,27.955196,
ATLO,2018,2018-02-28,8915560,26.319519,
ATLO,2018,2018-03-31,8915560,27.261273,
ATLO,2018,2018-04-30,8915560,27.65,
ATLO,2018,2018-05-31,8915560,30.25,
ATLO,2018,2018-06-30,8915560,30.85,
ATLO,2018,2018-07-31,8915560,31.45,
ATLO,2018,2018-08-31,8915560,30.25,
ATLO,2018,2018-09-30,8915560,27.25,
ATLO,2018,2018-10-31,8915560,27.49,
ATLO,2018,2018-11-30,8915560,27.46,
ATLO,2018,2018-12-31,8915560,25.42,
ATLO,2019,2019-01-31,8915560,25.14,
ATLO,2019,2019-02-28,8915560,27.83,
ATLO,2019,2019-03-31,8915560,27.41,
ATLO,2019,2019-04-30,8915560,28.25,
ATLO,2019,2019-05-31,8915560,26.3,
ATLO,2019,2019-06-30,8915560,27.1,
ATLO,2019,2019-07-31,8915560,27.31,
ATLO,2019,2019-08-31,8915560,26.47,
ATLO,2019,2019-09-30,8915560,28.61,
ATLO,2019,2019-10-31,8915560,27.7,
ATLO,2019,2019-11-30,8915560,28.19,
ATLO,2019,2019-12-31,8915560,28.06,
ATLO,2020,2020-01-31,8915560,26.68,
ATLO,2020,2020-02-29,8915560,25.87,
ATLO,2020,2020-03-31,8915560,20.45,
ATLO,2020,2020-04-30,8915560,21.2,
ATLO,2020,2020-05-31,8915560,20.1,
ATLO,2020,2020-06-30,8915560,19.74,
ATLO,2020,2020-07-31,8915560,18.5,
ATLO,2020,2020-08-31,8915560,19.95,
ATLO,2020,2020-09-30,8915560,16.89,
ATLO,2020,2020-10-31,8915560,19.3,
ATLO,2020,2020-11-30,8915560,21.51,
ATLO,2020,2020-12-31,8915560,24.02,
ATLO,2021,2021-01-31,9092167,22.51,
ATLO,2021,2021-02-28,9092167,22.86,
ATLO,2021,2021-03-31,9092167,25.58,
ATLO,2021,2021-04-30,9092167,25.28,
ATLO,2021,2021-05-31,9092167,25.3,
ATLO,2021,2021-06-30,9092167,24.51,
ATLO,2021,2021-07-31,9092167,23.59,
ATLO,2021,2021-08-31,9092167,23.41,
ATLO,2021,2021-09-30,9092167,23.26,
ATLO,2021,2021-10-31,9092167,24.72,
ATLO,2021,2021-11-30,9092167,24.5,
ATLO,2021,2021-12-31,9092167,24.49,
ATLO,2022,2022-01-31,8992167,24.33,
ATLO,2022,2022-02-28,8992167,23.96,
ATLO,2022,2022-03-31,8992167,24.86,
ATLO,2022,2022-04-30,8992167,23.4,
ATLO,2022,2022-05-31,8992167,22.78,
ATLO,2022,2022-06-30,8992167,22.18,
ATLO,2022,2022-07-31,8992167,22.2,
ATLO,2022,2022-08-31,8992167,21.86,
ATLO,2022,2022-09-30,8992167,22.18,
ATLO,2022,2022-10-31,8992167,22.12,
ATLO,2022,2022-11-30,8992167,22.9,
ATLO,2022,2022-12-31,8992167,23.61,
ATLO,2023,2023-01-31,8992167,24.09,
ATLO,2023,2023-02-28,8992167,24.22,
ATLO,2023,2023-03-31,8992167,20.8,
ATLO,2023,2023-04-30,8992167,19.26,
ATLO,2023,2023-05-31,8992167,18.32,
ATLO,2023,2023-06-30,8992167,18.03,
ATLO,2023,2023-07-31,8992167,19.26,
ATLO,2023,2023-08-31,8992167,17.95,
ATLO,2023,2023-09-30,8992167,16.59,
ATLO,2023,2023-10-31,8992167,16.92,
ATLO,2023,2023-11-30,8992167,18.48,
ATLO,2023,2023-12-31,8992167,21.34,
AUBN,2016,2016-01-31,3493700,27.18,
AUBN,2016,2016-02-29,3493700,26.0,
AUBN,2016,2016-03-31,3493700,28.25,
AUBN,2016,2016-04-30,3493700,27.5,
AUBN,2016,2016-05-31,3493700,29.79,
AUBN,2016,2016-06-30,3493700,28.49,
AUBN,2016,2016-07-31,3493700,28.12,
AUBN,2016,2016-08-31,3493700,28.51,
AUBN,2016,2016-09-30,3493700,27.45,
AUBN,2016,2016-10-31,3493700,27.75,
AUBN,2016,2016-11-30,3493700,28.5,
AUBN,2016,2016-12-31,3493700,31.31,
AUBN,2017,2017-01-31,3493700,32.85,
AUBN,2017,2017-02-28,3493700,32.66,
AUBN,2017,2017-03-31,3493700,33.06,
AUBN,2017,2017-04-30,3493700,33.69,
AUBN,2017,2017-05-31,3493700,35.16,
AUBN,2017,2017-06-30,3493700,37.39,
AUBN,2017,2017-07-31,3493700,37.01,
AUBN,2017,2017-08-31,3493700,35.75,
AUBN,2017,2017-09-30,3493700,35.0,
AUBN,2017,2017-10-31,3493700,34.55,
AUBN,2017,2017-11-30,3493700,35.36,
AUBN,2017,2017-12-31,3493700,39.34,
AUBN,2018,2018-01-31,3493700,37.6,
AUBN,2018,2018-02-28,3493700,36.08,
AUBN,2018,2018-03-31,3493700,38.26,
AUBN,2018,2018-04-30,3493700,40.3,
AUBN,2018,2018-05-31,3493700,42.8,
AUBN,2018,2018-06-30,3493700,49.61,
AUBN,2018,2018-07-31,3493700,48.49,
AUBN,2018,2018-08-31,3493700,46.4,
AUBN,2018,2018-09-30,3493700,38.32,
AUBN,2018,2018-10-31,3493700,40.28,
AUBN,2018,2018-11-30,3493700,38.09,
AUBN,2018,2018-12-31,3493700,31.66,
AUBN,2019,2019-01-31,3493700,32.56,
AUBN,2019,2019-02-28,3493700,33.72,
AUBN,2019,2019-03-31,3493700,39.43,
AUBN,2019,2019-04-30,3493700,35.77,
AUBN,2019,2019-05-31,3493700,34.37,
AUBN,2019,2019-06-30,3493700,33.5,
AUBN,2019,2019-07-31,3493700,38.68,
AUBN,2019,2019-08-31,3493700,40.48,
AUBN,2019,2019-09-30,3493700,47.0,
AUBN,2019,2019-10-31,3493700,42.7,
AUBN,2019,2019-11-30,3493700,42.99,
AUBN,2019,2019-12-31,3493700,53.0,
AUBN,2020,2020-01-31,3493700,57.0,
AUBN,2020,2020-02-29,3493700,55.75,
AUBN,2020,2020-03-31,3493700,39.21,
AUBN,2020,2020-04-30,3493700,43.18,
AUBN,2020,2020-05-31,3493700,53.84,
AUBN,2020,2020-06-30,3493700,57.09,
AUBN,2020,2020-07-31,3493700,45.5,
AUBN,2020,2020-08-31,3493700,40.78,
AUBN,2020,2020-09-30,3493700,36.26,
AUBN,2020,2020-10-31,3493700,37.16,
AUBN,2020,2020-11-30,3493700,41.86,
AUBN,2020,2020-12-31,3493700,41.69,
AUBN,2021,2021-01-31,3520485,39.53,
AUBN,2021,2021-02-28,3520485,39.1,
AUBN,2021,2021-03-31,3520485,38.37,
AUBN,2021,2021-04-30,3520485,35.5,
AUBN,2021,2021-05-31,3520485,38.2,
AUBN,2021,2021-06-30,3520485,35.46,
AUBN,2021,2021-07-31,3520485,33.82,
AUBN,2021,2021-08-31,3520485,34.35,
AUBN,2021,2021-09-30,3520485,34.0,
AUBN,2021,2021-10-31,3520485,33.82,
AUBN,2021,2021-11-30,3520485,34.0,
AUBN,2021,2021-12-31,3520485,31.7,
AUBN,2022,2022-01-31,3503452,33.74,
AUBN,2022,2022-02-28,3503452,31.87,
AUBN,2022,2022-03-31,3503452,33.01,
AUBN,2022,2022-04-30,3503452,30.54,
AUBN,2022,2022-05-31,3503452,29.75,
AUBN,2022,2022-06-30,3503452,27.04,
AUBN,2022,2022-07-31,3503452,27.0,
AUBN,2022,2022-08-31,3503452,27.33,
AUBN,2022,2022-09-30,3503452,23.02,
AUBN,2022,2022-10-31,3503452,23.5,
AUBN,2022,2022-11-30,3503452,22.54,
AUBN,2022,2022-12-31,3503452,23.175,
AUBN,2023,2023-01-31,3493614,23.9,
AUBN,2023,2023-02-28,3493614,24.11,
AUBN,2023,2023-03-31,3493614,22.66,
AUBN,2023,2023-04-30,3493614,22.05,
AUBN,2023,2023-05-31,3493614,22.0,
AUBN,2023,2023-06-30,3493614,21.44,
AUBN,2023,2023-07-31,3493614,22.2,
AUBN,2023,2023-08-31,3493614,22.01,
AUBN,2023,2023-09-30,3493614,21.6,
AUBN,2023,2023-10-31,3493614,21.0,
AUBN,2023,2023-11-30,3493614,21.73,
AUBN,2023,2023-12-31,3493614,21.28,
BAC,2016,2016-01-31,7531879936,14.14,
BAC,2016,2016-02-29,7531879936,12.52,
BAC,2016,2016-03-31,7531879936,13.52,
BAC,2016,2016-04-30,7531879936,14.56,
BAC,2016,2016-05-31,7531879936,14.79,
BAC,2016,2016-06-30,7531879936,13.27,
